year,month,route_id,ridership
2020,6,311,101
2020,6,47M,345
2020,6,BLVDDIR,1610
2020,6,B1 OWL,799
2020,6,63,6424
2020,6,71,2011
2020,6,41,1052
2020,6,K,3852
2020,6,51,2574
2020,6,LUCYGO,164
2020,6,LUCYGR,136
2020,6,L1 OWL,905
2020,6,82,3818
2020,6,81,2090
2020,7,1,1195
2020,7,2,1650
2020,7,3,4005
2020,7,4,2907
2020,7,5,1564
2020,7,6,2695
2020,7,7,2375
2020,7,8,671
2020,7,9,1715
2020,7,T1,3101
2020,7,T4,6508
2020,7,12,932
2020,7,T3,4655
2020,7,14,3073
2020,7,G1,4258
2020,7,16,3856
2020,7,17,4102
2020,7,18,6218
2020,7,19,418
2020,7,20,1777
2020,7,21,4425
2020,7,22,2245
2020,7,23,7811
2020,7,24,869
2020,7,25,2031
2020,7,26,3998
2020,7,27,1321
2020,7,28,506
2020,7,29,1371
2020,7,30,545
2020,7,31,1998
2020,7,32,1423
2020,7,33,4878
2020,7,T2,3943
2020,7,35,67
2020,7,T5,6167
2020,7,37,1530
2020,7,38,1068
2020,7,39,848
2020,7,40,3569
2020,7,42,4044
2020,7,43,843
2020,7,44,1075
2020,7,45,1991
2020,7,46,2439
2020,7,47,8046
2020,7,48,3146
2020,7,49,1201
2020,7,50,947
2020,7,52,6320
2020,7,53,1011
2020,7,54,2783
2020,7,55,2627
2020,7,56,4344
2020,7,57,3439
2020,7,58,3026
2020,7,59,1879
2020,7,60,4750
2020,7,61,1947
2020,7,62,57
2020,7,64,2448
2020,7,65,3841
2020,7,66,4513
2020,7,67,1073
2020,7,68,1328
2020,7,70,2607
2020,7,73,954
2020,7,75,1274
2020,7,77,296
2020,7,78,10
2020,7,79,2291
2020,7,80,74
2020,7,84,1162
2020,7,88,467
2020,7,89,848
2020,7,90,240
2020,7,92,109
2020,7,93,592
2020,7,94,167
2020,7,95,244
2020,7,96,635
2020,7,97,369
2020,7,98,366
2020,7,99,637
2020,7,D1,1244
2020,7,D2,1260
2020,7,103,447
2020,7,104,1449
2020,7,105,560
2020,7,106,482
2020,7,107,422
2020,7,108,2619
2020,7,109,2559
2020,7,110,971
2020,7,111,550
2020,7,112,416
2020,7,113,3830
2020,7,114,1021
2020,7,115,460
2020,7,117,1045
2020,7,118,152
2020,7,119,354
2020,7,120,137
2020,7,123,580
2020,7,124,651
2020,7,125,907
2020,7,126,243
2020,7,127,163
2020,7,128,181
2020,7,129,486
2020,7,130,267
2020,7,131,308
2020,7,132,207
2020,7,133,32
2020,7,139,190
2020,7,150,20
2020,7,201,26
2020,7,204,101
2020,7,206,42
2020,7,310,229
2020,7,311,104
2020,7,47M,345
2020,7,BLVDDIR,1763
2020,7,B1 OWL,954
2020,7,63,6509
2020,7,71,2173
2020,7,41,1135
2020,7,K,3977
2020,7,51,2753
2020,7,LUCYGO,189
2020,7,LUCYGR,160
2020,7,L1 OWL,858
2020,7,82,4079
2020,7,81,2210
2020,8,1,1050
2020,8,2,1869
2020,8,3,3362
2020,8,4,2798
2020,8,5,1354
2020,8,6,2236
2020,8,7,2051
2020,8,8,674
2020,8,9,1959
2020,8,T1,2923
2020,8,T4,3994
2020,8,12,1134
2020,8,T3,4332
2020,8,14,2462
2020,8,G1,4080
2020,8,16,3053
2020,8,17,4066
2020,8,18,4939
2020,8,19,508
2020,8,20,1847
2020,8,21,4331
2020,8,22,1821
2020,8,23,5868
2020,8,24,847
2020,8,25,1664
2020,8,26,3617
2020,8,27,1616
2020,8,28,535
2020,8,29,1469
2020,8,30,530
2020,8,31,1929
2020,8,32,1851
2020,8,33,4688
2020,8,T2,3796
2020,8,35,62
2020,8,T5,4704
2020,8,37,1567
2020,8,38,1252
2020,8,39,790
2020,8,40,2853
2020,8,42,4286
2020,8,43,1067
2020,8,44,1561
2020,8,45,2196
2020,8,46,2117
2020,8,47,6755
2020,8,48,3180
2020,8,49,1210
2020,8,50,871
2020,8,52,5228
2020,8,53,960
2020,8,54,2663
2020,8,55,2079
2020,8,56,3877
2020,8,57,3700
2020,8,58,2996
2020,8,59,1982
2020,8,60,3933
2020,8,61,1639
2020,8,62,104
2020,8,64,1994
2020,8,65,3244
2020,8,66,4596
2020,8,67,1230
2020,8,68,922
2020,8,70,2313
2020,8,73,718
2020,8,75,1385
2020,8,77,298
2020,8,78,53
2020,8,79,1793
2020,8,80,113
2020,8,84,1116
2020,8,88,526
2020,8,89,719
2020,8,90,205
2020,8,92,148
2020,8,93,597
2020,8,94,194
2020,8,95,237
2020,8,96,595
2020,8,97,301
2020,8,98,446
2020,8,99,600
2020,8,D1,1172
2020,8,D2,1188
2020,8,103,509
2020,8,104,1519
2020,8,105,527
2020,8,106,585
2020,8,107,460
2020,8,108,2394
2020,8,109,2116
2020,8,110,886
2020,8,111,631
2020,8,112,420
2020,8,113,3086
2020,8,114,876
2020,8,115,466
2020,8,117,880
2020,8,118,198
2020,8,119,340
2020,8,120,122
2020,8,123,470
2020,8,124,842
2020,8,125,1053
2020,8,126,292
2020,8,127,157
2020,8,128,173
2020,8,129,449
2020,8,130,250
2020,8,131,292
2020,8,132,185
2020,8,133,44
2020,8,139,190
2020,8,150,9
2020,8,201,74
2020,8,204,99
2020,8,206,67
2020,8,310,188
2020,8,311,98
2020,8,47M,392
2020,8,BLVDDIR,1434
2020,8,B1 OWL,817
2020,8,63,5457
2020,8,71,1913
2020,8,41,987
2020,8,K,3149
2020,8,51,2853
2020,8,LUCYGO,760
2020,8,LUCYGR,502
2020,8,L1 OWL,988
2020,8,82,3436
2020,8,81,2059
2020,9,1,1220
2020,9,2,2326
2020,9,3,3640
2020,9,4,3172
2020,9,5,1548
2020,9,6,2537
2020,9,7,2155
2020,9,8,1103
2020,9,9,2102
2020,9,T1,2918
2020,9,T4,3649
2020,9,12,1064
2020,9,T3,3755
2020,9,14,2543
2020,9,G1,4025
2020,9,16,2879
2020,9,17,3965
2020,9,18,5690
2020,9,19,593
2020,9,20,2008
2020,9,21,4254
2020,9,22,1834
2020,9,23,6186
2020,9,24,987
2020,9,25,1852
2020,9,26,4617
2020,9,27,1897
2020,9,28,842
2020,9,29,1917
2020,9,30,553
2020,9,31,2139
2020,9,32,2004
2020,9,33,4841
2020,9,T2,3376
2020,9,35,70
2020,9,T5,3754
2020,9,37,1459
2020,9,38,1183
2020,9,39,908
2020,9,40,3117
2020,9,42,3966
2020,9,43,1601
2020,9,44,1508
2020,9,45,2284
2020,9,46,2328
2020,9,47,7250
2020,9,48,3107
2020,9,49,1261
2020,9,50,861
2020,9,52,6177
2020,9,53,1187
2020,9,54,3209
2020,9,55,2011
2020,9,56,4944
2020,9,57,4515
2020,9,58,3460
2020,9,59,2048
2020,9,60,4390
2020,9,61,1710
2020,9,62,101
2020,9,64,2568
2020,9,65,3421
2020,9,66,4523
2020,9,67,2023
2020,9,68,873
2020,9,70,3430
2020,9,73,1022
2020,9,75,1361
2020,9,77,332
2020,9,78,34
2020,9,79,2278
2020,9,80,98
2020,9,84,1531
2020,9,88,939
2020,9,89,822
2020,9,90,183
2020,9,92,142
2020,9,93,542
2020,9,94,223
2020,9,95,249
2020,9,96,618
2020,9,97,283
2020,9,98,423
2020,9,99,524
2020,9,D1,1170
2020,9,D2,1186
2020,9,103,552
2020,9,104,1469
2020,9,105,531
2020,9,106,572
2020,9,107,443
2020,9,108,2349
2020,9,109,1870
2020,9,110,868
2020,9,111,646
2020,9,112,561
2020,9,113,2998
2020,9,114,843
2020,9,115,540
2020,9,117,878
2020,9,118,238
2020,9,119,311
2020,9,120,185
2020,9,123,369
2020,9,124,740
2020,9,125,929
2020,9,126,269
2020,9,127,133
2020,9,128,157
2020,9,129,378
2020,9,130,276
2020,9,131,281
2020,9,132,161
2020,9,133,37
2020,9,139,174
2020,9,150,16
2020,9,201,65
2020,9,204,91
2020,9,206,71
2020,9,310,181
2020,9,311,93
2020,9,47M,382
2020,9,BLVDDIR,1395
2020,9,B1 OWL,763
2020,9,63,6812
2020,9,71,1844
2020,9,41,1256
2020,9,K,3821
2020,9,51,3005
2020,9,LUCYGO,670
2020,9,LUCYGR,472
2020,9,L1 OWL,843
2020,9,82,4179
2020,9,81,2288
2020,10,1,1254
2020,10,2,2297
2020,10,3,3711
2020,10,4,3091
2020,10,5,1595
2020,10,6,2517
2020,10,7,2191
2020,10,8,1126
2020,10,9,2039
2020,10,T1,2918
2020,10,T4,3402
2020,10,12,1095
2020,10,T3,3702
2020,10,14,2563
2020,10,G1,4123
2020,10,16,3049
2020,10,17,3872
2020,10,18,5959
2020,10,19,590
2020,10,20,2055
2020,10,21,4205
2020,10,22,1859
2020,10,23,6892
2020,10,24,994
2020,10,25,1882
2020,10,26,4919
2020,10,27,1935
2020,10,28,874
2020,10,29,1945
2020,10,30,558
2020,10,31,2089
2020,10,32,2109
2020,10,33,4944
2020,10,T2,3371
2020,10,35,63
2020,10,T5,3813
2020,10,37,1544
2020,10,38,1200
2020,10,39,1099
2020,10,40,3190
2020,10,42,3880
2020,10,43,1669
2020,10,44,1518
2020,10,45,2695
2020,10,46,2445
2020,10,47,7725
2020,10,48,3193
2020,10,49,1318
2020,10,50,841
2020,10,52,6110
2020,10,53,1278
2020,10,54,2931
2020,10,55,2011
2020,10,56,4876
2020,10,57,4558
2020,10,58,3658
2020,10,59,2291
2020,10,60,4421
2020,10,61,1792
2020,10,62,102
2020,10,64,2712
2020,10,65,3381
2020,10,66,4842
2020,10,67,2125
2020,10,68,937
2020,10,70,3662
2020,10,73,1061
2020,10,75,1377
2020,10,77,348
2020,10,78,33
2020,10,79,2378
2020,10,80,97
2020,10,84,1627
2020,10,88,1012
2020,10,89,828
2020,10,90,195
2020,10,92,146
2020,10,93,521
2020,10,94,242
2020,10,95,246
2020,10,96,634
2020,10,97,271
2020,10,98,420
2020,10,99,550
2020,10,D1,1170
2020,10,D2,1186
2020,10,103,554
2020,10,104,1428
2020,10,105,535
2020,10,106,567
2020,10,107,435
2020,10,108,2256
2020,10,109,1941
2020,10,110,872
2020,10,111,673
2020,10,112,505
2020,10,113,2895
2020,10,114,826
2020,10,115,505
2020,10,117,876
2020,10,118,239
2020,10,119,304
2020,10,120,176
2020,10,123,391
2020,10,124,818
2020,10,125,979
2020,10,126,268
2020,10,127,132
2020,10,128,163
2020,10,129,393
2020,10,130,258
2020,10,131,299
2020,10,132,159
2020,10,133,35
2020,10,139,171
2020,10,150,15
2020,10,201,73
2020,10,204,91
2020,10,206,71
2020,10,310,199
2020,10,311,96
2020,10,47M,463
2020,10,BLVDDIR,1435
2020,10,B1 OWL,759
2020,10,63,7187
2020,10,71,2089
2020,10,41,1239
2020,10,K,3880
2020,10,51,3291
2020,10,LUCYGO,687
2020,10,LUCYGR,495
2020,10,L1 OWL,840
2020,10,82,4384
2020,10,81,2500
2020,11,1,1193
2020,11,2,2057
2020,11,3,3594
2020,11,4,2752
2020,11,5,1504
2020,11,6,2460
2020,11,7,2056
2020,11,8,1080
2020,11,9,1849
2020,11,T1,2814
2020,11,T4,3364
2020,11,12,994
2020,11,T3,3418
2020,11,14,2537
2020,11,G1,4025
2020,11,16,2896
2020,11,17,3856
2020,11,18,5941
2020,11,19,560
2020,11,20,1952
2020,11,21,4153
2020,11,22,1857
2020,11,23,6428
2020,11,24,919
2020,11,25,1782
2020,11,26,4817
2020,11,27,1819
2020,11,28,777
2020,11,29,1891
2020,11,30,519
2020,11,31,2002
2020,11,32,2012
2020,11,33,4745
2020,11,T2,3304
2020,11,35,62
2020,11,T5,3706
2020,11,37,1402
2020,11,38,1157
2020,11,39,1042
2020,11,40,3023
2020,11,42,3791
2020,11,43,1519
2020,11,44,1428
2020,11,45,2549
2020,11,46,2343
2019,1,1,2518
2019,1,2,4884
2019,1,3,8216
2019,1,4,5918
2019,1,5,3581
2019,1,6,5697
2019,1,7,4687
2019,1,8,2483
2019,1,9,4399
2019,1,T1,10422
2019,1,T4,13881
2019,1,12,2344
2019,1,T3,12429
2019,1,14,6293
2019,1,G1,10194
2019,1,16,6470
2019,1,17,8650
2019,1,18,14135
2019,1,19,1384
2019,1,20,4833
2019,1,21,9192
2019,1,22,4223
2019,1,23,14333
2019,1,24,2167
2019,1,25,3833
2019,1,26,9896
2019,1,27,3703
2019,1,28,1792
2019,1,29,4937
2019,1,30,1211
2019,1,31,4301
2019,1,32,4771
2019,1,33,10774
2019,1,T2,12235
2019,1,35,135
2019,1,T5,15211
2019,1,37,3171
2019,1,38,2430
2019,1,39,2360
2019,1,40,7023
2019,1,42,8613
2019,1,43,3369
2019,1,44,3141
2019,1,45,5808
2019,1,46,5521
2019,1,47,15454
2019,1,48,7400
2019,1,50,1979
2019,1,52,13816
2019,1,53,2708
2019,1,54,6933
2019,1,55,4898
2019,1,56,10966
2019,1,57,9642
2019,1,58,7566
2019,1,59,4384
2019,1,60,10891
2019,1,61,3832
2019,1,62,231
2019,1,64,5344
2019,1,65,7073
2019,1,66,9500
2019,1,67,4681
2019,1,68,1872
2019,1,70,7808
2019,1,73,2569
2019,1,75,2969
2019,1,77,807
2019,1,78,53
2019,1,79,5752
2019,1,80,227
2019,1,84,3454
2019,1,88,2225
2019,1,89,1860
2019,1,90,497
2019,1,92,384
2019,1,93,1349
2019,1,94,579
2019,1,95,617
2019,1,96,1477
2019,1,97,787
2019,1,98,1145
2019,1,99,1497
2019,1,D1,4180
2019,1,D2,4235
2019,1,103,1185
2019,1,104,2814
2019,1,105,1111
2019,1,106,1191
2019,1,107,974
2019,1,108,4295
2019,1,109,4257
2019,1,110,1808
2019,1,111,1498
2019,1,112,861
2019,1,113,6552
2019,1,114,1709
2019,1,115,1100
2019,1,117,1930
2019,1,118,462
2019,1,119,681
2019,1,120,477
2019,1,123,952
2019,1,124,1918
2019,1,125,2068
2019,1,126,444
2019,1,127,343
2019,1,128,401
2019,1,129,947
2019,1,130,630
2019,1,131,731
2019,1,132,395
2019,1,133,98
2019,1,139,461
2019,1,150,53
2019,1,201,190
2019,1,204,186
2019,1,205,67
2019,1,206,143
2019,1,310,349
2019,1,311,187
2019,1,47M,748
2019,1,BLVDDIR,2846
2019,1,B1 OWL,1602
2019,1,63,16109
2019,1,71,4916
2019,1,41,2579
2019,1,K,8587
2019,1,51,6904
2019,1,LUCYGO,1621
2019,1,LUCYGR,1097
2019,1,L1 OWL,1987
2019,1,82,9496
2019,1,81,5631
2019,2,1,2522
2019,2,2,5414
2019,2,3,8554
2019,2,4,5985
2019,2,5,3641
2019,2,6,5897
2019,2,7,5021
2019,2,8,2712
2019,2,9,4246
2019,2,T1,10422
2019,2,T4,13881
2019,2,12,2494
2019,2,T3,12429
2019,2,14,6490
2019,2,G1,10194
2019,2,16,7203
2019,2,17,8993
2019,2,18,13584
2019,2,19,1479
2019,2,20,4689
2019,2,21,10001
2019,2,22,4241
2019,2,23,13899
2019,2,24,2162
2019,2,25,3928
2019,2,26,10569
2019,2,27,3881
2019,2,28,1845
2019,2,29,4937
2019,2,30,1156
2019,2,31,4697
2019,2,32,4894
2019,2,33,10850
2019,2,T2,12235
2019,2,35,128
2019,2,T5,15211
2019,2,37,3202
2019,2,38,2590
2019,2,39,2273
2019,2,40,6933
2019,2,42,9173
2019,2,43,3189
2019,2,44,3083
2019,2,45,6249
2019,2,46,5625
2019,2,47,15265
2019,2,48,7414
2019,2,50,1997
2019,2,52,13877
2019,2,53,2807
2019,2,54,6985
2019,2,55,4660
2019,2,56,11029
2019,2,57,9848
2019,2,58,7171
2019,2,59,4215
2019,2,60,11159
2019,2,61,3960
2019,2,62,196
2019,2,64,5370
2019,2,65,7416
2019,2,66,9642
2019,2,67,4644
2019,2,68,1704
2019,2,70,7918
2019,2,73,2573
2019,2,75,2955
2019,2,77,783
2019,2,78,100
2019,2,79,5752
2019,2,80,190
2019,2,84,3516
2019,2,88,2207
2019,2,89,1435
2019,2,90,497
2019,2,92,384
2019,2,93,1349
2019,2,94,579
2019,2,95,617
2019,2,96,1477
2019,2,97,787
2019,2,98,1145
2019,2,99,1497
2019,2,D1,4180
2019,2,D2,4235
2019,2,103,1185
2019,2,104,2814
2019,2,105,1111
2019,2,106,1191
2019,2,107,974
2019,2,108,4295
2019,2,109,4257
2019,2,110,1808
2019,2,111,1498
2019,2,112,861
2019,2,113,6552
2019,2,114,1709
2019,2,115,1100
2019,2,117,1930
2019,2,118,462
2019,2,119,681
2019,2,120,477
2019,2,123,952
2019,2,124,1918
2019,2,125,2068
2019,2,126,444
2019,2,127,343
2019,2,128,401
2019,2,129,947
2019,2,130,630
2019,2,131,731
2019,2,132,395
2019,2,133,98
2019,2,139,461
2019,2,150,53
2019,2,201,190
2019,2,204,190
2019,2,205,63
2019,2,206,143
2019,2,310,279
2019,2,311,155
2019,2,47M,716
2019,2,BLVDDIR,3009
2019,2,B1 OWL,1602
2019,2,63,16543
2019,2,71,5188
2019,2,41,2486
2019,2,K,8386
2019,2,51,6875
2019,2,LUCYGO,1644
2019,2,LUCYGR,1084
2019,2,L1 OWL,1987
2019,2,82,9691
2019,2,81,5360
2019,3,1,2644
2019,3,2,5407
2019,3,3,8775
2019,3,4,7113
2019,3,5,3740
2019,3,6,5991
2019,3,7,4937
2019,3,8,2769
2019,3,9,4554
2019,3,T1,10422
2019,3,T4,14361
2019,3,12,2546
2019,3,T3,12296
2019,3,14,6164
2019,3,G1,10194
2019,3,16,7280
2019,3,17,9493
2019,3,18,13589
2019,3,19,1439
2019,3,20,4964
2019,3,21,9540
2019,3,22,4083
2019,3,23,13661
2019,3,24,2277
2019,3,25,4173
2019,3,26,10597
2019,3,27,4340
2019,3,28,1889
2019,3,29,4603
2019,3,30,1196
2019,3,31,4572
2019,3,32,4493
2019,3,33,10953
2019,3,T2,12348
2019,3,35,134
2019,3,T5,14397
2019,3,37,3286
2019,3,38,2631
2019,3,39,2369
2019,3,40,7152
2019,3,42,9029
2019,3,43,3387
2019,3,44,3322
2019,3,45,6172
2019,3,46,5576
2019,3,47,18778
2019,3,48,7341
2019,3,49,1831
2019,3,50,1921
2019,3,52,14343
2019,3,53,2796
2019,3,54,7061
2019,3,55,4638
2019,3,56,12580
2019,3,57,10652
2019,3,58,8820
2019,3,59,4973
2019,3,60,10951
2019,3,61,3996
2019,3,62,244
2019,3,64,5572
2019,3,65,7845
2019,3,66,10808
2019,3,67,4728
2019,3,68,1742
2019,3,70,8420
2019,3,73,2548
2019,3,75,3032
2019,3,77,733
2019,3,78,94
2019,3,79,5676
2019,3,80,221
2019,3,84,3469
2019,3,88,2249
2019,3,89,1825
2019,3,90,398
2019,3,92,320
2019,3,93,1205
2019,3,94,485
2019,3,95,516
2019,3,96,1240
2019,3,97,572
2019,3,98,897
2019,3,99,1217
2019,3,D1,4180
2019,3,D2,4235
2019,3,103,1304
2019,3,104,3002
2019,3,105,1079
2019,3,106,1182
2019,3,107,1015
2019,3,108,5059
2019,3,109,4305
2019,3,110,1779
2019,3,111,1443
2019,3,112,1031
2019,3,113,6552
2019,3,114,1838
2019,3,115,1132
2019,3,117,1886
2019,3,118,519
2019,3,119,719
2019,3,120,478
2019,3,123,862
2019,3,124,1712
2019,3,125,2082
2019,3,126,610
2019,3,127,298
2019,3,128,354
2019,3,129,843
2019,3,130,537
2019,3,131,639
2019,3,132,355
2019,3,133,93
2019,3,139,364
2019,3,150,22
2019,3,201,189
2019,3,204,207
2019,3,205,69
2019,3,206,124
2019,3,310,325
2019,3,311,178
2019,3,47M,896
2019,3,BLVDDIR,3095
2019,3,B1 OWL,1601
2019,3,63,16085
2019,3,71,5005
2019,3,41,2620
2019,3,K,8733
2019,3,51,7360
2019,3,LUCYGO,1725
2019,3,LUCYGR,1145
2019,3,L1 OWL,2102
2019,3,82,9764
2019,3,81,5406
2019,4,1,2765
2019,4,2,5555
2019,4,3,8554
2019,4,4,7133
2019,4,5,3769
2019,4,6,5570
2019,4,7,4947
2019,4,8,2546
2019,4,9,4793
2019,4,T1,10422
2019,4,T4,13693
2019,4,12,2483
2019,4,T3,14038
2019,4,14,5952
2019,4,G1,10194
2019,4,16,6921
2019,4,17,8757
2019,4,18,13092
2019,4,19,1390
2019,4,20,5005
2019,4,21,10053
2019,4,22,4424
2019,4,23,15172
2019,4,24,2188
2019,4,25,4331
2019,4,26,9907
2019,4,27,4411
2019,4,28,1815
2019,4,29,5231
2019,4,30,1175
2019,4,31,4476
2019,4,32,4644
2019,4,33,10672
2019,4,T2,12923
2019,4,35,139
2019,4,T5,15179
2019,4,37,3331
2019,4,38,2747
2019,4,39,2636
2019,4,40,6981
2019,4,42,9071
2019,4,43,3558
2019,4,44,3429
2019,4,45,6168
2019,4,46,5531
2019,4,47,17484
2019,4,48,7129
2019,4,49,2182
2019,4,50,2047
2019,4,52,14185
2019,4,53,2302
2019,4,54,6707
2019,4,55,4659
2019,4,56,10855
2019,4,57,10917
2019,4,58,8127
2019,4,59,4928
2019,4,60,10563
2019,4,61,3699
2019,4,62,249
2019,4,64,5694
2019,4,65,7803
2019,4,66,10686
2019,4,67,4712
2019,4,68,1772
2019,4,70,8015
2019,4,73,2446
2019,4,75,3320
2019,4,77,828
2019,4,78,92
2019,4,79,5145
2019,4,80,210
2019,4,84,3457
2019,4,88,2213
2019,4,89,1799
2019,4,90,403
2019,4,92,320
2019,4,93,1269
2019,4,94,527
2019,4,95,509
2019,4,96,1351
2019,4,97,613
2019,4,98,909
2019,4,99,1245
2019,4,D1,4180
2019,4,D2,4235
2019,4,103,1310
2019,4,104,3056
2019,4,105,1135
2019,4,106,1236
2019,4,107,1006
2019,4,108,5070
2019,4,109,4346
2019,4,110,1851
2019,4,111,1465
2019,4,112,949
2019,4,113,6535
2019,4,114,1784
2019,4,115,1123
2019,4,117,1925
2019,4,118,511
2019,4,119,652
2019,4,120,538
2019,4,123,876
2019,4,124,1798
2019,4,125,2254
2019,4,126,596
2019,4,127,318
2019,4,128,380
2019,4,129,928
2019,4,130,622
2019,4,131,592
2019,4,132,372
2019,4,133,80
2019,4,139,385
2019,4,150,17
2019,4,201,155
2019,4,204,211
2019,4,205,67
2019,4,206,126
2019,4,310,347
2019,4,311,194
2019,4,47M,886
2019,4,BLVDDIR,3147
2019,4,B1 OWL,1749
2019,4,63,16865
2019,4,71,4677
2019,4,41,2623
2019,4,K,8669
2019,4,51,6679
2019,4,LUCYGO,1648
2019,4,LUCYGR,1117
2019,4,L1 OWL,2043
2019,4,82,9442
2019,4,81,5618
2019,5,1,2750
2019,5,2,5207
2019,5,3,8570
2019,5,4,7234
2019,5,5,3708
2019,5,6,5780
2019,5,7,5156
2019,5,8,2628
2019,5,9,5106
2019,5,T1,10422
2019,5,T4,14143
2019,5,12,2454
2019,5,T3,13053
2019,5,14,5981
2019,5,G1,10194
2019,5,16,7081
2019,5,17,8621
2019,5,18,13553
2019,5,19,1385
2019,5,20,5160
2019,5,21,9770
2019,5,22,4301
2019,5,23,14754
2019,5,24,2270
2019,5,25,4295
2019,5,26,10870
2019,5,27,4389
2019,5,28,1827
2019,5,29,4384
2019,5,30,1206
2019,5,31,4582
2019,5,32,5139
2019,5,33,10995
2019,5,T2,12678
2019,5,35,153
2019,5,T5,14508
2019,5,37,3337
2019,5,38,2713
2019,5,39,2563
2019,5,40,6579
2019,5,42,9026
2019,5,43,3430
2019,5,44,3401
2019,5,45,6381
2019,5,46,5626
2019,5,47,17490
2019,5,48,7244
2019,5,49,2329
2019,5,50,2027
2019,5,52,14355
2019,5,53,2653
2019,5,54,7007
2019,5,55,4682
2019,5,56,11981
2019,5,57,10784
2019,5,58,8486
2019,5,59,5352
2019,5,60,10838
2019,5,61,4225
2019,5,62,224
2019,5,64,6277
2019,5,65,7947
2019,5,66,10932
2019,5,67,4786
2019,5,68,1767
2019,5,70,8303
2019,5,73,2479
2019,5,75,3168
2019,5,77,876
2019,5,78,98
2019,5,79,5165
2019,5,80,208
2019,5,84,3478
2019,5,88,2182
2019,5,89,1788
2019,5,90,422
2019,5,92,307
2019,5,93,1095
2019,5,94,475
2019,5,95,495
2019,5,96,1225
2019,5,97,622
2019,5,98,914
2019,5,99,1236
2019,5,D1,4180
2019,5,D2,4235
2019,5,103,1337
2019,5,104,2995
2019,5,105,1179
2019,5,106,1274
2019,5,107,1034
2019,5,108,5114
2019,5,109,4334
2019,5,110,1920
2019,5,111,1442
2019,5,112,851
2019,5,113,6549
2019,5,114,1780
2019,5,115,1112
2019,5,117,1987
2019,5,118,443
2019,5,119,642
2019,5,120,548
2019,5,123,883
2019,5,124,1818
2019,5,125,2242
2019,5,126,603
2019,5,127,291
2019,5,128,407
2019,5,129,891
2019,5,130,588
2019,5,131,650
2019,5,132,364
2019,5,133,75
2019,5,139,398
2019,5,150,20
2019,5,201,144
2019,5,204,201
2019,5,205,67
2019,5,206,120
2019,5,310,353
2019,5,311,198
2019,5,47M,911
2019,5,BLVDDIR,3303
2019,5,B1 OWL,1690
2019,5,63,16656
2019,5,71,4806
2019,5,41,2659
2019,5,K,8834
2019,5,51,7456
2019,5,LUCYGO,1578
2019,5,LUCYGR,1076
2019,5,L1 OWL,2042
2019,5,82,9707
2019,5,81,5667
2019,6,1,2145
2019,6,2,4031
2019,6,3,6721
2019,6,4,6838
2019,6,5,2886
2019,6,6,4660
2019,6,7,4284
2019,6,8,1425
2019,6,9,4174
2019,6,T1,8859
2019,6,T4,12231
2019,6,12,2408
2019,6,T3,11583
2019,6,14,5272
2019,6,G1,8870
2019,6,16,6191
2019,6,17,7959
2019,6,18,10532
2019,6,19,1048
2019,6,20,3971
2019,6,21,9069
2019,6,22,3879
2019,6,23,12737
2019,6,24,1733
2019,6,25,3490
2019,6,26,7240
2019,6,27,3415
2019,6,28,1119
2019,6,29,3130
2019,6,30,1114
2019,6,31,3932
2019,6,32,3643
2019,6,33,9787
2019,6,T2,12060
2019,6,35,133
2019,6,T5,12539
2019,6,37,2990
2019,6,38,2579
2019,6,39,2597
2019,6,40,6272
2019,6,42,8743
2019,6,43,2422
2019,6,44,3260
2019,6,45,5049
2019,6,46,4501
2019,6,47,14124
2019,6,48,6861
2019,6,49,2426
2019,6,50,1856
2019,6,52,11682
2019,6,53,1968
2019,6,54,5436
2019,6,55,4540
2019,6,56,8779
2019,6,57,8233
2019,6,58,5428
2019,6,59,3822
2019,6,60,8531
2019,6,61,3662
2019,6,62,237
2019,6,64,4208
2019,6,65,6766
2019,6,66,8497
2019,6,67,2622
2019,6,68,2009
2019,6,70,4911
2019,6,73,1543
2019,6,75,3320
2019,6,77,656
2019,6,78,101
2019,6,79,3524
2019,6,80,219
2019,6,84,2375
2019,6,88,1224
2019,6,89,1525
2019,6,90,443
2019,6,92,310
2019,6,93,1216
2019,6,94,395
2019,6,95,513
2019,6,96,1216
2019,6,97,659
2019,6,98,904
2019,6,99,1236
2019,6,D1,3553
2019,6,D2,3600
2019,6,103,1126
2019,6,104,3119
2019,6,105,1123
2019,6,106,1168
2019,6,107,940
2019,6,108,5155
2019,6,109,4369
2019,6,110,1773
2019,6,111,1287
2019,6,112,808
2019,6,113,6673
2019,6,114,1881
2019,6,115,982
2019,6,117,1792
2019,6,118,384
2019,6,119,754
2019,6,120,249
2019,6,123,924
2019,6,124,1770
2019,6,125,2241
2019,6,126,601
2019,6,127,325
2019,6,128,378
2019,6,129,915
2019,6,130,531
2019,6,131,631
2019,6,132,327
2019,6,133,83
2019,6,139,400
2019,6,150,30
2019,6,201,149
2019,6,204,206
2019,6,205,69
2019,6,206,137
2019,6,310,432
2019,6,311,209
2019,6,47M,851
2019,6,BLVDDIR,2946
2019,6,B1 OWL,1752
2019,6,63,12077
2019,6,71,4469
2019,6,41,2035
2019,6,K,6751
2019,6,51,5822
2019,6,LUCYGO,1579
2019,6,LUCYGR,1116
2019,6,L1 OWL,1966
2019,6,82,7244
2019,6,81,4454
2019,7,1,2216
2019,7,2,4331
