city,date,route_id,mode,level,ridership
Philadelphia,2020-06-01,6,,ROUTE,2848
Philadelphia,2020-06-01,7,,ROUTE,2447
Philadelphia,2020-06-01,8,,ROUTE,598
Philadelphia,2020-06-01,9,,ROUTE,1447
Philadelphia,2020-06-01,T1,,ROUTE,2392
Philadelphia,2020-06-01,T4,,ROUTE,6508
Philadelphia,2020-06-01,12,,ROUTE,871
Philadelphia,2020-06-01,T3,,ROUTE,4655
Philadelphia,2020-06-01,14,,ROUTE,3020
Philadelphia,2020-06-01,G1,,ROUTE,2395
Philadelphia,2020-06-01,16,,ROUTE,4065
Philadelphia,2020-06-01,17,,ROUTE,3688
Philadelphia,2020-06-01,18,,ROUTE,6107
Philadelphia,2020-06-01,19,,ROUTE,390
Philadelphia,2020-06-01,20,,ROUTE,1587
Philadelphia,2020-06-01,21,,ROUTE,4007
Philadelphia,2020-06-01,22,,ROUTE,2053
Philadelphia,2020-06-01,23,,ROUTE,7691
Philadelphia,2020-06-01,24,,ROUTE,840
Philadelphia,2020-06-01,25,,ROUTE,2024
Philadelphia,2020-06-01,26,,ROUTE,3801
Philadelphia,2020-06-01,27,,ROUTE,1123
Philadelphia,2020-06-01,28,,ROUTE,459
Philadelphia,2020-06-01,29,,ROUTE,1269
Philadelphia,2020-06-01,30,,ROUTE,482
Philadelphia,2020-06-01,31,,ROUTE,1810
Philadelphia,2020-06-01,32,,ROUTE,1313
Philadelphia,2020-06-01,33,,ROUTE,4580
Philadelphia,2020-06-01,T2,,ROUTE,3943
Philadelphia,2020-06-01,35,,ROUTE,66
Philadelphia,2020-06-01,T5,,ROUTE,6167
Philadelphia,2020-06-01,37,,ROUTE,1428
Philadelphia,2020-06-01,38,,ROUTE,966
Philadelphia,2020-06-01,39,,ROUTE,794
Philadelphia,2020-06-01,40,,ROUTE,3242
Philadelphia,2020-06-01,42,,ROUTE,3658
Philadelphia,2020-06-01,43,,ROUTE,689
Philadelphia,2020-06-01,44,,ROUTE,947
Philadelphia,2020-06-01,45,,ROUTE,1645
Philadelphia,2020-06-01,46,,ROUTE,2137
Philadelphia,2020-06-01,47,,ROUTE,7449
Philadelphia,2020-06-01,48,,ROUTE,2755
Philadelphia,2020-06-01,49,,ROUTE,1210
Philadelphia,2020-06-01,50,,ROUTE,760
Philadelphia,2020-06-01,52,,ROUTE,5771
Philadelphia,2020-06-01,53,,ROUTE,962
Philadelphia,2020-06-01,54,,ROUTE,2665
Philadelphia,2020-06-01,55,,ROUTE,2547
Philadelphia,2020-06-01,56,,ROUTE,4310
Philadelphia,2020-06-01,57,,ROUTE,3158
Philadelphia,2020-06-01,58,,ROUTE,2946
Philadelphia,2020-06-01,59,,ROUTE,1893
Philadelphia,2020-06-01,60,,ROUTE,5193
Philadelphia,2020-06-01,61,,ROUTE,1781
Philadelphia,2020-06-01,62,,ROUTE,46
Philadelphia,2020-06-01,64,,ROUTE,2486
Philadelphia,2020-06-01,65,,ROUTE,3646
Philadelphia,2020-06-01,66,,ROUTE,4613
Philadelphia,2020-06-01,67,,ROUTE,1001
Philadelphia,2020-06-01,68,,ROUTE,1298
Philadelphia,2020-06-01,70,,ROUTE,2503
Philadelphia,2020-06-01,73,,ROUTE,902
Philadelphia,2020-06-01,75,,ROUTE,1171
Philadelphia,2020-06-01,77,,ROUTE,270
Philadelphia,2020-06-01,78,,ROUTE,9
Philadelphia,2020-06-01,79,,ROUTE,1800
Philadelphia,2020-06-01,80,,ROUTE,71
Philadelphia,2020-06-01,84,,ROUTE,1050
Philadelphia,2020-06-01,88,,ROUTE,416
Philadelphia,2020-06-01,89,,ROUTE,816
Philadelphia,2020-06-01,90,,ROUTE,211
Philadelphia,2020-06-01,92,,ROUTE,86
Philadelphia,2020-06-01,93,,ROUTE,589
Philadelphia,2020-06-01,94,,ROUTE,140
Philadelphia,2020-06-01,95,,ROUTE,225
Philadelphia,2020-06-01,96,,ROUTE,566
Philadelphia,2020-06-01,97,,ROUTE,391
Philadelphia,2020-06-01,98,,ROUTE,327
Philadelphia,2020-06-01,99,,ROUTE,485
Philadelphia,2020-06-01,D1,,ROUTE,959
Philadelphia,2020-06-01,D2,,ROUTE,972
Philadelphia,2020-06-01,103,,ROUTE,400
Philadelphia,2020-06-01,104,,ROUTE,1321
Philadelphia,2020-06-01,105,,ROUTE,579
Philadelphia,2020-06-01,106,,ROUTE,478
Philadelphia,2020-06-01,107,,ROUTE,455
Philadelphia,2020-06-01,108,,ROUTE,2619
Philadelphia,2020-06-01,109,,ROUTE,2258
Philadelphia,2020-06-01,110,,ROUTE,888
Philadelphia,2020-06-01,111,,ROUTE,545
Philadelphia,2020-06-01,112,,ROUTE,370
Philadelphia,2020-06-01,113,,ROUTE,3643
Philadelphia,2020-06-01,114,,ROUTE,975
Philadelphia,2020-06-01,115,,ROUTE,447
Philadelphia,2020-06-01,117,,ROUTE,1031
Philadelphia,2020-06-01,118,,ROUTE,152
Philadelphia,2020-06-01,119,,ROUTE,317
Philadelphia,2020-06-01,120,,ROUTE,149
Philadelphia,2020-06-01,123,,ROUTE,424
Philadelphia,2020-06-01,124,,ROUTE,651
Philadelphia,2020-06-01,125,,ROUTE,763
Philadelphia,2020-06-01,126,,ROUTE,219
Philadelphia,2020-06-01,127,,ROUTE,145
Philadelphia,2020-06-01,128,,ROUTE,172
Philadelphia,2020-06-01,129,,ROUTE,448
Philadelphia,2020-06-01,130,,ROUTE,214
Philadelphia,2020-06-01,131,,ROUTE,297
Philadelphia,2020-06-01,132,,ROUTE,181
Philadelphia,2020-06-01,133,,ROUTE,17
Philadelphia,2020-06-01,139,,ROUTE,178
Philadelphia,2020-06-01,150,,ROUTE,8
Philadelphia,2020-06-01,201,,ROUTE,25
Philadelphia,2020-06-01,204,,ROUTE,127
Philadelphia,2020-06-01,206,,ROUTE,34
Philadelphia,2020-06-01,310,,ROUTE,210
Philadelphia,2020-06-01,311,,ROUTE,101
Philadelphia,2020-06-01,47M,,ROUTE,345
Philadelphia,2020-06-01,BLVDDIR,,ROUTE,1610
Philadelphia,2020-06-01,B1 OWL,,ROUTE,799
Philadelphia,2020-06-01,63,,ROUTE,6424
Philadelphia,2020-06-01,71,,ROUTE,2011
Philadelphia,2020-06-01,41,,ROUTE,1052
Philadelphia,2020-06-01,K,,ROUTE,3852
Philadelphia,2020-06-01,51,,ROUTE,2574
Philadelphia,2020-06-01,LUCYGO,,ROUTE,164
Philadelphia,2020-06-01,LUCYGR,,ROUTE,136
Philadelphia,2020-06-01,L1 OWL,,ROUTE,905
Philadelphia,2020-06-01,82,,ROUTE,3818
Philadelphia,2020-06-01,81,,ROUTE,2090
Philadelphia,2020-07-01,1,,ROUTE,1195
Philadelphia,2020-07-01,2,,ROUTE,1650
Philadelphia,2020-07-01,3,,ROUTE,4005
Philadelphia,2020-07-01,4,,ROUTE,2907
Philadelphia,2020-07-01,5,,ROUTE,1564
Philadelphia,2020-07-01,6,,ROUTE,2695
Philadelphia,2020-07-01,7,,ROUTE,2375
Philadelphia,2020-07-01,8,,ROUTE,671
Philadelphia,2020-07-01,9,,ROUTE,1715
Philadelphia,2020-07-01,T1,,ROUTE,3101
Philadelphia,2020-07-01,T4,,ROUTE,6508
Philadelphia,2020-07-01,12,,ROUTE,932
Philadelphia,2020-07-01,T3,,ROUTE,4655
Philadelphia,2020-07-01,14,,ROUTE,3073
Philadelphia,2020-07-01,G1,,ROUTE,4258
Philadelphia,2020-07-01,16,,ROUTE,3856
Philadelphia,2020-07-01,17,,ROUTE,4102
Philadelphia,2020-07-01,18,,ROUTE,6218
Philadelphia,2020-07-01,19,,ROUTE,418
Philadelphia,2020-07-01,20,,ROUTE,1777
Philadelphia,2020-07-01,21,,ROUTE,4425
Philadelphia,2020-07-01,22,,ROUTE,2245
Philadelphia,2020-07-01,23,,ROUTE,7811
Philadelphia,2020-07-01,24,,ROUTE,869
Philadelphia,2020-07-01,25,,ROUTE,2031
Philadelphia,2020-07-01,26,,ROUTE,3998
Philadelphia,2020-07-01,27,,ROUTE,1321
Philadelphia,2020-07-01,28,,ROUTE,506
Philadelphia,2020-07-01,29,,ROUTE,1371
Philadelphia,2020-07-01,30,,ROUTE,545
Philadelphia,2020-07-01,31,,ROUTE,1998
Philadelphia,2020-07-01,32,,ROUTE,1423
Philadelphia,2020-07-01,33,,ROUTE,4878
Philadelphia,2020-07-01,T2,,ROUTE,3943
Philadelphia,2020-07-01,35,,ROUTE,67
Philadelphia,2020-07-01,T5,,ROUTE,6167
Philadelphia,2020-07-01,37,,ROUTE,1530
Philadelphia,2020-07-01,38,,ROUTE,1068
Philadelphia,2020-07-01,39,,ROUTE,848
Philadelphia,2020-07-01,40,,ROUTE,3569
Philadelphia,2020-07-01,42,,ROUTE,4044
Philadelphia,2020-07-01,43,,ROUTE,843
Philadelphia,2020-07-01,44,,ROUTE,1075
Philadelphia,2020-07-01,45,,ROUTE,1991
Philadelphia,2020-07-01,46,,ROUTE,2439
Philadelphia,2020-07-01,47,,ROUTE,8046
Philadelphia,2020-07-01,48,,ROUTE,3146
Philadelphia,2020-07-01,49,,ROUTE,1201
Philadelphia,2020-07-01,50,,ROUTE,947
Philadelphia,2020-07-01,52,,ROUTE,6320
Philadelphia,2020-07-01,53,,ROUTE,1011
Philadelphia,2020-07-01,54,,ROUTE,2783
Philadelphia,2020-07-01,55,,ROUTE,2627
Philadelphia,2020-07-01,56,,ROUTE,4344
Philadelphia,2020-07-01,57,,ROUTE,3439
Philadelphia,2020-07-01,58,,ROUTE,3026
Philadelphia,2020-07-01,59,,ROUTE,1879
Philadelphia,2020-07-01,60,,ROUTE,4750
Philadelphia,2020-07-01,61,,ROUTE,1947
Philadelphia,2020-07-01,62,,ROUTE,57
Philadelphia,2020-07-01,64,,ROUTE,2448
Philadelphia,2020-07-01,65,,ROUTE,3841
Philadelphia,2020-07-01,66,,ROUTE,4513
Philadelphia,2020-07-01,67,,ROUTE,1073
Philadelphia,2020-07-01,68,,ROUTE,1328
Philadelphia,2020-07-01,70,,ROUTE,2607
Philadelphia,2020-07-01,73,,ROUTE,954
Philadelphia,2020-07-01,75,,ROUTE,1274
Philadelphia,2020-07-01,77,,ROUTE,296
Philadelphia,2020-07-01,78,,ROUTE,10
Philadelphia,2020-07-01,79,,ROUTE,2291
Philadelphia,2020-07-01,80,,ROUTE,74
Philadelphia,2020-07-01,84,,ROUTE,1162
Philadelphia,2020-07-01,88,,ROUTE,467
Philadelphia,2020-07-01,89,,ROUTE,848
Philadelphia,2020-07-01,90,,ROUTE,240
Philadelphia,2020-07-01,92,,ROUTE,109
Philadelphia,2020-07-01,93,,ROUTE,592
Philadelphia,2020-07-01,94,,ROUTE,167
Philadelphia,2020-07-01,95,,ROUTE,244
Philadelphia,2020-07-01,96,,ROUTE,635
Philadelphia,2020-07-01,97,,ROUTE,369
Philadelphia,2020-07-01,98,,ROUTE,366
Philadelphia,2020-07-01,99,,ROUTE,637
Philadelphia,2020-07-01,D1,,ROUTE,1244
Philadelphia,2020-07-01,D2,,ROUTE,1260
Philadelphia,2020-07-01,103,,ROUTE,447
Philadelphia,2020-07-01,104,,ROUTE,1449
Philadelphia,2020-07-01,105,,ROUTE,560
Philadelphia,2020-07-01,106,,ROUTE,482
Philadelphia,2020-07-01,107,,ROUTE,422
Philadelphia,2020-07-01,108,,ROUTE,2619
Philadelphia,2020-07-01,109,,ROUTE,2559
Philadelphia,2020-07-01,110,,ROUTE,971
Philadelphia,2020-07-01,111,,ROUTE,550
Philadelphia,2020-07-01,112,,ROUTE,416
Philadelphia,2020-07-01,113,,ROUTE,3830
Philadelphia,2020-07-01,114,,ROUTE,1021
Philadelphia,2020-07-01,115,,ROUTE,460
Philadelphia,2020-07-01,117,,ROUTE,1045
Philadelphia,2020-07-01,118,,ROUTE,152
Philadelphia,2020-07-01,119,,ROUTE,354
Philadelphia,2020-07-01,120,,ROUTE,137
Philadelphia,2020-07-01,123,,ROUTE,580
Philadelphia,2020-07-01,124,,ROUTE,651
Philadelphia,2020-07-01,125,,ROUTE,907
Philadelphia,2020-07-01,126,,ROUTE,243
Philadelphia,2020-07-01,127,,ROUTE,163
Philadelphia,2020-07-01,128,,ROUTE,181
Philadelphia,2020-07-01,129,,ROUTE,486
Philadelphia,2020-07-01,130,,ROUTE,267
Philadelphia,2020-07-01,131,,ROUTE,308
Philadelphia,2020-07-01,132,,ROUTE,207
Philadelphia,2020-07-01,133,,ROUTE,32
Philadelphia,2020-07-01,139,,ROUTE,190
Philadelphia,2020-07-01,150,,ROUTE,20
Philadelphia,2020-07-01,201,,ROUTE,26
Philadelphia,2020-07-01,204,,ROUTE,101
Philadelphia,2020-07-01,206,,ROUTE,42
Philadelphia,2020-07-01,310,,ROUTE,229
Philadelphia,2020-07-01,311,,ROUTE,104
Philadelphia,2020-07-01,47M,,ROUTE,345
Philadelphia,2020-07-01,BLVDDIR,,ROUTE,1763
Philadelphia,2020-07-01,B1 OWL,,ROUTE,954
Philadelphia,2020-07-01,63,,ROUTE,6509
Philadelphia,2020-07-01,71,,ROUTE,2173
Philadelphia,2020-07-01,41,,ROUTE,1135
Philadelphia,2020-07-01,K,,ROUTE,3977
Philadelphia,2020-07-01,51,,ROUTE,2753
Philadelphia,2020-07-01,LUCYGO,,ROUTE,189
Philadelphia,2020-07-01,LUCYGR,,ROUTE,160
Philadelphia,2020-07-01,L1 OWL,,ROUTE,858
Philadelphia,2020-07-01,82,,ROUTE,4079
Philadelphia,2020-07-01,81,,ROUTE,2210
Philadelphia,2020-08-01,1,,ROUTE,1050
Philadelphia,2020-08-01,2,,ROUTE,1869
Philadelphia,2020-08-01,3,,ROUTE,3362
Philadelphia,2020-08-01,4,,ROUTE,2798
Philadelphia,2020-08-01,5,,ROUTE,1354
Philadelphia,2020-08-01,6,,ROUTE,2236
Philadelphia,2020-08-01,7,,ROUTE,2051
Philadelphia,2020-08-01,8,,ROUTE,674
Philadelphia,2020-08-01,9,,ROUTE,1959
Philadelphia,2020-08-01,T1,,ROUTE,2923
Philadelphia,2020-08-01,T4,,ROUTE,3994
Philadelphia,2020-08-01,12,,ROUTE,1134
Philadelphia,2020-08-01,T3,,ROUTE,4332
Philadelphia,2020-08-01,14,,ROUTE,2462
Philadelphia,2020-08-01,G1,,ROUTE,4080
Philadelphia,2020-08-01,16,,ROUTE,3053
Philadelphia,2020-08-01,17,,ROUTE,4066
Philadelphia,2020-08-01,18,,ROUTE,4939
Philadelphia,2020-08-01,19,,ROUTE,508
Philadelphia,2020-08-01,20,,ROUTE,1847
Philadelphia,2020-08-01,21,,ROUTE,4331
Philadelphia,2020-08-01,22,,ROUTE,1821
Philadelphia,2020-08-01,23,,ROUTE,5868
Philadelphia,2020-08-01,24,,ROUTE,847
Philadelphia,2020-08-01,25,,ROUTE,1664
Philadelphia,2020-08-01,26,,ROUTE,3617
Philadelphia,2020-08-01,27,,ROUTE,1616
Philadelphia,2020-08-01,28,,ROUTE,535
Philadelphia,2020-08-01,29,,ROUTE,1469
Philadelphia,2020-08-01,30,,ROUTE,530
Philadelphia,2020-08-01,31,,ROUTE,1929
Philadelphia,2020-08-01,32,,ROUTE,1851
Philadelphia,2020-08-01,33,,ROUTE,4688
Philadelphia,2020-08-01,T2,,ROUTE,3796
Philadelphia,2020-08-01,35,,ROUTE,62
Philadelphia,2020-08-01,T5,,ROUTE,4704
Philadelphia,2020-08-01,37,,ROUTE,1567
Philadelphia,2020-08-01,38,,ROUTE,1252
Philadelphia,2020-08-01,39,,ROUTE,790
Philadelphia,2020-08-01,40,,ROUTE,2853
Philadelphia,2020-08-01,42,,ROUTE,4286
Philadelphia,2020-08-01,43,,ROUTE,1067
Philadelphia,2020-08-01,44,,ROUTE,1561
Philadelphia,2020-08-01,45,,ROUTE,2196
Philadelphia,2020-08-01,46,,ROUTE,2117
Philadelphia,2020-08-01,47,,ROUTE,6755
Philadelphia,2020-08-01,48,,ROUTE,3180
Philadelphia,2020-08-01,49,,ROUTE,1210
Philadelphia,2020-08-01,50,,ROUTE,871
Philadelphia,2020-08-01,52,,ROUTE,5228
Philadelphia,2020-08-01,53,,ROUTE,960
Philadelphia,2020-08-01,54,,ROUTE,2663
Philadelphia,2020-08-01,55,,ROUTE,2079
Philadelphia,2020-08-01,56,,ROUTE,3877
Philadelphia,2020-08-01,57,,ROUTE,3700
Philadelphia,2020-08-01,58,,ROUTE,2996
Philadelphia,2020-08-01,59,,ROUTE,1982
Philadelphia,2020-08-01,60,,ROUTE,3933
Philadelphia,2020-08-01,61,,ROUTE,1639
Philadelphia,2020-08-01,62,,ROUTE,104
Philadelphia,2020-08-01,64,,ROUTE,1994
Philadelphia,2020-08-01,65,,ROUTE,3244
Philadelphia,2020-08-01,66,,ROUTE,4596
Philadelphia,2020-08-01,67,,ROUTE,1230
Philadelphia,2020-08-01,68,,ROUTE,922
Philadelphia,2020-08-01,70,,ROUTE,2313
Philadelphia,2020-08-01,73,,ROUTE,718
Philadelphia,2020-08-01,75,,ROUTE,1385
Philadelphia,2020-08-01,77,,ROUTE,298
Philadelphia,2020-08-01,78,,ROUTE,53
Philadelphia,2020-08-01,79,,ROUTE,1793
Philadelphia,2020-08-01,80,,ROUTE,113
Philadelphia,2020-08-01,84,,ROUTE,1116
Philadelphia,2020-08-01,88,,ROUTE,526
Philadelphia,2020-08-01,89,,ROUTE,719
Philadelphia,2020-08-01,90,,ROUTE,205
Philadelphia,2020-08-01,92,,ROUTE,148
Philadelphia,2020-08-01,93,,ROUTE,597
Philadelphia,2020-08-01,94,,ROUTE,194
Philadelphia,2020-08-01,95,,ROUTE,237
Philadelphia,2020-08-01,96,,ROUTE,595
Philadelphia,2020-08-01,97,,ROUTE,301
Philadelphia,2020-08-01,98,,ROUTE,446
Philadelphia,2020-08-01,99,,ROUTE,600
Philadelphia,2020-08-01,D1,,ROUTE,1172
Philadelphia,2020-08-01,D2,,ROUTE,1188
Philadelphia,2020-08-01,103,,ROUTE,509
Philadelphia,2020-08-01,104,,ROUTE,1519
Philadelphia,2020-08-01,105,,ROUTE,527
Philadelphia,2020-08-01,106,,ROUTE,585
Philadelphia,2020-08-01,107,,ROUTE,460
Philadelphia,2020-08-01,108,,ROUTE,2394
Philadelphia,2020-08-01,109,,ROUTE,2116
Philadelphia,2020-08-01,110,,ROUTE,886
Philadelphia,2020-08-01,111,,ROUTE,631
Philadelphia,2020-08-01,112,,ROUTE,420
Philadelphia,2020-08-01,113,,ROUTE,3086
Philadelphia,2020-08-01,114,,ROUTE,876
Philadelphia,2020-08-01,115,,ROUTE,466
Philadelphia,2020-08-01,117,,ROUTE,880
Philadelphia,2020-08-01,118,,ROUTE,198
Philadelphia,2020-08-01,119,,ROUTE,340
Philadelphia,2020-08-01,120,,ROUTE,122
Philadelphia,2020-08-01,123,,ROUTE,470
Philadelphia,2020-08-01,124,,ROUTE,842
Philadelphia,2020-08-01,125,,ROUTE,1053
Philadelphia,2020-08-01,126,,ROUTE,292
Philadelphia,2020-08-01,127,,ROUTE,157
Philadelphia,2020-08-01,128,,ROUTE,173
Philadelphia,2020-08-01,129,,ROUTE,449
Philadelphia,2020-08-01,130,,ROUTE,250
Philadelphia,2020-08-01,131,,ROUTE,292
Philadelphia,2020-08-01,132,,ROUTE,185
Philadelphia,2020-08-01,133,,ROUTE,44
Philadelphia,2020-08-01,139,,ROUTE,190
Philadelphia,2020-08-01,150,,ROUTE,9
Philadelphia,2020-08-01,201,,ROUTE,74
Philadelphia,2020-08-01,204,,ROUTE,99
Philadelphia,2020-08-01,206,,ROUTE,67
Philadelphia,2020-08-01,310,,ROUTE,188
Philadelphia,2020-08-01,311,,ROUTE,98
Philadelphia,2020-08-01,47M,,ROUTE,392
Philadelphia,2020-08-01,BLVDDIR,,ROUTE,1434
Philadelphia,2020-08-01,B1 OWL,,ROUTE,817
Philadelphia,2020-08-01,63,,ROUTE,5457
Philadelphia,2020-08-01,71,,ROUTE,1913
Philadelphia,2020-08-01,41,,ROUTE,987
Philadelphia,2020-08-01,K,,ROUTE,3149
Philadelphia,2020-08-01,51,,ROUTE,2853
Philadelphia,2020-08-01,LUCYGO,,ROUTE,760
Philadelphia,2020-08-01,LUCYGR,,ROUTE,502
Philadelphia,2020-08-01,L1 OWL,,ROUTE,988
Philadelphia,2020-08-01,82,,ROUTE,3436
Philadelphia,2020-08-01,81,,ROUTE,2059
Philadelphia,2020-09-01,1,,ROUTE,1220
Philadelphia,2020-09-01,2,,ROUTE,2326
Philadelphia,2020-09-01,3,,ROUTE,3640
Philadelphia,2020-09-01,4,,ROUTE,3172
Philadelphia,2020-09-01,5,,ROUTE,1548
Philadelphia,2020-09-01,6,,ROUTE,2537
Philadelphia,2020-09-01,7,,ROUTE,2155
Philadelphia,2020-09-01,8,,ROUTE,1103
Philadelphia,2020-09-01,9,,ROUTE,2102
Philadelphia,2020-09-01,T1,,ROUTE,2918
Philadelphia,2020-09-01,T4,,ROUTE,3649
Philadelphia,2020-09-01,12,,ROUTE,1064
Philadelphia,2020-09-01,T3,,ROUTE,3755
Philadelphia,2020-09-01,14,,ROUTE,2543
Philadelphia,2020-09-01,G1,,ROUTE,4025
Philadelphia,2020-09-01,16,,ROUTE,2879
Philadelphia,2020-09-01,17,,ROUTE,3965
Philadelphia,2020-09-01,18,,ROUTE,5690
Philadelphia,2020-09-01,19,,ROUTE,593
Philadelphia,2020-09-01,20,,ROUTE,2008
Philadelphia,2020-09-01,21,,ROUTE,4254
Philadelphia,2020-09-01,22,,ROUTE,1834
Philadelphia,2020-09-01,23,,ROUTE,6186
Philadelphia,2020-09-01,24,,ROUTE,987
Philadelphia,2020-09-01,25,,ROUTE,1852
Philadelphia,2020-09-01,26,,ROUTE,4617
Philadelphia,2020-09-01,27,,ROUTE,1897
Philadelphia,2020-09-01,28,,ROUTE,842
Philadelphia,2020-09-01,29,,ROUTE,1917
Philadelphia,2020-09-01,30,,ROUTE,553
Philadelphia,2020-09-01,31,,ROUTE,2139
Philadelphia,2020-09-01,32,,ROUTE,2004
Philadelphia,2020-09-01,33,,ROUTE,4841
Philadelphia,2020-09-01,T2,,ROUTE,3376
Philadelphia,2020-09-01,35,,ROUTE,70
Philadelphia,2020-09-01,T5,,ROUTE,3754
Philadelphia,2020-09-01,37,,ROUTE,1459
Philadelphia,2020-09-01,38,,ROUTE,1183
Philadelphia,2020-09-01,39,,ROUTE,908
Philadelphia,2020-09-01,40,,ROUTE,3117
Philadelphia,2020-09-01,42,,ROUTE,3966
Philadelphia,2020-09-01,43,,ROUTE,1601
Philadelphia,2020-09-01,44,,ROUTE,1508
Philadelphia,2020-09-01,45,,ROUTE,2284
Philadelphia,2020-09-01,46,,ROUTE,2328
Philadelphia,2020-09-01,47,,ROUTE,7250
Philadelphia,2020-09-01,48,,ROUTE,3107
Philadelphia,2020-09-01,49,,ROUTE,1261
Philadelphia,2020-09-01,50,,ROUTE,861
Philadelphia,2020-09-01,52,,ROUTE,6177
Philadelphia,2020-09-01,53,,ROUTE,1187
Philadelphia,2020-09-01,54,,ROUTE,3209
Philadelphia,2020-09-01,55,,ROUTE,2011
Philadelphia,2020-09-01,56,,ROUTE,4944
Philadelphia,2020-09-01,57,,ROUTE,4515
Philadelphia,2020-09-01,58,,ROUTE,3460
Philadelphia,2020-09-01,59,,ROUTE,2048
Philadelphia,2020-09-01,60,,ROUTE,4390
Philadelphia,2020-09-01,61,,ROUTE,1710
Philadelphia,2020-09-01,62,,ROUTE,101
Philadelphia,2020-09-01,64,,ROUTE,2568
Philadelphia,2020-09-01,65,,ROUTE,3421
Philadelphia,2020-09-01,66,,ROUTE,4523
Philadelphia,2020-09-01,67,,ROUTE,2023
Philadelphia,2020-09-01,68,,ROUTE,873
Philadelphia,2020-09-01,70,,ROUTE,3430
Philadelphia,2020-09-01,73,,ROUTE,1022
Philadelphia,2020-09-01,75,,ROUTE,1361
Philadelphia,2020-09-01,77,,ROUTE,332
Philadelphia,2020-09-01,78,,ROUTE,34
Philadelphia,2020-09-01,79,,ROUTE,2278
Philadelphia,2020-09-01,80,,ROUTE,98
Philadelphia,2020-09-01,84,,ROUTE,1531
Philadelphia,2020-09-01,88,,ROUTE,939
Philadelphia,2020-09-01,89,,ROUTE,822
Philadelphia,2020-09-01,90,,ROUTE,183
Philadelphia,2020-09-01,92,,ROUTE,142
Philadelphia,2020-09-01,93,,ROUTE,542
Philadelphia,2020-09-01,94,,ROUTE,223
Philadelphia,2020-09-01,95,,ROUTE,249
Philadelphia,2020-09-01,96,,ROUTE,618
Philadelphia,2020-09-01,97,,ROUTE,283
Philadelphia,2020-09-01,98,,ROUTE,423
Philadelphia,2020-09-01,99,,ROUTE,524
Philadelphia,2020-09-01,D1,,ROUTE,1170
Philadelphia,2020-09-01,D2,,ROUTE,1186
Philadelphia,2020-09-01,103,,ROUTE,552
Philadelphia,2020-09-01,104,,ROUTE,1469
Philadelphia,2020-09-01,105,,ROUTE,531
Philadelphia,2020-09-01,106,,ROUTE,572
Philadelphia,2020-09-01,107,,ROUTE,443
Philadelphia,2020-09-01,108,,ROUTE,2349
Philadelphia,2020-09-01,109,,ROUTE,1870
Philadelphia,2020-09-01,110,,ROUTE,868
Philadelphia,2020-09-01,111,,ROUTE,646
Philadelphia,2020-09-01,112,,ROUTE,561
Philadelphia,2020-09-01,113,,ROUTE,2998
Philadelphia,2020-09-01,114,,ROUTE,843
Philadelphia,2020-09-01,115,,ROUTE,540
Philadelphia,2020-09-01,117,,ROUTE,878
Philadelphia,2020-09-01,118,,ROUTE,238
Philadelphia,2020-09-01,119,,ROUTE,311
Philadelphia,2020-09-01,120,,ROUTE,185
Philadelphia,2020-09-01,123,,ROUTE,369
Philadelphia,2020-09-01,124,,ROUTE,740
Philadelphia,2020-09-01,125,,ROUTE,929
Philadelphia,2020-09-01,126,,ROUTE,269
Philadelphia,2020-09-01,127,,ROUTE,133
Philadelphia,2020-09-01,128,,ROUTE,157
Philadelphia,2020-09-01,129,,ROUTE,378
Philadelphia,2020-09-01,130,,ROUTE,276
Philadelphia,2020-09-01,131,,ROUTE,281
Philadelphia,2020-09-01,132,,ROUTE,161
Philadelphia,2020-09-01,133,,ROUTE,37
Philadelphia,2020-09-01,139,,ROUTE,174
Philadelphia,2020-09-01,150,,ROUTE,16
Philadelphia,2020-09-01,201,,ROUTE,65
Philadelphia,2020-09-01,204,,ROUTE,91
Philadelphia,2020-09-01,206,,ROUTE,71
Philadelphia,2020-09-01,310,,ROUTE,181
Philadelphia,2020-09-01,311,,ROUTE,93
Philadelphia,2020-09-01,47M,,ROUTE,382
Philadelphia,2020-09-01,BLVDDIR,,ROUTE,1395
Philadelphia,2020-09-01,B1 OWL,,ROUTE,763
Philadelphia,2020-09-01,63,,ROUTE,6812
Philadelphia,2020-09-01,71,,ROUTE,1844
Philadelphia,2020-09-01,41,,ROUTE,1256
Philadelphia,2020-09-01,K,,ROUTE,3821
Philadelphia,2020-09-01,51,,ROUTE,3005
Philadelphia,2020-09-01,LUCYGO,,ROUTE,670
Philadelphia,2020-09-01,LUCYGR,,ROUTE,472
Philadelphia,2020-09-01,L1 OWL,,ROUTE,843
Philadelphia,2020-09-01,82,,ROUTE,4179
Philadelphia,2020-09-01,81,,ROUTE,2288
Philadelphia,2020-10-01,1,,ROUTE,1254
Philadelphia,2020-10-01,2,,ROUTE,2297
Philadelphia,2020-10-01,3,,ROUTE,3711
Philadelphia,2020-10-01,4,,ROUTE,3091
Philadelphia,2020-10-01,5,,ROUTE,1595
Philadelphia,2020-10-01,6,,ROUTE,2517
Philadelphia,2020-10-01,7,,ROUTE,2191
Philadelphia,2020-10-01,8,,ROUTE,1126
Philadelphia,2020-10-01,9,,ROUTE,2039
Philadelphia,2020-10-01,T1,,ROUTE,2918
