year,month,route,ridership
2020,10,95,76609
2020,10,96,7245
2020,10,97,37226
2020,10,J14,108071
2020,10,X49,45874
2020,10,X9,63167
2020,10,X98,268
2020,11,1,3809
2020,11,100,4900
2020,11,1001,3515
2020,11,103,21277
2020,11,106,9904
2020,11,108,7241
2020,11,11,15363
2020,11,111,32865
2020,11,111A,5021
2020,11,112,15810
2020,11,115,28916
2020,11,119,49716
2020,11,12,129456
2020,11,120,784
2020,11,121,1177
2020,11,124,3408
2020,11,125,2030
2020,11,126,40756
2020,11,134,2470
2020,11,135,3996
2020,11,136,4740
2020,11,143,4079
2020,11,146,101977
2020,11,147,115575
2020,11,148,8794
2020,11,15,81528
2020,11,151,129490
2020,11,152,62105
2020,11,155,74192
2020,11,156,12618
2020,11,157,20433
2020,11,165,1270
2020,11,169,2209
2020,11,171,3822
2020,11,172,6753
2020,11,18,36223
2020,11,192,2930
2020,11,2,9337
2020,11,20,157665
2020,11,201,13643
2020,11,206,1519
2020,11,21,98019
2020,11,22,162045
2020,11,24,13813
2020,11,26,29799
2020,11,28,55067
2020,11,29,91109
2020,11,3,158587
2020,11,30,28802
2020,11,31,3488
2020,11,34,53857
2020,11,35,39771
2020,11,36,139394
2020,11,37,2803
2020,11,39,17182
2020,11,4,211883
2020,11,43,16067
2020,11,44,29467
2020,11,47,116352
2020,11,48,4794
2020,11,49,185301
2020,11,49B,57527
2020,11,5,5018
2020,11,50,75271
2020,11,51,13716
2020,11,52,93730
2020,11,52A,39814
2020,11,53,210447
2020,11,53A,62313
2020,11,54,122142
2020,11,54A,5361
2020,11,54B,36927
2020,11,55,91890
2020,11,55A,1180
2020,11,55N,3471
2020,11,56,77163
2020,11,57,22216
2020,11,59,28686
2020,11,6,91368
2020,11,60,82291
2020,11,62,85364
2020,11,62H,8740
2020,11,63,171847
2020,11,63W,15827
2020,11,65,53597
2020,11,66,177683
2020,11,67,108014
2020,11,68,10562
2020,11,7,25868
2020,11,70,79383
2020,11,71,105816
2020,11,72,140852
2020,11,73,39356
2020,11,74,109913
2020,11,75,79531
2020,11,76,107008
2020,11,77,174559
2020,11,78,57824
2020,11,79,284097
2020,11,8,157148
2020,11,80,106836
2020,11,81,136585
2020,11,81W,16221
2020,11,82,164945
2020,11,84,31968
2020,11,85,112848
2020,11,85A,6745
2020,11,86,11548
2020,11,87,118597
2020,11,88,10846
2020,11,8A,35083
2020,11,9,233103
2020,11,90,51917
2020,11,91,78743
2020,11,92,67343
2020,11,93,31553
2020,11,94,110712
2020,11,95,68944
2020,11,96,6263
2020,11,97,32939
2020,11,J14,93945
2020,11,X49,37664
2020,11,X9,53182
2020,11,X98,350
2020,12,1,4101
2020,12,100,4404
2020,12,1001,826
2020,12,103,20623
2020,12,106,10197
2020,12,108,7715
2020,12,11,15298
2020,12,111,30930
2020,12,111A,4481
2020,12,112,15604
2020,12,115,27990
2020,12,119,49438
2020,12,12,128717
2020,12,120,871
2020,12,121,1262
2020,12,124,3481
2020,12,125,2255
2020,12,126,40494
2020,12,134,2160
2020,12,135,3701
2020,12,136,4504
2020,12,143,3727
2020,12,146,103412
2020,12,147,115020
2020,12,148,8753
2020,12,15,80320
2020,12,151,133377
2020,12,152,62493
2020,12,155,73598
2020,12,156,12844
2020,12,157,20492
2020,12,165,1426
2020,12,169,1898
2020,12,171,3300
2020,12,172,6083
2020,12,18,35468
2020,12,192,3208
2020,12,2,9169
2020,12,20,152761
2020,12,201,13135
2020,12,206,1421
2020,12,21,101454
2020,12,22,159459
2020,12,24,15466
2020,12,26,32912
2020,12,28,58749
2020,12,29,92516
2020,12,3,163886
2020,12,30,29103
2020,12,31,3278
2020,12,34,51609
2020,12,35,38728
2020,12,36,140572
2020,12,37,2759
2020,12,39,16765
2020,12,4,219325
2020,12,43,15952
2020,12,44,28556
2020,12,47,119593
2020,12,48,5137
2020,12,49,180586
2020,12,49B,56054
2020,12,5,5129
2020,12,50,72842
2020,12,51,13557
2020,12,52,92490
2020,12,52A,40640
2020,12,53,203945
2020,12,53A,62001
2020,12,54,122589
2020,12,54A,4941
2020,12,54B,34694
2020,12,55,88546
2020,12,55A,1213
2020,12,55N,4011
2020,12,56,77395
2020,12,57,21617
2020,12,59,28150
2020,12,6,86742
2020,12,60,82495
2020,12,62,84651
2020,12,62H,9088
2020,12,63,168551
2020,12,63W,14644
2020,12,65,53316
2020,12,66,182116
2020,12,67,106780
2020,12,68,10869
2020,12,7,24680
2020,12,70,79308
2020,12,71,106733
2020,12,72,143756
2020,12,73,40446
2020,12,74,108625
2020,12,75,76858
2020,12,76,109620
2020,12,77,172665
2020,12,78,59059
2020,12,79,287865
2020,12,8,155668
2020,12,80,107662
2020,12,81,133100
2020,12,81W,16099
2020,12,82,165267
2020,12,84,32548
2020,12,85,110246
2020,12,85A,7334
2020,12,86,11618
2020,12,87,120843
2020,12,88,12144
2020,12,8A,34866
2020,12,9,227343
2020,12,90,53540
2020,12,91,72890
2020,12,92,62405
2020,12,93,30250
2020,12,94,104723
2020,12,95,70878
2020,12,96,6375
2020,12,97,32223
2020,12,J14,94002
2020,12,X49,36990
2020,12,X9,54815
2020,12,X98,344
2021,1,1,3989
2021,1,100,3877
2021,1,1001,17913
2021,1,103,19845
2021,1,106,9253
2021,1,108,6409
2021,1,11,14636
2021,1,111,30094
2021,1,111A,4004
2021,1,112,14500
2021,1,115,26953
2021,1,119,44361
2021,1,12,122386
2021,1,120,934
2021,1,121,1340
2021,1,124,3972
2021,1,125,2260
2021,1,126,38245
2021,1,134,2600
2021,1,135,4052
2021,1,136,4411
2021,1,143,4175
2021,1,146,101942
2021,1,147,113789
2021,1,148,8485
2021,1,15,74891
2021,1,151,126969
2021,1,152,60126
2021,1,155,71063
2021,1,156,12271
2021,1,157,21137
2021,1,165,1493
2021,1,169,1414
2021,1,171,4643
2021,1,172,7508
2021,1,18,33920
2021,1,192,3420
2021,1,2,8315
2021,1,20,149795
2021,1,201,13661
2021,1,206,1309
2021,1,21,91056
2021,1,22,160559
2021,1,24,13427
2021,1,26,28854
2021,1,28,52676
2021,1,29,86198
2021,1,3,147669
2021,1,30,27307
2021,1,31,3051
2021,1,34,50161
2021,1,35,37427
2021,1,36,144398
2021,1,37,3142
2021,1,39,15795
2021,1,4,215572
2021,1,43,14032
2021,1,44,27466
2021,1,47,107641
2021,1,48,4964
2021,1,49,173969
2021,1,49B,55395
2021,1,5,4697
2021,1,50,73699
2021,1,51,12619
2021,1,52,86747
2021,1,52A,37452
2021,1,53,196990
2021,1,53A,56470
2021,1,54,116388
2021,1,54A,4730
2021,1,54B,31362
2021,1,55,85161
2021,1,55A,1251
2021,1,55N,3808
2021,1,56,74906
2021,1,57,19656
2021,1,59,25672
2021,1,6,82469
2021,1,60,79234
2021,1,62,81940
2021,1,62H,8902
2021,1,63,158881
2021,1,63W,13769
2021,1,65,51000
2021,1,66,182811
2021,1,67,99563
2021,1,68,10704
2021,1,7,22856
2021,1,70,75136
2021,1,71,104950
2021,1,72,138028
2021,1,73,40026
2021,1,74,106554
2021,1,75,73637
2021,1,76,107912
2021,1,77,169677
2021,1,78,57120
2021,1,79,270169
2021,1,8,153358
2021,1,80,104880
2021,1,81,127072
2021,1,81W,15897
2021,1,82,158668
2021,1,84,30379
2021,1,85,103111
2021,1,85A,5963
2021,1,86,10484
2021,1,87,111255
2021,1,88,11502
2021,1,8A,32367
2021,1,9,223411
2021,1,90,50169
2021,1,91,62261
2021,1,92,60018
2021,1,93,28335
2021,1,94,98642
2021,1,95,62255
2021,1,96,5972
2021,1,97,29812
2021,1,J14,86521
2021,1,X49,33810
2021,1,X9,50490
2021,1,X98,321
2021,2,1,4483
2021,2,100,3749
2021,2,1001,1265
2021,2,103,16637
2021,2,106,11094
2021,2,108,5971
2021,2,11,14158
2021,2,111,25663
2021,2,111A,3263
2021,2,112,13146
2021,2,115,23356
2021,2,119,37738
2021,2,12,117069
2021,2,120,1049
2021,2,121,1536
2021,2,124,3903
2021,2,125,2493
2021,2,126,36071
2021,2,134,3063
2021,2,135,4907
2021,2,136,4903
2021,2,143,5220
2021,2,146,101858
2021,2,147,108415
2021,2,148,9209
2021,2,15,68057
2021,2,151,126077
2021,2,152,63853
2021,2,155,67703
2021,2,156,14255
2021,2,157,25044
2021,2,165,1625
2021,2,169,1297
2021,2,171,6069
2021,2,172,9757
2021,2,18,35055
2021,2,192,3685
2021,2,2,9780
2021,2,20,137860
2021,2,201,16033
2021,2,206,1352
2021,2,21,81869
2021,2,22,166776
2021,2,24,13216
2021,2,26,28382
2021,2,28,46522
2021,2,29,74928
2021,2,3,138674
2021,2,30,23797
2021,2,31,3596
2021,2,34,41928
2021,2,35,36297
2021,2,36,142843
2021,2,37,3633
2021,2,39,14335
2021,2,4,196560
2021,2,43,12775
2021,2,44,25064
2021,2,47,101817
2021,2,48,5167
2021,2,49,162986
2021,2,49B,52374
2021,2,5,4476
2021,2,50,81277
2021,2,51,12626
2021,2,52,80045
2021,2,52A,34991
2021,2,53,182890
2021,2,53A,52881
2021,2,54,105140
2021,2,54A,4518
2021,2,54B,27227
2021,2,55,81679
2021,2,55A,1363
2021,2,55N,3515
2021,2,56,73436
2021,2,57,18483
2021,2,59,25131
2021,2,6,75342
2021,2,60,79004
2021,2,62,78491
2021,2,62H,8445
2021,2,63,140271
2021,2,63W,12729
2021,2,65,50333
2021,2,66,184650
2021,2,67,91993
2021,2,68,8872
2021,2,7,23826
2021,2,70,75027
2021,2,71,90961
2021,2,72,132986
2021,2,73,40673
2021,2,74,106692
2021,2,75,67570
2021,2,76,100870
2021,2,77,168472
2021,2,78,55352
2021,2,79,249103
2021,2,8,155229
2021,2,80,101357
2021,2,81,126986
2021,2,81W,15650
2021,2,82,151641
2021,2,84,29420
2021,2,85,97181
2021,2,85A,5566
2021,2,86,9908
2021,2,87,101214
2021,2,88,11273
2021,2,8A,25974
2021,2,9,211332
2021,2,90,44862
2021,2,91,58453
2021,2,92,60812
2021,2,93,29293
2021,2,94,97741
2021,2,95,52611
2021,2,96,6211
2021,2,97,28194
2021,2,J14,77443
2021,2,X49,35468
2021,2,X9,53615
2021,2,X98,227
2021,3,1,5397
2021,3,100,5086
2021,3,1001,3256
2021,3,103,21993
2021,3,106,11716
2021,3,108,7479
2021,3,11,18243
2021,3,111,35209
2021,3,111A,4591
2021,3,112,17588
2021,3,115,30492
2021,3,119,48519
2021,3,12,148740
2021,3,120,1173
2021,3,121,1752
2021,3,124,5210
2021,3,125,3299
2021,3,126,47588
2021,3,134,3922
2021,3,135,6303
2021,3,136,6506
2021,3,143,5951
2021,3,146,138502
2021,3,147,143668
2021,3,148,11668
2021,3,15,87177
2021,3,151,164156
2021,3,152,83343
2021,3,155,85982
2021,3,156,18246
2021,3,157,31272
2021,3,165,1976
2021,3,169,2354
2021,3,171,5949
2021,3,172,9788
2021,3,18,42361
2021,3,192,4471
2021,3,2,13442
2021,3,20,189141
2021,3,201,18851
2021,3,206,2030
2021,3,21,113947
2021,3,22,211698
2021,3,24,19688
2021,3,26,35428
2021,3,28,62615
2021,3,29,102115
2021,3,3,191113
2021,3,30,31841
2021,3,31,4212
2021,3,34,51825
2021,3,35,45597
2021,3,36,184937
2021,3,37,4664
2021,3,39,19841
2021,3,4,260848
2021,3,43,17476
2021,3,44,33101
2021,3,47,130582
2021,3,48,6456
2021,3,49,210731
2021,3,49B,69972
2021,3,5,5340
2021,3,50,103886
2021,3,51,17039
2021,3,52,102501
2021,3,52A,47105
2021,3,53,233431
2021,3,53A,74927
2021,3,54,140947
2021,3,54A,6051
2021,3,54B,38568
2021,3,55,106996
2021,3,55A,1715
2021,3,55N,4556
2021,3,56,96280
2021,3,57,24569
2021,3,59,32816
2021,3,6,103962
2021,3,60,105015
2021,3,62,103860
2021,3,62H,10979
2021,3,63,183301
2021,3,63W,17022
2021,3,65,66972
2021,3,66,231843
2021,3,67,117444
2021,3,68,11707
2021,3,7,31947
2021,3,70,94779
2021,3,71,115801
2021,3,72,173225
2021,3,73,53169
2021,3,74,136612
2021,3,75,90116
2021,3,76,131859
2021,3,77,217471
2021,3,78,72989
2021,3,79,311354
2021,3,8,202780
2021,3,80,130627
2021,3,81,159146
2021,3,81W,19187
2021,3,82,195766
2021,3,84,38021
2021,3,85,122767
2021,3,85A,7434
2021,3,86,14070
2021,3,87,132655
2021,3,88,13048
2021,3,8A,37951
2021,3,9,272618
2021,3,90,61055
2021,3,91,76352
2021,3,92,77318
2021,3,93,38285
2021,3,94,127840
2021,3,95,72532
2021,3,96,7859
2021,3,97,37787
2021,3,J14,103903
2021,3,X49,44678
2021,3,X9,67225
2021,3,X98,207
2021,4,1,5455
2021,4,100,4976
2021,4,1001,4212
2021,4,103,21555
2021,4,106,11168
2021,4,108,7694
2021,4,11,17854
2021,4,111,32589
2021,4,111A,4531
2021,4,112,14770
2021,4,115,29153
2021,4,119,47436
2021,4,12,143471
2021,4,120,1198
2021,4,121,1551
2021,4,124,7224
2021,4,125,2840
2021,4,126,49776
2021,4,134,4198
2021,4,135,6096
2021,4,136,6351
2021,4,143,5100
2021,4,146,141312
2021,4,147,147851
2021,4,148,11694
2021,4,15,83347
2021,4,151,169391
2021,4,152,90233
2021,4,155,87724
2021,4,156,18044
2021,4,157,31788
2021,4,165,1729
2021,4,169,1965
2021,4,171,6258
2021,4,172,9663
2021,4,18,42703
2021,4,192,4783
2021,4,2,13678
2021,4,20,184122
2021,4,201,19667
2021,4,206,2311
2021,4,21,116198
2021,4,22,218392
2021,4,24,19214
2021,4,26,33222
2021,4,28,61272
2021,4,29,101200
2021,4,3,188061
2021,4,30,31494
2021,4,31,4153
2021,4,34,48988
2021,4,35,47900
2021,4,36,187234
2021,4,37,5722
2021,4,39,20160
2021,4,4,257289
2021,4,43,16753
2021,4,44,31893
2021,4,47,132057
2021,4,48,6518
2021,4,49,211096
2021,4,49B,69501
2021,4,5,5024
2021,4,50,107566
2021,4,51,16895
2021,4,52,104506
2021,4,52A,45560
2021,4,53,227058
2021,4,53A,75097
2021,4,54,137957
2021,4,54A,6590
2021,4,54B,37720
2021,4,55,104076
2021,4,55A,1843
2021,4,55N,4519
2021,4,56,98179
2021,4,57,23930
2021,4,59,33230
2021,4,6,108504
2021,4,60,107456
2021,4,62,100845
2021,4,62H,11468
2021,4,63,179303
2021,4,63W,17172
2021,4,65,72024
2021,4,66,229064
2021,4,67,115465
2021,4,68,11680
2021,4,7,32200
2021,4,70,95428
2021,4,71,114319
2021,4,72,174385
2021,4,73,52966
2021,4,74,141224
2021,4,75,85356
2021,4,76,134093
2021,4,77,219758
2021,4,78,74422
2021,4,79,303191
2021,4,8,204716
2021,4,80,135246
2021,4,81,162140
2021,4,81W,19519
2021,4,82,199734
2021,4,84,37457
2021,4,85,124377
2021,4,85A,6678
2021,4,86,15441
2021,4,87,132494
2021,4,88,13081
2021,4,8A,36692
2021,4,9,264134
2021,4,90,61967
2021,4,91,78625
2021,4,92,79486
2021,4,93,39270
2021,4,94,129297
2021,4,95,69710
2021,4,96,7845
2021,4,97,37763
2021,4,J14,107326
2021,4,X49,46252
2021,4,X9,67394
2021,4,X98,301
2021,5,1,5697
2021,5,10,362
2021,5,100,4886
2021,5,1001,3090
2021,5,103,22536
2021,5,106,10896
2021,5,108,6495
2021,5,11,18127
2021,5,111,33464
2021,5,111A,4415
2021,5,112,16402
2021,5,115,29346
2021,5,119,47172
2021,5,12,140772
2021,5,120,1329
2021,5,121,1347
2021,5,124,14448
2021,5,125,2932
2021,5,126,48283
2021,5,130,558
2021,5,134,4563
2021,5,135,6977
2021,5,136,5719
2021,5,143,5022
2021,5,146,162153
2021,5,147,160351
2021,5,148,10966
2021,5,15,87483
2021,5,151,197248
2021,5,152,97681
2021,5,155,90329
2021,5,156,18540
2021,5,157,29800
2021,5,165,1735
2021,5,169,1297
2021,5,171,6046
2021,5,172,10514
2021,5,18,43199
2021,5,19,95
2021,5,192,4458
2021,5,2,13222
2021,5,20,178928
2021,5,201,19304
2021,5,206,2075
2021,5,21,120021
2021,5,22,241703
2021,5,24,17156
2021,5,26,34681
2021,5,28,62667
2021,5,29,118253
2021,5,3,195683
2021,5,30,31152
2021,5,31,4147
2021,5,34,47856
2021,5,35,48859
2021,5,36,203838
2021,5,37,4669
2021,5,39,18929
2021,5,4,250001
2021,5,43,16813
2021,5,44,30149
2021,5,47,130687
2021,5,48,6356
2021,5,49,221248
2021,5,49B,73987
2021,5,5,5617
2021,5,50,116457
2021,5,51,16986
2021,5,52,107683
2021,5,52A,44975
2021,5,53,231178
2021,5,53A,80384
2021,5,54,136563
2021,5,54A,6407
2021,5,54B,39640
2021,5,55,111105
2021,5,55A,1936
2021,5,55N,4223
2021,5,56,102878
2021,5,57,23322
2021,5,59,32328
2021,5,6,121866
2021,5,60,112353
2021,5,62,109342
2021,5,62H,10978
2021,5,63,179402
2021,5,63W,17190
2021,5,65,81581
2021,5,66,250598
2021,5,67,112185
2021,5,68,12478
2021,5,7,27868
2021,5,70,98779
2021,5,71,111039
2021,5,72,181387
2021,5,73,55935
2021,5,74,150548
2021,5,75,85720
2021,5,76,144067
2021,5,77,236985
2021,5,78,78280
2021,5,79,297983
2021,5,8,209526
2021,5,80,143575
2021,5,81,167866
2021,5,81W,19962
2021,5,82,207689
2021,5,84,39245
2021,5,85,126885
2021,5,85A,5906
2021,5,86,14793
2021,5,87,131582
2021,5,88,13789
2021,5,8A,37057
2021,5,9,279382
2021,5,90,64459
2021,5,91,78983
2021,5,92,80828
2021,5,93,37315
2021,5,94,132222
2021,5,95,69836
2021,5,96,7635
2021,5,97,39157
2021,5,J14,108561
2021,5,X49,46373
2021,5,X9,64409
2021,5,X98,408
2021,6,1,7053
2021,6,10,9238
2021,6,100,5016
2021,6,1001,5450
2021,6,103,22424
2021,6,106,10860
2021,6,108,7654
2021,6,11,19775
2021,6,111,34111
2021,6,111A,4639
2021,6,112,17085
2021,6,115,30044
2021,6,119,48722
2021,6,12,145500
2021,6,120,1936
2021,6,121,2482
2021,6,124,21006
2021,6,125,4631
2021,6,126,50358
2021,6,130,7302
2021,6,134,7373
2021,6,135,10106
2021,6,136,8597
2021,6,143,6368
2021,6,146,184933
2021,6,147,186379
2021,6,148,14364
2021,6,15,91726
2021,6,151,234188
2021,6,152,107780
2021,6,155,95210
2021,6,156,27724
2021,6,157,35201
2021,6,165,2045
2021,6,169,2027
2021,6,171,4134
2021,6,172,7791
2021,6,18,44531
2021,6,192,5532
2021,6,2,18467
2021,6,20,184496
2021,6,201,20311
2021,6,206,2212
2021,6,21,124776
2021,6,22,271157
2021,6,24,21301
2021,6,26,40735
2021,6,28,66631
2021,6,29,137212
2021,6,3,211726
2021,6,30,32113
2021,6,31,4386
2021,6,34,51311
2021,6,35,53468
2021,6,36,221435
2021,6,37,6767
2021,6,39,20992
2021,6,4,258932
2021,6,43,17452
2021,6,44,33011
2021,6,47,134376
2021,6,48,6057
2021,6,49,231626
2021,6,49B,78866
2021,6,5,5909
2021,6,50,124337
2021,6,51,17615
2021,6,52,111863
2021,6,52A,48849
2021,6,53,241702
2021,6,53A,85509
2021,6,54,139095
2021,6,54A,7202
2021,6,54B,42048
2021,6,55,117702
2021,6,55A,2247
2021,6,55N,4697
2021,6,56,109678
2021,6,57,24593
2021,6,59,33650
2021,6,6,135271
2021,6,60,121476
2021,6,62,121006
2021,6,62H,11925
2021,6,63,184062
2021,6,63W,18862
2021,6,65,91422
2021,6,66,273456
2021,6,67,114970
2021,6,68,13071
2021,6,7,33171
2021,6,70,104224
2021,6,71,114936
2021,6,72,192942
2021,6,73,58716
2021,6,74,159786
2021,6,75,86170
2021,6,76,155730
2021,6,77,255553
2021,6,78,85208
2021,6,79,303039
2021,6,8,223462
2021,6,80,151096
2021,6,81,175985
2021,6,81W,20988
2021,6,82,217767
2021,6,84,41912
2021,6,85,130947
2021,6,85A,6922
2021,6,86,16964
2021,6,87,134280
2021,6,88,14723
2021,6,8A,37388
2021,6,9,283822
2021,6,90,68442
2021,6,91,80068
2021,6,92,84581
2021,6,93,38241
2021,6,94,137744
2021,6,95,72167
2021,6,96,9043
2021,6,97,42294
2021,6,J14,119576
2021,6,X49,50265
2021,6,X9,72078
2021,6,X98,344
2021,7,1,8067
2021,7,10,14014
2021,7,100,4741
2021,7,1001,2823
2021,7,103,23397
2021,7,106,11663
2021,7,108,8602
2021,7,11,21014
2021,7,111,34933
2021,7,111A,5053
2021,7,112,19300
2021,7,115,33559
2021,7,119,51943
2021,7,12,146778
2021,7,120,2347
2021,7,121,3101
2021,7,124,33213
2021,7,125,5937
2021,7,126,54936
2021,7,130,11874
2021,7,134,9242
2021,7,135,12820
2021,7,136,10234
2021,7,143,8848
2021,7,146,212450
2021,7,147,201090
2021,7,148,16708
2021,7,15,101991
2021,7,151,271867
2021,7,152,117854
2021,7,155,102241
2021,7,156,34786
2021,7,157,37320
2021,7,165,1915
2021,7,169,1157
2021,7,171,1900
2021,7,172,3957
2021,7,18,48434
2021,7,19,75
2021,7,192,5765
2021,7,2,21939
2021,7,20,194156
2021,7,201,18597
2021,7,206,1907
2021,7,21,131740
2021,7,22,297583
2021,7,24,21551
2021,7,26,42673
2021,7,28,71301
2021,7,29,160344
2021,7,3,233839
2021,7,30,34018
2021,7,31,4281
2021,7,34,55800
2021,7,35,58480
2021,7,36,239153
2021,7,37,7269
2021,7,39,20975
2021,7,4,268191
2021,7,43,18109
2021,7,44,34975
2021,7,47,143031
2021,7,48,6016
2021,7,49,246048
2021,7,49B,83430
2021,7,5,6499
2021,7,50,136040
2021,7,51,17910
2021,7,52,115286
2021,7,52A,51504
2021,7,53,252403
2021,7,53A,91048
2021,7,54,145293
2021,7,54A,7308
2021,7,54B,44396
2021,7,55,124559
2021,7,55A,2274
2021,7,55N,4855
2021,7,56,118713
2021,7,57,25362
2021,7,59,33022
2021,7,6,145159
2021,7,60,135674
2021,7,62,136033
2021,7,62H,12944
2021,7,63,195767
2021,7,63W,19701
2021,7,65,105092
2021,7,66,312096
2021,7,67,119889
2021,7,68,13701
2021,7,7,34133
2021,7,70,109136
2021,7,71,124996
2021,7,72,216278
2021,7,73,63536
2021,7,74,167991
2021,7,75,87201
2021,7,76,167835
2021,7,77,280799
2021,7,78,91843
2021,7,79,321694
2021,7,8,238437
2021,7,80,164469
2021,7,81,188353
2021,7,81W,21919
2021,7,82,229503
2021,7,84,44507
2021,7,85,139232
2021,7,85A,7234
2021,7,86,18156
2021,7,87,135406
2021,7,88,15844
2021,7,8A,37876
2021,7,9,310010
2021,7,90,71880
2021,7,91,85001
2021,7,92,92238
2021,7,93,41436
2021,7,94,147164
2021,7,95,76124
2021,7,96,8755
2021,7,97,44794
2021,7,J14,122237
2021,7,X49,48831
2021,7,X9,73751
2021,7,X98,539
2021,8,1,8679
2021,8,10,11673
2021,8,100,5130
2021,8,1001,4251
2021,8,103,24281
2021,8,106,11871
2021,8,108,8903
2021,8,11,22441
2021,8,111,36387
2021,8,111A,4731
2021,8,112,20071
2021,8,115,34903
2021,8,119,51084
2021,8,12,158856
2021,8,120,2783
2021,8,121,3492
2021,8,124,29461
2021,8,125,6703
2021,8,126,58344
2021,8,128,1533
2021,8,130,11516
2021,8,134,9763
2021,8,135,13915
2021,8,136,10275
2021,8,143,10229
2021,8,146,222811
2021,8,147,208027
2021,8,148,20078
2021,8,15,104287
2021,8,151,269619
2021,8,152,127510
2021,8,155,106483
2021,8,156,35548
2021,8,157,48790
2021,8,165,2056
2021,8,169,1324
2021,8,171,1489
2021,8,172,4793
2021,8,18,51829
2021,8,192,6473
2021,8,2,22104
2021,8,20,193818
2021,8,201,20021
2021,8,206,4523
2021,8,21,138281
2021,8,22,298808
2021,8,24,24560
2021,8,26,46151
2021,8,28,73035
2021,8,29,158302
2021,8,3,233478
2021,8,30,35444
2021,8,31,5033
2021,8,34,58717
2021,8,35,63076
2021,8,36,244259
2021,8,37,6943
2021,8,39,24577
2021,8,4,272079
2021,8,43,19162
2021,8,44,36065
2021,8,47,149426
2021,8,48,7103
2021,8,49,251759
2021,8,49B,85294
2021,8,5,7105
2021,8,50,143660
2021,8,51,19408
2021,8,52,122650
2021,8,52A,54337
2021,8,53,256508
2021,8,53A,97046
2021,8,54,146295
2021,8,54A,8288
2021,8,54B,43769
2021,8,55,128390
2021,8,55A,2417
2021,8,55N,5541
2021,8,56,124790
2021,8,57,25863
2021,8,59,35409
2021,8,6,144353
2021,8,60,150148
2021,8,62,142611
2021,8,62H,13487
2021,8,63,201090
2021,8,63W,21636
2021,8,65,103928
2021,8,66,319321
2021,8,67,126210
2021,8,68,15006
2021,8,7,44046
2021,8,70,112189
2021,8,71,124805
2021,8,72,215183
2021,8,73,64052
2021,8,74,174336
2021,8,75,91150
2021,8,76,175855
2021,8,77,283202
2021,8,78,96266
2021,8,79,317449
2021,8,8,257969
2021,8,80,168976
2021,8,81,192615
2021,8,81W,22351
2021,8,82,240972
2021,8,84,46732
2021,8,85,143008
2021,8,85A,7540
2021,8,86,20739
2021,8,87,139681
2021,8,88,16211
2021,8,8A,37651
2021,8,9,312354
2021,8,90,74805
2021,8,91,89271
2021,8,92,96340
2021,8,93,47471
2021,8,94,158682
2021,8,95,78818
2021,8,96,9901
2021,8,97,44600
2021,8,J14,126146
2021,8,X49,54677
2021,8,X9,78672
2021,8,X98,456
2021,9,1,11928
2021,9,10,1743
2021,9,100,6701
2021,9,1001,2168
2021,9,103,28189
2021,9,106,17801
2021,9,108,9807
2021,9,11,24589
2021,9,111,43441
2021,9,111A,4801
2021,9,112,25321
2021,9,115,39899
2021,9,119,55349
2021,9,12,184904
2021,9,120,2979
2021,9,121,3799
2021,9,124,22702
2021,9,125,6933
2021,9,126,72978
2021,9,128,546
2021,9,130,1950
2021,9,134,10699
2021,9,135,13868
2021,9,136,12000
2021,9,143,11046
2021,9,146,217492
2021,9,147,214174
2021,9,148,20186
2021,9,15,118425
2021,9,151,259642
2021,9,152,167964
2021,9,155,116583
2021,9,156,37309
2021,9,157,66453
2021,9,165,4113
2021,9,169,1420
2021,9,171,4712
2021,9,172,22459
2021,9,18,59001
2021,9,19,220
2021,9,192,7640
2021,9,2,27685
2021,9,20,206004
2021,9,201,26403
2021,9,206,7436
2021,9,21,151537
2021,9,22,289677
2021,9,24,27822
2021,9,26,48996
2021,9,28,72798
2021,9,29,146205
2021,9,3,250960
2021,9,30,45909
2021,9,31,6988
2021,9,34,57619
2021,9,35,73598
2021,9,36,237540
2021,9,37,8008
2021,9,39,27576
2021,9,4,291854
2021,9,43,19802
2021,9,44,42748
2021,9,47,166596
2021,9,48,11341
2021,9,49,270375
2021,9,49B,92771
2021,9,5,6420
2021,9,50,173083
2021,9,51,22016
2021,9,52,142745
2021,9,52A,62588
2021,9,53,290909
2021,9,53A,121064
2021,9,54,156828
2021,9,54A,8954
2021,9,54B,45757
2021,9,55,141965
2021,9,55A,2892
2021,9,55N,7272
2021,9,56,131548
2021,9,57,34090
2021,9,59,41321
2021,9,6,148083
2021,9,60,184087
2021,9,62,159184
2021,9,62H,16810
2021,9,63,217061
2021,9,63W,27190
2021,9,65,111810
2021,9,66,340323
2021,9,67,136510
2021,9,68,19046
2021,9,7,60752
2021,9,70,128483
2021,9,71,133197
2021,9,72,224675
2021,9,73,76644
2021,9,74,196972
2021,9,75,103735
2021,9,76,183694
2021,9,77,302048
2021,9,78,113673
2021,9,79,346427
2021,9,8,305873
2021,9,80,187112
2021,9,81,201832
2021,9,81W,23221
2021,9,82,291984
2021,9,84,60179
2021,9,85,166724
2021,9,85A,8331
2021,9,86,32958
2021,9,87,157146
2021,9,88,19329
2021,9,8A,44459
2021,9,9,329025
2021,9,90,78759
2021,9,91,101384
2021,9,92,114834
2021,9,93,58447
2021,9,94,180404
2021,9,95,84097
2021,9,96,9771
