year,month,route,ridership
2019,11,88,29459
2019,11,8A,66201
2019,11,9,471253
2019,11,90,105093
2019,11,91,145459
2019,11,92,146894
2019,11,93,76404
2019,11,94,196638
2019,11,95,139981
2019,11,96,16649
2019,11,97,73214
2019,11,J14,248146
2019,11,X49,131905
2019,11,X9,160714
2019,11,X98,90
2019,12,1,32725
2019,12,100,10085
2019,12,1001,31221
2019,12,103,46860
2019,12,106,25675
2019,12,108,18880
2019,12,11,35431
2019,12,111,70729
2019,12,111A,6959
2019,12,112,40754
2019,12,115,71404
2019,12,119,101066
2019,12,12,295704
2019,12,120,13565
2019,12,121,19078
2019,12,124,29463
2019,12,125,23239
2019,12,126,114694
2019,12,128,803
2019,12,134,50288
2019,12,135,58337
2019,12,136,34185
2019,12,143,29777
2019,12,146,326931
2019,12,147,290916
2019,12,148,44403
2019,12,15,173448
2019,12,151,396198
2019,12,152,203058
2019,12,155,159668
2019,12,156,124069
2019,12,157,101558
2019,12,165,3239
2019,12,169,1759
2019,12,171,18928
2019,12,172,33431
2019,12,18,92265
2019,12,19,2878
2019,12,192,12733
2019,12,2,61754
2019,12,20,390706
2019,12,201,43705
2019,12,206,10660
2019,12,21,218431
2019,12,22,433340
2019,12,24,51212
2019,12,26,78546
2019,12,28,130623
2019,12,29,272023
2019,12,3,389509
2019,12,30,65578
2019,12,31,10265
2019,12,34,114268
2019,12,35,109820
2019,12,36,323452
2019,12,37,26759
2019,12,39,42479
2019,12,4,469124
2019,12,43,32293
2019,12,44,72190
2019,12,47,236253
2019,12,48,17128
2019,12,49,410263
2019,12,49B,127407
2019,12,5,12584
2019,12,50,222513
2019,12,51,31366
2019,12,52,285905
2019,12,52A,90350
2019,12,53,438825
2019,12,53A,154983
2019,12,54,249702
2019,12,54A,13019
2019,12,54B,68159
2019,12,55,218889
2019,12,55A,5408
2019,12,55N,10293
2019,12,56,205476
2019,12,57,53143
2019,12,59,66583
2019,12,6,233727
2019,12,60,248763
2019,12,62,246278
2019,12,62H,18988
2019,12,63,370133
2019,12,63W,32770
2019,12,65,192114
2019,12,66,518681
2019,12,67,238026
2019,12,68,25111
2019,12,7,87965
2019,12,70,195134
2019,12,71,207261
2019,12,72,345557
2019,12,73,122974
2019,12,74,275288
2019,12,75,174166
2019,12,76,261572
2019,12,77,444132
2019,12,78,164403
2019,12,79,607103
2019,12,8,478086
2019,12,80,246971
2019,12,81,270963
2019,12,81W,35242
2019,12,82,401973
2019,12,84,78582
2019,12,85,219598
2019,12,85A,10994
2019,12,86,42810
2019,12,87,265262
2019,12,88,27599
2019,12,8A,66025
2019,12,9,463349
2019,12,90,99327
2019,12,91,138040
2019,12,92,138289
2019,12,93,71171
2019,12,94,193490
2019,12,95,135260
2019,12,96,15826
2019,12,97,68454
2019,12,J14,248225
2019,12,X49,123116
2019,12,X9,155752
2019,12,X98,236
2020,1,1,38338
2020,1,100,10859
2020,1,1001,7548
2020,1,103,49311
2020,1,106,28895
2020,1,108,20759
2020,1,11,36411
2020,1,111,69994
2020,1,111A,6043
2020,1,112,44505
2020,1,115,71225
2020,1,119,101134
2020,1,12,300134
2020,1,120,17577
2020,1,121,22569
2020,1,124,26240
2020,1,125,32211
2020,1,126,127643
2020,1,134,67241
2020,1,135,73671
2020,1,136,42735
2020,1,143,39388
2020,1,146,320027
2020,1,147,294249
2020,1,148,51773
2020,1,15,179426
2020,1,151,377644
2020,1,152,230765
2020,1,155,164266
2020,1,156,151618
2020,1,157,128648
2020,1,165,3087
2020,1,169,1137
2020,1,171,24398
2020,1,172,60821
2020,1,18,96983
2020,1,19,2766
2020,1,192,15403
2020,1,2,76951
2020,1,20,412294
2020,1,201,64981
2020,1,206,14399
2020,1,21,212228
2020,1,22,450148
2020,1,24,56293
2020,1,26,85900
2020,1,28,136101
2020,1,29,265099
2020,1,3,394657
2020,1,30,70329
2020,1,31,14123
2020,1,34,117823
2020,1,35,116134
2020,1,36,327860
2020,1,37,36987
2020,1,39,44140
2020,1,4,479273
2020,1,43,31986
2020,1,44,76964
2020,1,47,233721
2020,1,48,18352
2020,1,49,422899
2020,1,49B,129811
2020,1,5,13261
2020,1,50,253233
2020,1,51,31949
2020,1,52,295714
2020,1,52A,95231
2020,1,53,449837
2020,1,53A,167081
2020,1,54,248015
2020,1,54A,14177
2020,1,54B,64317
2020,1,55,230602
2020,1,55A,5622
2020,1,55N,13242
2020,1,56,222660
2020,1,57,58107
2020,1,59,70955
2020,1,6,235956
2020,1,60,271520
2020,1,62,250990
2020,1,62H,22884
2020,1,63,378688
2020,1,63W,35369
2020,1,65,205595
2020,1,66,546463
2020,1,67,239048
2020,1,68,29140
2020,1,7,109549
2020,1,70,207572
2020,1,71,209013
2020,1,72,353217
2020,1,73,134499
2020,1,74,297666
2020,1,75,173280
2020,1,76,283149
2020,1,77,481090
2020,1,78,183224
2020,1,79,600822
2020,1,8,549986
2020,1,80,263156
2020,1,81,281126
2020,1,81W,37236
2020,1,82,420947
2020,1,84,84671
2020,1,85,225245
2020,1,85A,15002
2020,1,86,50617
2020,1,87,272386
2020,1,88,28943
2020,1,8A,67729
2020,1,9,476262
2020,1,90,98327
2020,1,91,146637
2020,1,92,146971
2020,1,93,77638
2020,1,94,201792
2020,1,95,134305
2020,1,96,17449
2020,1,97,68659
2020,1,J14,257793
2020,1,X49,135811
2020,1,X9,169747
2020,1,X98,181
2020,2,1,38229
2020,2,100,10070
2020,2,1001,28600
2020,2,103,47868
2020,2,106,29050
2020,2,108,19028
2020,2,11,36994
2020,2,111,68671
2020,2,111A,5987
2020,2,112,43791
2020,2,115,70268
2020,2,119,96251
2020,2,12,298321
2020,2,120,15370
2020,2,121,21226
2020,2,124,25273
2020,2,125,31612
2020,2,126,126908
2020,2,130,6797
2020,2,134,60027
2020,2,135,64868
2020,2,136,36414
2020,2,143,36987
2020,2,146,321333
2020,2,147,302148
2020,2,148,48679
2020,2,15,170317
2020,2,151,372487
2020,2,152,223549
2020,2,155,162777
2020,2,156,139712
2020,2,157,134508
2020,2,165,2684
2020,2,169,1410
2020,2,171,25235
2020,2,172,58602
2020,2,18,98963
2020,2,19,2208
2020,2,192,14441
2020,2,2,74487
2020,2,20,401120
2020,2,201,68068
2020,2,206,12761
2020,2,21,218685
2020,2,22,438168
2020,2,24,50518
2020,2,26,80949
2020,2,28,128913
2020,2,29,265402
2020,2,3,401234
2020,2,30,67419
2020,2,31,16180
2020,2,34,109581
2020,2,35,113377
2020,2,36,332748
2020,2,37,34558
2020,2,39,42840
2020,2,4,475365
2020,2,43,31501
2020,2,44,71707
2020,2,47,226105
2020,2,48,17870
2020,2,49,403848
2020,2,49B,127806
2020,2,5,12652
2020,2,50,244240
2020,2,51,31971
2020,2,52,290288
2020,2,52A,91993
2020,2,53,435537
2020,2,53A,163809
2020,2,54,239443
2020,2,54A,12796
2020,2,54B,61470
2020,2,55,222772
2020,2,55A,5269
2020,2,55N,13566
2020,2,56,216852
2020,2,57,56438
2020,2,59,66833
2020,2,6,232293
2020,2,60,284187
2020,2,62,241988
2020,2,62H,23346
2020,2,63,365990
2020,2,63W,31904
2020,2,65,194002
2020,2,66,531534
2020,2,67,232938
2020,2,68,29316
2020,2,7,114339
2020,2,70,202435
2020,2,71,197285
2020,2,72,339747
2020,2,73,129313
2020,2,74,287169
2020,2,75,165982
2020,2,76,275197
2020,2,77,467421
2020,2,78,175405
2020,2,79,571424
2020,2,8,569104
2020,2,80,250326
2020,2,81,271538
2020,2,81W,35296
2020,2,82,413289
2020,2,84,79392
2020,2,85,217515
2020,2,85A,15143
2020,2,86,49436
2020,2,87,262788
2020,2,88,25753
2020,2,8A,65622
2020,2,9,473237
2020,2,90,91339
2020,2,91,142283
2020,2,92,144377
2020,2,93,75225
2020,2,94,193402
2020,2,95,125609
2020,2,96,15647
2020,2,97,65592
2020,2,J14,243400
2020,2,X49,126404
2020,2,X9,155998
2020,2,X98,156
2020,3,1,20726
2020,3,100,7814
2020,3,1001,764
2020,3,103,36242
2020,3,106,20806
2020,3,108,14705
2020,3,11,24314
2020,3,111,54361
2020,3,111A,5156
2020,3,112,31933
2020,3,115,53793
2020,3,119,79470
2020,3,12,223098
2020,3,120,8084
2020,3,121,10607
2020,3,124,13721
2020,3,125,15053
2020,3,126,87081
2020,3,134,30123
2020,3,135,33170
2020,3,136,20055
2020,3,143,19823
2020,3,146,185066
2020,3,147,187880
2020,3,148,28143
2020,3,15,134180
2020,3,151,227534
2020,3,152,136748
2020,3,155,117381
2020,3,156,72931
2020,3,157,71625
2020,3,165,2631
2020,3,169,803
2020,3,171,13186
2020,3,172,32326
2020,3,18,66133
2020,3,19,1563
2020,3,192,7954
2020,3,2,41247
2020,3,20,291896
2020,3,201,36951
2020,3,206,7521
2020,3,21,156261
2020,3,22,277117
2020,3,24,34973
2020,3,26,57772
2020,3,28,100983
2020,3,29,178832
2020,3,3,271795
2020,3,30,50063
2020,3,31,9439
2020,3,34,87196
2020,3,35,79377
2020,3,36,222430
2020,3,37,18055
2020,3,39,31785
2020,3,4,368246
2020,3,43,25536
2020,3,44,54209
2020,3,47,182623
2020,3,48,12309
2020,3,49,303875
2020,3,49B,93125
2020,3,5,10352
2020,3,50,150911
2020,3,51,23641
2020,3,52,215164
2020,3,52A,69550
2020,3,53,342958
2020,3,53A,115652
2020,3,54,198877
2020,3,54A,9088
2020,3,54B,50714
2020,3,55,165376
2020,3,55A,3238
2020,3,55N,8728
2020,3,56,138251
2020,3,57,42812
2020,3,59,50506
2020,3,6,156762
2020,3,60,177498
2020,3,62,164006
2020,3,62H,16867
2020,3,63,294137
2020,3,63W,24617
2020,3,65,121835
2020,3,66,353779
2020,3,67,185453
2020,3,68,18736
2020,3,7,67757
2020,3,70,142976
2020,3,71,161811
2020,3,72,246127
2020,3,73,84238
2020,3,74,197126
2020,3,75,134154
2020,3,76,180354
2020,3,77,312451
2020,3,78,120018
2020,3,79,471447
2020,3,8,353078
2020,3,80,169889
2020,3,81,202841
2020,3,81W,24064
2020,3,82,287106
2020,3,84,54968
2020,3,85,172213
2020,3,85A,10796
2020,3,86,31684
2020,3,87,214391
2020,3,88,17378
2020,3,8A,53338
2020,3,9,362332
2020,3,90,69058
2020,3,91,105172
2020,3,92,100390
2020,3,93,51458
2020,3,94,141604
2020,3,95,103548
2020,3,96,10767
2020,3,97,46182
2020,3,J14,173802
2020,3,X49,86188
2020,3,X9,106963
2020,3,X98,108
2020,4,1,1968
2020,4,100,3642
2020,4,1001,1356
2020,4,103,15261
2020,4,106,9670
2020,4,108,6128
2020,4,11,7257
2020,4,111,26819
2020,4,111A,3905
2020,4,112,12304
2020,4,115,26665
2020,4,119,47743
2020,4,12,107530
2020,4,120,659
2020,4,121,868
2020,4,124,2252
2020,4,125,1258
2020,4,126,39990
2020,4,134,865
2020,4,135,1723
2020,4,136,2330
2020,4,143,1732
2020,4,146,42137
2020,4,147,61887
2020,4,148,3392
2020,4,15,71847
2020,4,151,70482
2020,4,152,30996
2020,4,155,50474
2020,4,156,8548
2020,4,157,8673
2020,4,165,1574
2020,4,169,1427
2020,4,171,830
2020,4,172,4103
2020,4,18,22209
2020,4,192,908
2020,4,2,5931
2020,4,20,184975
2020,4,201,7490
2020,4,206,1200
2020,4,21,74476
2020,4,22,97387
2020,4,24,12334
2020,4,26,20325
2020,4,28,50423
2020,4,29,85247
2020,4,3,128659
2020,4,30,25324
2020,4,31,1662
2020,4,34,48883
2020,4,35,29016
2020,4,36,99112
2020,4,37,2330
2020,4,39,13718
2020,4,4,209316
2020,4,43,13458
2020,4,44,25971
2020,4,47,97631
2020,4,48,4165
2020,4,49,150896
2020,4,49B,36265
2020,4,5,6595
2020,4,50,38673
2020,4,51,9859
2020,4,52,104615
2020,4,52A,30303
2020,4,53,200715
2020,4,53A,40335
2020,4,54,118419
2020,4,54A,2748
2020,4,54B,29699
2020,4,55,78109
2020,4,55A,584
2020,4,55N,1820
2020,4,56,51274
2020,4,57,20474
2020,4,59,24616
2020,4,6,62915
2020,4,60,49639
2020,4,62,53679
2020,4,62H,6071
2020,4,63,165582
2020,4,63W,11092
2020,4,65,35558
2020,4,66,155471
2020,4,67,107524
2020,4,68,6025
2020,4,7,19387
2020,4,70,62125
2020,4,71,101855
2020,4,72,114521
2020,4,73,22818
2020,4,74,68021
2020,4,75,82592
2020,4,76,58994
2020,4,77,103180
2020,4,78,32000
2020,4,79,294575
2020,4,8,128167
2020,4,80,59103
2020,4,81,79858
2020,4,81W,8574
2020,4,82,130814
2020,4,84,17001
2020,4,85,92098
2020,4,85A,3461
2020,4,86,6339
2020,4,87,121405
2020,4,88,5819
2020,4,8A,32432
2020,4,9,208787
2020,4,90,24906
2020,4,91,48134
2020,4,92,36554
2020,4,93,18340
2020,4,94,59107
2020,4,95,55740
2020,4,96,3130
2020,4,97,18205
2020,4,J14,75171
2020,4,X49,34789
2020,4,X9,48295
2020,4,X98,139
2020,5,1,2076
2020,5,100,3339
2020,5,1001,370
2020,5,103,18739
2020,5,106,11047
2020,5,108,5907
2020,5,11,8101
2020,5,111,34039
2020,5,111A,4865
2020,5,112,14140
2020,5,115,30786
2020,5,119,55798
2020,5,12,114836
2020,5,120,456
2020,5,121,1449
2020,5,124,2688
2020,5,125,1568
2020,5,126,48883
2020,5,134,788
2020,5,135,1745
2020,5,136,2557
2020,5,143,1532
2020,5,146,52877
2020,5,147,79274
2020,5,148,3684
2020,5,15,85497
2020,5,151,91381
2020,5,152,36911
2020,5,155,61059
2020,5,156,9468
2020,5,157,9668
2020,5,165,1163
2020,5,169,1692
2020,5,171,1050
2020,5,172,3418
2020,5,18,26429
2020,5,192,1240
2020,5,2,5801
2020,5,20,213780
2020,5,201,8307
2020,5,206,1019
2020,5,21,88330
2020,5,22,127270
2020,5,24,14360
2020,5,26,20530
2020,5,28,58692
2020,5,29,121820
2020,5,3,154678
2020,5,30,30880
2020,5,31,1577
2020,5,34,52499
2020,5,35,31268
2020,5,36,125134
2020,5,37,2565
2020,5,39,14266
2020,5,4,235517
2020,5,43,13809
2020,5,44,30030
2020,5,47,107672
2020,5,48,3057
2020,5,49,182644
2020,5,49B,43305
2020,5,5,8296
2020,5,50,45942
2020,5,51,10572
2020,5,52,124491
2020,5,52A,30743
2020,5,53,221654
2020,5,53A,42328
2020,5,54,137496
2020,5,54A,2783
2020,5,54B,34765
2020,5,55,85906
2020,5,55A,521
2020,5,55N,1765
2020,5,56,70007
2020,5,57,23919
2020,5,59,26501
2020,5,6,77995
2020,5,60,59497
2020,5,62,65238
2020,5,62H,6100
2020,5,63,183936
2020,5,63W,12128
2020,5,65,41648
2020,5,66,190435
2020,5,67,117632
2020,5,68,6585
2020,5,7,22846
2020,5,70,72245
2020,5,71,116555
2020,5,72,136828
2020,5,73,27142
2020,5,74,80390
2020,5,75,87750
2020,5,76,70339
2020,5,77,123255
2020,5,78,46861
2020,5,79,317080
2020,5,8,156333
2020,5,80,68237
2020,5,81,100171
2020,5,81W,10079
2020,5,82,152545
2020,5,84,18730
2020,5,85,107316
2020,5,85A,3575
2020,5,86,6517
2020,5,87,129542
2020,5,88,6226
2020,5,8A,34401
2020,5,9,248257
2020,5,90,28636
2020,5,91,54860
2020,5,92,43700
2020,5,93,21094
2020,5,94,70275
2020,5,95,67639
2020,5,96,3253
2020,5,97,23136
2020,5,992,8
2020,5,J14,81641
2020,5,X49,38340
2020,5,X9,51386
2020,5,X98,90
2020,6,1,3748
2020,6,100,3773
2020,6,1001,2961
2020,6,103,21773
2020,6,106,10793
2020,6,108,6464
2020,6,11,12497
2020,6,111,40301
2020,6,111A,4324
2020,6,112,19046
2020,6,115,33936
2020,6,119,56624
2020,6,12,118482
2020,6,120,834
2020,6,121,1039
2020,6,124,3981
2020,6,125,1775
2020,6,126,46962
2020,6,134,1465
2020,6,135,4041
2020,6,136,4223
2020,6,143,2640
2020,6,146,74133
2020,6,147,93131
2020,6,148,6139
2020,6,15,89387
2020,6,151,98150
2020,6,152,52588
2020,6,155,68222
2020,6,156,10765
2020,6,157,15461
2020,6,165,1385
2020,6,169,1942
2020,6,171,1144
2020,6,172,2879
2020,6,18,30546
2020,6,192,2456
2020,6,2,8155
2020,6,20,184747
2020,6,201,21505
2020,6,206,1401
2020,6,21,81353
2020,6,22,138624
2020,6,24,15744
2020,6,26,28883
2020,6,28,57946
2020,6,29,113161
2020,6,3,161439
2020,6,30,31153
2020,6,31,2448
2020,6,34,54578
2020,6,35,31753
2020,6,36,115704
2020,6,37,3077
2020,6,39,13630
2020,6,4,235598
2020,6,43,19535
2020,6,44,32430
2020,6,47,115950
2020,6,48,3389
2020,6,49,183281
2020,6,49B,46565
2020,6,5,4469
2020,6,50,60026
2020,6,51,16043
2020,6,52,104994
2020,6,52A,36755
2020,6,53,211092
2020,6,53A,56779
2020,6,54,120992
2020,6,54A,4242
2020,6,54B,36150
2020,6,55,89554
2020,6,55A,916
2020,6,55N,3857
2020,6,56,78429
2020,6,57,27305
2020,6,59,30398
2020,6,6,84746
2020,6,60,69427
2020,6,62,77130
2020,6,62H,8778
2020,6,63,182323
2020,6,63W,15083
2020,6,65,58082
2020,6,66,196844
2020,6,67,116547
2020,6,68,9255
2020,6,7,29987
2020,6,70,81126
2020,6,71,110652
2020,6,72,136139
2020,6,73,42698
2020,6,74,92657
2020,6,75,78442
2020,6,76,86393
2020,6,77,147438
2020,6,78,54638
2020,6,79,316334
2020,6,8,170833
2020,6,80,93016
2020,6,81,121395
2020,6,81W,13313
2020,6,82,162976
2020,6,84,26428
2020,6,85,106399
2020,6,85A,5715
2020,6,86,10446
2020,6,87,126721
2020,6,88,9272
2020,6,8A,38337
2020,6,9,229181
2020,6,90,46269
2020,6,91,66555
2020,6,92,57209
2020,6,93,26206
2020,6,94,92254
2020,6,95,75555
2020,6,96,4552
2020,6,97,31102
2020,6,992,3
2020,6,J14,92027
2020,6,X49,38133
2020,6,X9,53552
2020,6,X98,97
2020,7,1,3789
2020,7,100,4831
2020,7,1001,49904
2020,7,103,23601
2020,7,106,11012
2020,7,108,7626
2020,7,11,16000
2020,7,111,41701
2020,7,111A,6198
2020,7,112,18233
2020,7,115,35413
2020,7,119,59531
2020,7,12,146873
2020,7,120,929
2020,7,121,1303
2020,7,124,6945
2020,7,125,2213
2020,7,126,50337
2020,7,134,2830
2020,7,135,4884
2020,7,136,5439
2020,7,143,4227
2020,7,146,114887
2020,7,147,134290
2020,7,148,9334
2020,7,15,100972
2020,7,151,140025
2020,7,152,69040
2020,7,155,86479
2020,7,156,14689
2020,7,157,19677
2020,7,165,1323
2020,7,169,2233
2020,7,171,316
2020,7,172,1337
2020,7,18,36219
2020,7,192,2890
2020,7,2,11123
2020,7,20,176611
2020,7,201,13195
2020,7,206,1390
2020,7,21,112106
2020,7,22,179899
2020,7,24,17051
2020,7,26,36404
2020,7,28,65155
2020,7,29,126528
2020,7,3,182807
2020,7,30,35067
2020,7,31,3449
2020,7,34,57734
2020,7,35,46454
2020,7,36,157746
2020,7,37,3788
2020,7,39,19265
2020,7,4,254403
2020,7,43,17976
2020,7,44,34888
2020,7,47,132973
2020,7,48,5440
2020,7,49,211062
2020,7,49B,66958
2020,7,5,6738
2020,7,50,80044
2020,7,51,15599
2020,7,52,110736
2020,7,52A,46214
2020,7,53,223135
2020,7,53A,70985
2020,7,54,140029
2020,7,54A,6267
2020,7,54B,43129
2020,7,55,104358
2020,7,55A,1500
2020,7,55N,3905
2020,7,56,89791
2020,7,57,27865
2020,7,59,31475
2020,7,6,103740
2020,7,60,95094
2020,7,62,96882
2020,7,62H,9800
2020,7,63,190880
2020,7,63W,18744
2020,7,65,68752
2020,7,66,219550
2020,7,67,127484
2020,7,68,11150
2020,7,7,27172
2020,7,70,89706
2020,7,71,123926
2020,7,72,154354
2020,7,73,47453
2020,7,74,122326
2020,7,75,91504
2020,7,76,114562
2020,7,77,197816
2020,7,78,68454
2020,7,79,324790
2020,7,8,181216
2020,7,80,119957
2020,7,81,151782
2020,7,81W,18079
2020,7,82,188642
2020,7,84,33020
2020,7,85,126809
2020,7,85A,6109
2020,7,86,13181
2020,7,87,138648
2020,7,88,13295
2020,7,8A,37990
2020,7,9,262455
2020,7,90,58460
2020,7,91,74054
2020,7,92,71364
2020,7,93,33775
2020,7,94,123734
2020,7,95,78200
2020,7,96,6626
2020,7,97,35775
2020,7,J14,115286
2020,7,X49,48523
2020,7,X9,64937
2020,7,X98,250
2020,8,1,4031
2020,8,100,4913
2020,8,1001,22436
2020,8,103,23639
2020,8,106,11531
2020,8,108,7809
2020,8,11,16990
2020,8,111,39273
2020,8,111A,5114
2020,8,112,18393
2020,8,115,34636
2020,8,119,59263
2020,8,12,140778
2020,8,120,878
2020,8,121,1221
2020,8,124,6715
2020,8,125,1855
2020,8,126,47009
2020,8,134,2461
2020,8,135,4559
2020,8,136,5249
2020,8,143,4113
2020,8,146,116467
2020,8,147,135063
2020,8,148,9638
2020,8,15,98263
2020,8,151,143699
2020,8,152,70436
2020,8,155,85549
2020,8,156,13816
2020,8,157,19530
2020,8,165,1719
2020,8,169,2514
2020,8,171,363
2020,8,172,1497
2020,8,18,37095
2020,8,192,2769
2020,8,2,10267
2020,8,20,171240
2020,8,201,13679
2020,8,206,1396
2020,8,21,113962
2020,8,22,185644
2020,8,24,15895
2020,8,26,34068
2020,8,28,67026
2020,8,29,119240
2020,8,3,178451
2020,8,30,35459
2020,8,31,3676
2020,8,34,56166
2020,8,35,46333
2020,8,36,163991
2020,8,37,3071
2020,8,39,19023
2020,8,4,243712
2020,8,43,17329
2020,8,44,34625
2020,8,47,130917
2020,8,48,5439
2020,8,49,215552
2020,8,49B,67813
2020,8,5,5997
2020,8,50,84157
2020,8,51,16200
2020,8,52,109206
2020,8,52A,47376
2020,8,53,226486
2020,8,53A,71501
2020,8,54,135891
2020,8,54A,6302
2020,8,54B,42873
2020,8,55,105347
2020,8,55A,1502
2020,8,55N,3865
2020,8,56,90693
2020,8,57,27142
2020,8,59,32189
2020,8,6,105696
2020,8,60,94932
2020,8,62,96004
2020,8,62H,9627
2020,8,63,186216
2020,8,63W,18533
2020,8,642,32
2020,8,65,65795
2020,8,66,208353
2020,8,67,121100
2020,8,68,10971
2020,8,7,26777
2020,8,70,89950
2020,8,71,124568
2020,8,72,152119
2020,8,73,46719
2020,8,74,125228
2020,8,75,88867
2020,8,76,121935
2020,8,77,201061
2020,8,78,70557
2020,8,79,310603
2020,8,8,185465
2020,8,80,122362
2020,8,81,153758
2020,8,81W,18549
2020,8,82,183351
2020,8,84,33830
2020,8,85,125050
2020,8,85A,6000
2020,8,86,14506
2020,8,87,135906
2020,8,88,13251
2020,8,8A,37397
2020,8,9,262978
2020,8,90,59680
2020,8,91,73997
2020,8,92,75821
2020,8,93,35251
2020,8,94,125176
2020,8,95,77842
2020,8,96,6477
2020,8,97,36242
2020,8,J14,110605
2020,8,X49,47429
2020,8,X9,62252
2020,8,X98,168
2020,9,1,4891
2020,9,100,4961
2020,9,1001,16216
2020,9,103,23573
2020,9,106,10886
2020,9,108,8474
2020,9,11,17663
2020,9,111,38453
2020,9,111A,5134
2020,9,112,17940
2020,9,115,30929
2020,9,119,60685
2020,9,12,143599
2020,9,120,971
2020,9,121,1462
2020,9,124,5220
2020,9,125,2257
2020,9,126,47026
2020,9,134,3151
2020,9,135,6997
2020,9,136,6414
2020,9,143,4751
2020,9,146,122092
2020,9,147,137077
2020,9,148,10528
2020,9,15,93903
2020,9,151,152443
2020,9,152,73706
2020,9,155,87291
2020,9,156,15483
2020,9,157,24084
2020,9,165,1489
2020,9,169,2200
2020,9,171,2087
2020,9,172,4957
2020,9,18,39575
2020,9,192,3380
2020,9,2,11603
2020,9,20,177757
2020,9,201,15392
2020,9,206,1681
2020,9,21,115292
2020,9,22,191635
2020,9,24,16791
2020,9,26,36904
2020,9,28,66919
2020,9,29,110066
2020,9,3,184292
2020,9,30,36070
2020,9,31,3985
2020,9,34,56357
2020,9,35,47472
2020,9,36,159355
2020,9,37,3389
2020,9,39,19872
2020,9,4,234368
2020,9,43,18143
2020,9,44,32716
2020,9,47,130325
2020,9,48,5764
2020,9,49,214285
2020,9,49B,68912
2020,9,5,5515
2020,9,50,88548
2020,9,51,15457
2020,9,52,106244
2020,9,52A,47679
2020,9,53,229683
2020,9,53A,72946
2020,9,54,137615
2020,9,54A,6428
2020,9,54B,42019
2020,9,55,107360
2020,9,55A,1619
2020,9,55N,4566
2020,9,56,90878
2020,9,57,26743
2020,9,59,32666
2020,9,6,104065
2020,9,60,97392
2020,9,62,98564
2020,9,62H,10321
2020,9,63,183441
2020,9,63W,18941
2020,9,642,89
2020,9,65,65502
2020,9,66,208447
2020,9,67,121838
2020,9,68,11316
2020,9,7,30830
2020,9,70,91731
2020,9,71,121677
2020,9,72,157611
2020,9,73,47136
2020,9,74,126257
2020,9,75,88497
2020,9,76,124570
2020,9,77,201129
2020,9,78,68937
2020,9,79,315334
2020,9,8,190222
2020,9,80,122925
2020,9,81,154503
2020,9,81W,18495
2020,9,82,178446
2020,9,84,36213
2020,9,85,124142
2020,9,85A,6506
2020,9,86,13626
2020,9,87,134380
2020,9,88,12436
2020,9,8A,39457
2020,9,9,263142
2020,9,90,59398
2020,9,91,76980
2020,9,92,73721
2020,9,93,36645
2020,9,94,126073
2020,9,95,78095
2020,9,96,6535
2020,9,97,35882
2020,9,J14,107310
2020,9,X49,46181
2020,9,X9,61097
2020,9,X98,307
2020,10,1,4946
2020,10,100,5561
2020,10,1001,11502
2020,10,103,24137
2020,10,106,11168
2020,10,108,8887
2020,10,11,18097
2020,10,111,38930
2020,10,111A,5488
2020,10,112,18949
2020,10,115,33407
2020,10,119,56893
2020,10,12,149588
2020,10,120,1165
2020,10,121,1629
2020,10,124,4670
2020,10,125,2825
2020,10,126,47267
2020,10,134,3385
2020,10,135,7347
2020,10,136,6316
2020,10,143,5300
2020,10,146,132012
2020,10,147,141231
2020,10,148,11294
2020,10,15,94029
2020,10,151,160095
2020,10,152,76286
2020,10,155,90574
2020,10,156,16724
2020,10,157,27407
2020,10,165,1588
2020,10,169,2494
2020,10,171,4886
2020,10,172,7731
2020,10,18,42371
2020,10,192,3557
2020,10,2,12490
2020,10,20,186311
2020,10,201,17864
2020,10,206,1585
2020,10,21,118624
2020,10,22,204369
2020,10,24,17137
2020,10,26,36364
2020,10,28,66549
2020,10,29,106895
2020,10,3,189968
2020,10,30,35928
2020,10,31,4079
2020,10,34,60702
2020,10,35,47021
2020,10,36,169277
2020,10,37,3752
2020,10,39,20721
2020,10,4,244949
2020,10,43,18430
2020,10,44,34992
2020,10,47,135971
2020,10,48,6032
2020,10,49,217930
2020,10,49B,69170
2020,10,5,6234
2020,10,50,93549
2020,10,51,15414
2020,10,52,106529
2020,10,52A,47740
2020,10,53,241634
2020,10,53A,76582
2020,10,54,144337
2020,10,54A,6434
2020,10,54B,44457
2020,10,55,112039
2020,10,55A,1494
2020,10,55N,4737
2020,10,56,92992
2020,10,57,26709
2020,10,59,34532
2020,10,6,106748
2020,10,60,102120
2020,10,62,105722
2020,10,62H,11228
2020,10,63,191423
2020,10,63W,18542
2020,10,65,66434
2020,10,66,215937
2020,10,67,124279
2020,10,68,11682
2020,10,7,32010
2020,10,70,94002
2020,10,71,120493
2020,10,72,166360
2020,10,73,48437
2020,10,74,132569
2020,10,75,90177
2020,10,76,128660
2020,10,77,209904
2020,10,78,68270
2020,10,79,326720
2020,10,8,194589
2020,10,80,126356
2020,10,81,157650
2020,10,81W,19130
2020,10,82,191939
2020,10,84,37722
2020,10,85,129263
2020,10,85A,8402
2020,10,86,14382
2020,10,87,131878
2020,10,88,12681
2020,10,8A,39521
2020,10,9,275115
2020,10,90,60689
2020,10,91,85827
2020,10,92,78579
2020,10,93,39005
2020,10,94,130895
