ridership,daytype,date,route,month_beginning,avg_weekday_rides,monthtotal,avg_sunday_holiday_rides,avg_saturday_rides,routename
7353,W,2001-01-02,126,2001-01-01,10129.2,255239.0,2650.5,4785.9,Jackson
2935,W,2001-01-02,125,2001-01-01,2690.8,59197.0,0.0,0.0,Water Tower Express
1204,W,2001-01-04,86,2001-01-01,1831.2,40287.0,0.0,0.0,Narragansett/Ridgeland
1137,W,2001-01-02,62H,2001-01-01,1392.2,33189.0,0.0,640.0,Archer/Harlem
6211,W,2001-01-04,71,2001-01-01,7136.7,194863.0,3119.0,5565.3,71st/South Shore
5503,W,2001-01-04,52A,2001-01-01,5919.1,154232.0,1925.5,3596.1,South Kedzie
9121,W,2001-01-02,28,2001-01-01,11964.9,336246.0,5587.8,11269.6,Stony Island
19424,W,2001-01-04,3,2001-01-01,21406.5,567413.0,8725.3,13210.7,King Drive
338,W,2001-01-03,49A,2001-01-01,333.3,7332.0,0.0,0.0,South Western
77,W,2001-01-03,25,2001-01-01,144.8,3186.0,0.0,0.0,West Cermak
3413,W,2001-01-04,57,2001-01-01,3042.6,75668.0,616.1,1412.8,Laramie
307,W,2001-01-02,49A,2001-01-01,333.3,7332.0,0.0,0.0,South Western
9288,U,2001-01-01,4,2001-01-01,22432.2,618796.0,10662.2,17994.0,Cottage Grove
1564,W,2001-01-02,81W,2001-01-01,1577.3,39738.0,337.6,837.2,West Lawrence
3541,U,2001-01-01,34,2001-01-01,7911.6,214933.0,3580.5,5744.2,South Michigan
322,W,2001-01-03,202,2001-01-01,480.1,10563.0,0.0,0.0,Main/Emerson
9684,W,2001-01-03,52,2001-01-01,11592.4,313490.0,5112.6,8223.9,Kedzie/California
2100,W,2001-01-02,103,2001-01-01,3704.9,93121.0,1071.0,1564.8,West 103rd
12039,W,2001-01-03,60,2001-01-01,13431.4,366761.0,6310.6,9929.4,Blue Island/26th
2929,W,2001-01-02,97,2001-01-01,3681.4,95096.0,1167.5,2066.7,Skokie
2691,W,2001-01-04,24,2001-01-01,3893.4,85655.0,0.0,0.0,Wentworth
6155,W,2001-01-03,75,2001-01-01,7081.7,188676.0,2795.5,4725.3,74th-75th
9303,U,2001-01-01,29,2001-01-01,16328.2,451955.0,8537.9,12511.5,State
7044,U,2001-01-01,36,2001-01-01,15360.0,436950.0,8687.4,13898.6,Broadway
164,W,2001-01-02,173,2001-01-01,253.0,9088.0,254.6,562.1,U. of Chicago/Lakeview Express
2417,W,2001-01-04,135,2001-01-01,2621.3,57669.0,0.0,0.0,Clarendon/LaSalle Express
582,W,2001-01-04,120,2001-01-01,635.5,13982.0,0.0,0.0,Ogilvie/Wacker Express
1251,W,2001-01-02,106,2001-01-01,2317.8,55265.0,398.4,570.3,East 103rd
1143,W,2001-01-04,62H,2001-01-01,1392.2,33189.0,0.0,640.0,Archer/Harlem
456,W,2001-01-02,19,2001-01-01,322.0,6273.0,368.4,327.1,United Center Express
1924,W,2001-01-04,93,2001-01-01,2228.0,53246.0,0.0,1057.5,California/Dodge
3052,W,2001-01-05,30,2001-01-01,3823.5,95218.0,652.2,1960.2,South Chicago
19558,W,2001-01-02,22,2001-01-01,21206.2,577386.0,10462.2,14634.5,Clark
869,U,2001-01-01,103,2001-01-01,3704.9,93121.0,1071.0,1564.8,West 103rd
2522,U,2001-01-01,71,2001-01-01,7136.7,194863.0,3119.0,5565.3,71st/South Shore
4384,W,2001-01-03,54B,2001-01-01,4775.5,134823.0,2377.5,4468.6,South Cicero
3825,W,2001-01-02,90,2001-01-01,3880.4,104289.0,1382.3,3002.1,Harlem
4099,U,2001-01-01,74,2001-01-01,12842.3,351804.0,5968.0,9858.6,Fullerton
5144,W,2001-01-03,27,2001-01-01,5629.5,147904.0,2423.6,2984.1,South Deering
4912,W,2001-01-02,44,2001-01-01,6559.2,162910.0,1564.6,2696.0,Wallace-Racine
4577,U,2001-01-01,87,2001-01-01,15732.2,415524.0,5571.5,10389.7,87th
5461,U,2001-01-01,56,2001-01-01,14274.6,381555.0,6174.4,9160.4,Milwaukee
18853,W,2001-01-03,4,2001-01-01,22432.2,618796.0,10662.2,17994.0,Cottage Grove
7799,W,2001-01-05,14,2001-01-01,8484.3,186655.0,0.0,0.0,Jeffery Express
5436,W,2001-01-05,35,2001-01-01,5977.7,153931.0,1810.1,3342.5,35th
876,W,2001-01-02,123,2001-01-01,886.2,19495.0,0.0,0.0,Illinois Center/Union Express
5778,W,2001-01-02,53A,2001-01-01,9037.4,218700.0,1417.1,3198.0,South Pulaski
753,W,2001-01-04,48,2001-01-01,1120.6,24654.0,0.0,0.0,South Damen
2179,W,2001-01-03,108,2001-01-01,2928.1,64417.0,0.0,0.0,Halsted/95th
2,U,2001-01-01,172,2001-01-01,890.2,20116.0,46.6,74.4,U. of Chicago/Kenwood
629,W,2001-01-02,2,2001-01-01,1000.0,22001.0,0.0,0.0,Hyde Park Express
2159,U,2001-01-01,119,2001-01-01,5171.2,147205.0,2890.1,4747.3,Michigan/119th
10097,W,2001-01-04,70,2001-01-01,11102.5,301077.0,5264.0,7625.8,Division
661,W,2001-01-03,172,2001-01-01,890.2,20116.0,46.6,74.4,U. of Chicago/Kenwood
1463,U,2001-01-01,44,2001-01-01,6559.2,162910.0,1564.6,2696.0,Wallace-Racine
2353,U,2001-01-01,78,2001-01-01,8891.8,235297.0,3274.2,5826.3,Montrose
1136,W,2001-01-02,201,2001-01-01,1275.3,31865.0,268.9,615.9,Central/Ridge
936,W,2001-01-02,121,2001-01-01,1210.6,26633.0,0.0,0.0,Union/Wacker Express
9364,W,2001-01-04,12,2001-01-01,10763.5,288055.0,4691.0,6950.6,Roosevelt
1049,W,2001-01-02,54A,2001-01-01,1281.3,28188.0,0.0,0.0,North Cicero/Skokie Blvd.
5159,W,2001-01-04,95W,2001-01-01,5162.6,144468.0,2556.7,4526.5,West 95th
10856,W,2001-01-05,28,2001-01-01,11964.9,336246.0,5587.8,11269.6,Stony Island
4297,W,2001-01-02,49B,2001-01-01,5087.6,133958.0,1954.1,3065.0,North Western
223,W,2001-01-02,90N,2001-01-01,318.9,7412.0,0.0,98.7,North Harlem
5089,W,2001-01-02,34,2001-01-01,7911.6,214933.0,3580.5,5744.2,South Michigan
12366,W,2001-01-02,81,2001-01-01,14489.3,402803.0,7558.0,11561.8,Lawrence
381,W,2001-01-04,129,2001-01-01,792.7,17439.0,0.0,0.0,West Loop/South Loop
14423,W,2001-01-02,82,2001-01-01,19622.7,511235.0,6745.8,11451.6,Kimball-Homan
744,W,2001-01-04,100,2001-01-01,1167.0,25673.0,0.0,0.0,Jeffery Manor Express
16656,W,2001-01-05,29,2001-01-01,16328.2,451955.0,8537.9,12511.5,State
221,W,2001-01-02,170,2001-01-01,287.1,6315.0,0.0,0.0,U. of Chicago/Midway
4895,W,2001-01-04,111,2001-01-01,6074.4,157849.0,2062.4,3474.9,Pullman/111th/115th
6326,W,2001-01-03,71,2001-01-01,7136.7,194863.0,3119.0,5565.3,71st/South Shore
2035,W,2001-01-02,108,2001-01-01,2928.1,64417.0,0.0,0.0,Halsted/95th
15896,W,2001-01-05,36,2001-01-01,15360.0,436950.0,8687.4,13898.6,Broadway
9882,U,2001-01-01,151,2001-01-01,23604.8,634324.0,11694.7,14136.3,Sheridan
786,W,2001-01-03,48,2001-01-01,1120.6,24654.0,0.0,0.0,South Damen
1201,W,2001-01-05,18,2001-01-01,1923.8,49130.0,642.3,898.5,16th/18th
837,W,2001-01-04,2,2001-01-01,1000.0,22001.0,0.0,0.0,Hyde Park Express
6809,W,2001-01-03,1,2001-01-01,6982.6,153617.0,0.0,0.0,Indiana/Hyde Park
273,W,2001-01-03,90N,2001-01-01,318.9,7412.0,0.0,98.7,North Harlem
11753,W,2001-01-04,85,2001-01-01,13188.5,346996.0,4850.7,8148.9,Central
521,W,2001-01-03,169,2001-01-01,885.9,19704.0,0.0,53.7,69th-UPS Express
19361,W,2001-01-02,49,2001-01-01,23732.1,666662.0,12432.2,20598.9,Western
1571,U,2001-01-01,65,2001-01-01,6695.3,169020.0,1805.7,3173.9,Grand
161,W,2001-01-04,127,2001-01-01,245.9,5410.0,0.0,0.0,Madison/Roosevelt Circulator
4684,W,2001-01-04,X49,2001-01-01,5131.8,112899.0,0.0,0.0,Western Express
15,U,2001-01-01,171,2001-01-01,864.9,21573.0,178.3,413.2,U. of Chicago/Hyde Park
2613,W,2001-01-02,112,2001-01-01,3874.0,95661.0,935.1,1439.3,Vincennes/111th
2993,W,2001-01-03,157,2001-01-01,3315.2,72933.0,0.0,0.0,Streeterville/Taylor
2980,W,2001-01-05,11,2001-01-01,3448.7,86887.0,869.5,1667.3,Lincoln/Sedgwick
7354,U,2001-01-01,3,2001-01-01,21406.5,567413.0,8725.3,13210.7,King Drive
19117,W,2001-01-03,63,2001-01-01,21814.1,605727.0,11466.5,17120.8,63rd
4988,W,2001-01-04,54B,2001-01-01,4775.5,134823.0,2377.5,4468.6,South Cicero
923,U,2001-01-01,73,2001-01-01,4994.3,127491.0,1372.4,2688.6,Armitage
1451,U,2001-01-01,52A,2001-01-01,5919.1,154232.0,1925.5,3596.1,South Kedzie
6790,W,2001-01-03,155,2001-01-01,7283.4,198930.0,3555.3,5229.9,Devon
21221,W,2001-01-05,3,2001-01-01,21406.5,567413.0,8725.3,13210.7,King Drive
1849,W,2001-01-04,88,2001-01-01,1721.8,43101.0,523.9,650.3,Higgins
1158,W,2001-01-03,201,2001-01-01,1275.3,31865.0,268.9,615.9,Central/Ridge
1289,W,2001-01-04,203,2001-01-01,1593.3,35053.0,0.0,0.0,Ridge/Grant
742,W,2001-01-03,129,2001-01-01,792.7,17439.0,0.0,0.0,West Loop/South Loop
1640,U,2001-01-01,54B,2001-01-01,4775.5,134823.0,2377.5,4468.6,South Cicero
771,W,2001-01-03,171,2001-01-01,864.9,21573.0,178.3,413.2,U. of Chicago/Hyde Park
10881,W,2001-01-03,80,2001-01-01,11837.8,319117.0,5275.2,8077.1,Irving Park
18968,W,2001-01-04,53,2001-01-01,21726.0,589242.0,9466.2,15984.4,Pulaski
2445,W,2001-01-03,37,2001-01-01,2500.6,55014.0,0.0,0.0,Sedgwick
10394,W,2001-01-02,67,2001-01-01,14219.5,387336.0,7025.6,9844.6,67th-69th-71st
3357,W,2001-01-03,97,2001-01-01,3681.4,95096.0,1167.5,2066.7,Skokie
403,W,2001-01-03,56A,2001-01-01,568.5,11938.0,0.0,0.0,North Milwaukee
742,W,2001-01-02,33,2001-01-01,770.2,16944.0,0.0,0.0,Mag Mile Express
316,U,2001-01-01,63W,2001-01-01,2196.4,53094.0,378.2,720.5,West 63rd
19628,W,2001-01-04,66,2001-01-01,21001.5,557759.0,8478.8,13332.8,Chicago
8605,W,2001-01-02,12,2001-01-01,10763.5,288055.0,4691.0,6950.6,Roosevelt
7877,U,2001-01-01,22,2001-01-01,21206.2,577386.0,10462.2,14634.5,Clark
4855,W,2001-01-04,49B,2001-01-01,5087.6,133958.0,1954.1,3065.0,North Western
2746,W,2001-01-04,8A,2001-01-01,3196.5,89030.0,1336.2,3006.6,South Halsted
2122,W,2001-01-04,63W,2001-01-01,2196.4,53094.0,378.2,720.5,West 63rd
3454,U,2001-01-01,21,2001-01-01,7423.7,218216.0,4781.0,7747.2,Cermak
1124,W,2001-01-03,43,2001-01-01,1351.0,34213.0,354.8,679.3,43rd
1925,W,2001-01-03,39,2001-01-01,2249.6,49492.0,0.0,0.0,Pershing
2063,W,2001-01-05,37,2001-01-01,2500.6,55014.0,0.0,0.0,Sedgwick
6121,W,2001-01-02,145,2001-01-01,8074.3,203232.0,1831.2,4110.5,Wilson/Michigan Express
3557,W,2001-01-02,59,2001-01-01,4260.5,102622.0,0.0,2222.6,59th/61st
24965,W,2001-01-02,79,2001-01-01,30018.4,833507.0,15573.7,23808.6,79th
3144,W,2001-01-04,103,2001-01-01,3704.9,93121.0,1071.0,1564.8,West 103rd
2052,W,2001-01-03,135,2001-01-01,2621.3,57669.0,0.0,0.0,Clarendon/LaSalle Express
1379,U,2001-01-01,145,2001-01-01,8074.3,203232.0,1831.2,4110.5,Wilson/Michigan Express
3418,U,2001-01-01,95E,2001-01-01,5787.1,160511.0,3014.3,4530.5,93rd-95th
2191,U,2001-01-01,146,2001-01-01,9355.1,242849.0,3117.4,5362.4,Inner Drive/Michigan Express
6063,W,2001-01-03,65,2001-01-01,6695.3,169020.0,1805.7,3173.9,Grand
6445,W,2001-01-04,34,2001-01-01,7911.6,214933.0,3580.5,5744.2,South Michigan
3803,W,2001-01-02,27,2001-01-01,5629.5,147904.0,2423.6,2984.1,South Deering
2689,U,2001-01-01,126,2001-01-01,10129.2,255239.0,2650.5,4785.9,Jackson
5813,W,2001-01-02,1,2001-01-01,6982.6,153617.0,0.0,0.0,Indiana/Hyde Park
2804,W,2001-01-02,135,2001-01-01,2621.3,57669.0,0.0,0.0,Clarendon/LaSalle Express
1694,U,2001-01-01,92,2001-01-01,7414.5,191196.0,2316.9,4123.2,Foster
11218,W,2001-01-02,62,2001-01-01,14926.0,379135.0,4667.4,6856.3,Archer
6483,W,2001-01-04,7,2001-01-01,5504.4,121097.0,0.0,0.0,Harrison
956,W,2001-01-02,43,2001-01-01,1351.0,34213.0,354.8,679.3,43rd
20680,W,2001-01-05,22,2001-01-01,21206.2,577386.0,10462.2,14634.5,Clark
2989,W,2001-01-02,24,2001-01-01,3893.4,85655.0,0.0,0.0,Wentworth
426,W,2001-01-02,69,2001-01-01,417.2,8761.0,0.0,0.0,Cumberland/East River
3391,W,2001-01-04,30,2001-01-01,3823.5,95218.0,652.2,1960.2,South Chicago
24797,W,2001-01-02,9,2001-01-01,29265.4,811006.0,15336.1,22621.7,Ashland
305,W,2001-01-04,19,2001-01-01,322.0,6273.0,368.4,327.1,United Center Express
2213,W,2001-01-02,57,2001-01-01,3042.6,75668.0,616.1,1412.8,Laramie
3013,W,2001-01-04,157,2001-01-01,3315.2,72933.0,0.0,0.0,Streeterville/Taylor
