year,month,route,ridership,city
2020,9,82,5948,Chicago
2020,9,84,1207,Chicago
2020,9,85,4138,Chicago
2020,9,85A,260,Chicago
2020,9,86,649,Chicago
2020,9,87,4479,Chicago
2020,9,88,415,Chicago
2020,9,8A,1315,Chicago
2020,9,9,8771,Chicago
2020,9,90,1980,Chicago
2020,9,91,2566,Chicago
2020,9,92,2457,Chicago
2020,9,93,1466,Chicago
2020,9,94,4202,Chicago
2020,9,95,2603,Chicago
2020,9,96,311,Chicago
2020,9,97,1196,Chicago
2020,9,J14,3577,Chicago
2020,9,X49,2199,Chicago
2020,9,X9,2909,Chicago
2020,9,X98,15,Chicago
2020,10,1,225,Chicago
2020,10,100,253,Chicago
2020,10,1001,371,Chicago
2020,10,103,779,Chicago
2020,10,106,360,Chicago
2020,10,108,404,Chicago
2020,10,11,584,Chicago
2020,10,111,1256,Chicago
2020,10,111A,177,Chicago
2020,10,112,611,Chicago
2020,10,115,1078,Chicago
2020,10,119,1835,Chicago
2020,10,12,4825,Chicago
2020,10,120,53,Chicago
2020,10,121,74,Chicago
2020,10,124,151,Chicago
2020,10,125,128,Chicago
2020,10,126,1525,Chicago
2020,10,134,154,Chicago
2020,10,135,334,Chicago
2020,10,136,287,Chicago
2020,10,143,241,Chicago
2020,10,146,4258,Chicago
2020,10,147,4556,Chicago
2020,10,148,513,Chicago
2020,10,15,3033,Chicago
2020,10,151,5164,Chicago
2020,10,152,2461,Chicago
2020,10,155,2922,Chicago
2020,10,156,760,Chicago
2020,10,157,1246,Chicago
2020,10,165,72,Chicago
2020,10,169,104,Chicago
2020,10,171,181,Chicago
2020,10,172,249,Chicago
2020,10,18,1367,Chicago
2020,10,192,162,Chicago
2020,10,2,568,Chicago
2020,10,20,6010,Chicago
2020,10,201,662,Chicago
2020,10,206,72,Chicago
2020,10,21,3827,Chicago
2020,10,22,6593,Chicago
2020,10,24,779,Chicago
2020,10,26,1653,Chicago
2020,10,28,2147,Chicago
2020,10,29,3448,Chicago
2020,10,3,6128,Chicago
2020,10,30,1159,Chicago
2020,10,31,185,Chicago
2020,10,34,1958,Chicago
2020,10,35,1517,Chicago
2020,10,36,5461,Chicago
2020,10,37,171,Chicago
2020,10,39,668,Chicago
2020,10,4,7902,Chicago
2020,10,43,595,Chicago
2020,10,44,1129,Chicago
2020,10,47,4386,Chicago
2020,10,48,274,Chicago
2020,10,49,7030,Chicago
2020,10,49B,2231,Chicago
2020,10,5,201,Chicago
2020,10,50,3018,Chicago
2020,10,51,497,Chicago
2020,10,52,3436,Chicago
2020,10,52A,1540,Chicago
2020,10,53,7795,Chicago
2020,10,53A,2470,Chicago
2020,10,54,4656,Chicago
2020,10,54A,292,Chicago
2020,10,54B,1434,Chicago
2020,10,55,3614,Chicago
2020,10,55A,68,Chicago
2020,10,55N,175,Chicago
2020,10,56,3000,Chicago
2020,10,57,862,Chicago
2020,10,59,1279,Chicago
2020,10,6,3443,Chicago
2020,10,60,3294,Chicago
2020,10,62,3410,Chicago
2020,10,62H,416,Chicago
2020,10,63,6175,Chicago
2020,10,63W,598,Chicago
2020,10,65,2143,Chicago
2020,10,66,6966,Chicago
2020,10,67,4009,Chicago
2020,10,68,377,Chicago
2020,10,7,1455,Chicago
2020,10,70,3032,Chicago
2020,10,71,3887,Chicago
2020,10,72,5366,Chicago
2020,10,73,1562,Chicago
2020,10,74,4276,Chicago
2020,10,75,2909,Chicago
2020,10,76,4150,Chicago
2020,10,77,6771,Chicago
2020,10,78,2202,Chicago
2020,10,79,10539,Chicago
2020,10,8,6277,Chicago
2020,10,80,4076,Chicago
2020,10,81,5085,Chicago
2020,10,81W,617,Chicago
2020,10,82,6192,Chicago
2020,10,84,1217,Chicago
2020,10,85,4170,Chicago
2020,10,85A,311,Chicago
2020,10,86,654,Chicago
2020,10,87,4254,Chicago
2020,10,88,409,Chicago
2020,10,8A,1275,Chicago
2020,10,9,8875,Chicago
2020,10,90,1958,Chicago
2020,10,91,2769,Chicago
2020,10,92,2535,Chicago
2020,10,93,1445,Chicago
2020,10,94,4222,Chicago
2020,10,95,2471,Chicago
2020,10,96,329,Chicago
2020,10,97,1201,Chicago
2020,10,J14,3486,Chicago
2020,10,X49,2085,Chicago
2020,10,X9,2871,Chicago
2020,10,X98,14,Chicago
2020,11,1,190,Chicago
2020,11,100,245,Chicago
2020,11,1001,117,Chicago
2020,11,103,709,Chicago
2020,11,106,330,Chicago
2020,11,108,362,Chicago
2020,11,11,512,Chicago
2020,11,111,1096,Chicago
2020,11,111A,167,Chicago
2020,11,112,527,Chicago
2020,11,115,964,Chicago
2020,11,119,1657,Chicago
2020,11,12,4315,Chicago
2020,11,120,39,Chicago
2020,11,121,59,Chicago
2020,11,124,114,Chicago
2020,11,125,102,Chicago
2020,11,126,1359,Chicago
2020,11,134,124,Chicago
2020,11,135,200,Chicago
2020,11,136,237,Chicago
2020,11,143,204,Chicago
2020,11,146,3399,Chicago
2020,11,147,3852,Chicago
2020,11,148,440,Chicago
2020,11,15,2718,Chicago
2020,11,151,4316,Chicago
2020,11,152,2070,Chicago
2020,11,155,2473,Chicago
2020,11,156,631,Chicago
2020,11,157,1022,Chicago
2020,11,165,64,Chicago
2020,11,169,105,Chicago
2020,11,171,159,Chicago
2020,11,172,225,Chicago
2020,11,18,1207,Chicago
2020,11,192,146,Chicago
2020,11,2,467,Chicago
2020,11,20,5256,Chicago
2020,11,201,568,Chicago
2020,11,206,76,Chicago
2020,11,21,3267,Chicago
2020,11,22,5402,Chicago
2020,11,24,691,Chicago
2020,11,26,1490,Chicago
2020,11,28,1836,Chicago
2020,11,29,3037,Chicago
2020,11,3,5286,Chicago
2020,11,30,960,Chicago
2020,11,31,174,Chicago
2020,11,34,1795,Chicago
2020,11,35,1326,Chicago
2020,11,36,4646,Chicago
2020,11,37,140,Chicago
2020,11,39,573,Chicago
2020,11,4,7063,Chicago
2020,11,43,536,Chicago
2020,11,44,982,Chicago
2020,11,47,3878,Chicago
2020,11,48,240,Chicago
2020,11,49,6177,Chicago
2020,11,49B,1918,Chicago
2020,11,5,167,Chicago
2020,11,50,2509,Chicago
2020,11,51,457,Chicago
2020,11,52,3124,Chicago
2020,11,52A,1327,Chicago
2020,11,53,7015,Chicago
2020,11,53A,2077,Chicago
2020,11,54,4071,Chicago
2020,11,54A,268,Chicago
2020,11,54B,1231,Chicago
2020,11,55,3063,Chicago
2020,11,55A,59,Chicago
2020,11,55N,145,Chicago
2020,11,56,2572,Chicago
2020,11,57,741,Chicago
2020,11,59,1195,Chicago
2020,11,6,3046,Chicago
2020,11,60,2743,Chicago
2020,11,62,2845,Chicago
2020,11,62H,364,Chicago
2020,11,63,5728,Chicago
2020,11,63W,528,Chicago
2020,11,65,1787,Chicago
2020,11,66,5923,Chicago
2020,11,67,3600,Chicago
2020,11,68,352,Chicago
2020,11,7,1293,Chicago
2020,11,70,2646,Chicago
2020,11,71,3527,Chicago
2020,11,72,4695,Chicago
2020,11,73,1312,Chicago
2020,11,74,3664,Chicago
2020,11,75,2651,Chicago
2020,11,76,3567,Chicago
2020,11,77,5819,Chicago
2020,11,78,1927,Chicago
2020,11,79,9470,Chicago
2020,11,8,5238,Chicago
2020,11,80,3561,Chicago
2020,11,81,4553,Chicago
2020,11,81W,541,Chicago
2020,11,82,5498,Chicago
2020,11,84,1066,Chicago
2020,11,85,3762,Chicago
2020,11,85A,281,Chicago
2020,11,86,577,Chicago
2020,11,87,3953,Chicago
2020,11,88,362,Chicago
2020,11,8A,1169,Chicago
2020,11,9,7770,Chicago
2020,11,90,1731,Chicago
2020,11,91,2625,Chicago
2020,11,92,2245,Chicago
2020,11,93,1315,Chicago
2020,11,94,3690,Chicago
2020,11,95,2298,Chicago
2020,11,96,313,Chicago
2020,11,97,1098,Chicago
2020,11,J14,3132,Chicago
2020,11,X49,1883,Chicago
2020,11,X9,2659,Chicago
2020,11,X98,18,Chicago
2020,12,1,186,Chicago
2020,12,100,200,Chicago
2020,12,1001,27,Chicago
2020,12,103,665,Chicago
2020,12,106,329,Chicago
2020,12,108,351,Chicago
2020,12,11,493,Chicago
2020,12,111,998,Chicago
2020,12,111A,145,Chicago
2020,12,112,503,Chicago
2020,12,115,903,Chicago
2020,12,119,1595,Chicago
2020,12,12,4152,Chicago
2020,12,120,40,Chicago
2020,12,121,57,Chicago
2020,12,124,112,Chicago
2020,12,125,102,Chicago
2020,12,126,1306,Chicago
2020,12,134,98,Chicago
2020,12,135,168,Chicago
2020,12,136,205,Chicago
2020,12,143,169,Chicago
2020,12,146,3336,Chicago
2020,12,147,3710,Chicago
2020,12,148,398,Chicago
2020,12,15,2591,Chicago
2020,12,151,4302,Chicago
2020,12,152,2016,Chicago
2020,12,155,2374,Chicago
2020,12,156,584,Chicago
2020,12,157,931,Chicago
2020,12,165,65,Chicago
2020,12,169,76,Chicago
2020,12,171,127,Chicago
2020,12,172,196,Chicago
2020,12,18,1144,Chicago
2020,12,192,146,Chicago
2020,12,2,417,Chicago
2020,12,20,4928,Chicago
2020,12,201,505,Chicago
2020,12,206,65,Chicago
2020,12,21,3273,Chicago
2020,12,22,5144,Chicago
2020,12,24,703,Chicago
2020,12,26,1496,Chicago
2020,12,28,1895,Chicago
2020,12,29,2984,Chicago
2020,12,3,5287,Chicago
2020,12,30,939,Chicago
2020,12,31,149,Chicago
2020,12,34,1665,Chicago
2020,12,35,1249,Chicago
2020,12,36,4535,Chicago
2020,12,37,125,Chicago
2020,12,39,541,Chicago
2020,12,4,7075,Chicago
2020,12,43,515,Chicago
2020,12,44,921,Chicago
2020,12,47,3858,Chicago
2020,12,48,234,Chicago
2020,12,49,5825,Chicago
2020,12,49B,1808,Chicago
2020,12,5,165,Chicago
2020,12,50,2350,Chicago
2020,12,51,437,Chicago
2020,12,52,2984,Chicago
2020,12,52A,1311,Chicago
2020,12,53,6579,Chicago
2020,12,53A,2000,Chicago
2020,12,54,3954,Chicago
2020,12,54A,225,Chicago
2020,12,54B,1119,Chicago
2020,12,55,2856,Chicago
2020,12,55A,55,Chicago
2020,12,55N,154,Chicago
2020,12,56,2497,Chicago
2020,12,57,697,Chicago
2020,12,59,1083,Chicago
2020,12,6,2798,Chicago
2020,12,60,2661,Chicago
2020,12,62,2731,Chicago
2020,12,62H,350,Chicago
2020,12,63,5437,Chicago
2020,12,63W,472,Chicago
2020,12,65,1720,Chicago
2020,12,66,5875,Chicago
2020,12,67,3445,Chicago
2020,12,68,351,Chicago
2020,12,7,1122,Chicago
2020,12,70,2558,Chicago
2020,12,71,3443,Chicago
2020,12,72,4637,Chicago
2020,12,73,1305,Chicago
2020,12,74,3504,Chicago
2020,12,75,2479,Chicago
2020,12,76,3536,Chicago
2020,12,77,5570,Chicago
2020,12,78,1905,Chicago
2020,12,79,9286,Chicago
2020,12,8,5022,Chicago
2020,12,80,3473,Chicago
2020,12,81,4294,Chicago
2020,12,81W,519,Chicago
2020,12,82,5331,Chicago
2020,12,84,1050,Chicago
2020,12,85,3556,Chicago
2020,12,85A,282,Chicago
2020,12,86,528,Chicago
2020,12,87,3898,Chicago
2020,12,88,392,Chicago
2020,12,8A,1125,Chicago
2020,12,9,7334,Chicago
2020,12,90,1727,Chicago
2020,12,91,2351,Chicago
2020,12,92,2013,Chicago
2020,12,93,1163,Chicago
2020,12,94,3378,Chicago
2020,12,95,2286,Chicago
2020,12,96,290,Chicago
2020,12,97,1039,Chicago
2020,12,J14,3032,Chicago
2020,12,X49,1681,Chicago
2020,12,X9,2492,Chicago
2020,12,X98,16,Chicago
2021,1,1,199,Chicago
2021,1,100,194,Chicago
2021,1,1001,578,Chicago
2021,1,103,640,Chicago
2021,1,106,298,Chicago
2021,1,108,320,Chicago
2021,1,11,472,Chicago
2021,1,111,971,Chicago
2021,1,111A,129,Chicago
2021,1,112,468,Chicago
2021,1,115,869,Chicago
2021,1,119,1431,Chicago
2021,1,12,3948,Chicago
2021,1,120,47,Chicago
2021,1,121,67,Chicago
2021,1,124,128,Chicago
2021,1,125,113,Chicago
2021,1,126,1234,Chicago
2021,1,134,130,Chicago
2021,1,135,203,Chicago
2021,1,136,221,Chicago
2021,1,143,209,Chicago
2021,1,146,3288,Chicago
2021,1,147,3671,Chicago
2021,1,148,424,Chicago
2021,1,15,2416,Chicago
2021,1,151,4096,Chicago
2021,1,152,1940,Chicago
2021,1,155,2292,Chicago
2021,1,156,614,Chicago
2021,1,157,1057,Chicago
2021,1,165,75,Chicago
2021,1,169,64,Chicago
2021,1,171,186,Chicago
2021,1,172,242,Chicago
2021,1,18,1094,Chicago
2021,1,192,171,Chicago
2021,1,2,416,Chicago
2021,1,20,4832,Chicago
2021,1,201,546,Chicago
2021,1,206,65,Chicago
2021,1,21,2937,Chicago
2021,1,22,5179,Chicago
2021,1,24,671,Chicago
2021,1,26,1443,Chicago
2021,1,28,1699,Chicago
2021,1,29,2781,Chicago
2021,1,3,4764,Chicago
2021,1,30,881,Chicago
2021,1,31,153,Chicago
2021,1,34,1618,Chicago
2021,1,35,1207,Chicago
2021,1,36,4658,Chicago
2021,1,37,157,Chicago
2021,1,39,510,Chicago
2021,1,4,6954,Chicago
2021,1,43,453,Chicago
2021,1,44,886,Chicago
2021,1,47,3472,Chicago
2021,1,48,248,Chicago
2021,1,49,5612,Chicago
2021,1,49B,1787,Chicago
2021,1,5,152,Chicago
2021,1,50,2377,Chicago
2021,1,51,407,Chicago
2021,1,52,2798,Chicago
2021,1,52A,1208,Chicago
2021,1,53,6355,Chicago
2021,1,53A,1822,Chicago
2021,1,54,3754,Chicago
2021,1,54A,236,Chicago
2021,1,54B,1012,Chicago
2021,1,55,2747,Chicago
2021,1,55A,63,Chicago
2021,1,55N,152,Chicago
2021,1,56,2416,Chicago
2021,1,57,634,Chicago
2021,1,59,1027,Chicago
2021,1,6,2660,Chicago
2021,1,60,2556,Chicago
2021,1,62,2643,Chicago
2021,1,62H,356,Chicago
2021,1,63,5125,Chicago
2021,1,63W,444,Chicago
2021,1,65,1645,Chicago
2021,1,66,5897,Chicago
2021,1,67,3212,Chicago
2021,1,68,345,Chicago
2021,1,7,1143,Chicago
2021,1,70,2424,Chicago
2021,1,71,3385,Chicago
2021,1,72,4453,Chicago
2021,1,73,1291,Chicago
2021,1,74,3437,Chicago
2021,1,75,2375,Chicago
2021,1,76,3481,Chicago
2021,1,77,5473,Chicago
2021,1,78,1843,Chicago
2021,1,79,8715,Chicago
2021,1,8,4947,Chicago
2021,1,80,3383,Chicago
2021,1,81,4099,Chicago
2021,1,81W,513,Chicago
2021,1,82,5118,Chicago
2021,1,84,980,Chicago
2021,1,85,3326,Chicago
2021,1,85A,239,Chicago
2021,1,86,524,Chicago
2021,1,87,3589,Chicago
2021,1,88,371,Chicago
2021,1,8A,1044,Chicago
2021,1,9,7207,Chicago
2021,1,90,1618,Chicago
2021,1,91,2008,Chicago
2021,1,92,1936,Chicago
2021,1,93,1133,Chicago
2021,1,94,3182,Chicago
2021,1,95,2008,Chicago
2021,1,96,299,Chicago
2021,1,97,962,Chicago
2021,1,J14,2791,Chicago
2021,1,X49,1690,Chicago
2021,1,X9,2524,Chicago
2021,1,X98,15,Chicago
2021,2,1,224,Chicago
2021,2,100,187,Chicago
2021,2,1001,45,Chicago
2021,2,103,594,Chicago
2021,2,106,396,Chicago
2021,2,108,299,Chicago
2021,2,11,506,Chicago
2021,2,111,917,Chicago
2021,2,111A,117,Chicago
2021,2,112,470,Chicago
2021,2,115,834,Chicago
2021,2,119,1348,Chicago
2021,2,12,4181,Chicago
2021,2,120,52,Chicago
2021,2,121,77,Chicago
2021,2,124,139,Chicago
2021,2,125,125,Chicago
2021,2,126,1288,Chicago
2021,2,134,153,Chicago
2021,2,135,245,Chicago
2021,2,136,245,Chicago
2021,2,143,261,Chicago
2021,2,146,3638,Chicago
2021,2,147,3872,Chicago
2021,2,148,460,Chicago
2021,2,15,2431,Chicago
2021,2,151,4503,Chicago
2021,2,152,2280,Chicago
2021,2,155,2418,Chicago
2021,2,156,713,Chicago
2021,2,157,1252,Chicago
2021,2,165,81,Chicago
2021,2,169,65,Chicago
2021,2,171,253,Chicago
2021,2,172,348,Chicago
2021,2,18,1252,Chicago
2021,2,192,184,Chicago
2021,2,2,489,Chicago
2021,2,20,4924,Chicago
2021,2,201,668,Chicago
2021,2,206,68,Chicago
2021,2,21,2924,Chicago
2021,2,22,5956,Chicago
2021,2,24,661,Chicago
2021,2,26,1419,Chicago
2021,2,28,1662,Chicago
2021,2,29,2676,Chicago
2021,2,3,4953,Chicago
2021,2,30,850,Chicago
2021,2,31,180,Chicago
2021,2,34,1497,Chicago
2021,2,35,1296,Chicago
2021,2,36,5102,Chicago
2021,2,37,182,Chicago
2021,2,39,512,Chicago
2021,2,4,7020,Chicago
2021,2,43,456,Chicago
2021,2,44,895,Chicago
2021,2,47,3636,Chicago
2021,2,48,258,Chicago
2021,2,49,5821,Chicago
2021,2,49B,1870,Chicago
2021,2,5,160,Chicago
2021,2,50,2903,Chicago
2021,2,51,451,Chicago
2021,2,52,2859,Chicago
2021,2,52A,1250,Chicago
2021,2,53,6532,Chicago
2021,2,53A,1889,Chicago
2021,2,54,3755,Chicago
2021,2,54A,226,Chicago
2021,2,54B,972,Chicago
2021,2,55,2917,Chicago
2021,2,55A,68,Chicago
2021,2,55N,146,Chicago
2021,2,56,2623,Chicago
2021,2,57,660,Chicago
2021,2,59,1047,Chicago
2021,2,6,2691,Chicago
2021,2,60,2822,Chicago
2021,2,62,2803,Chicago
2021,2,62H,352,Chicago
2021,2,63,5010,Chicago
2021,2,63W,455,Chicago
2021,2,65,1798,Chicago
2021,2,66,6595,Chicago
2021,2,67,3285,Chicago
2021,2,68,317,Chicago
2021,2,7,1191,Chicago
2021,2,70,2680,Chicago
2021,2,71,3249,Chicago
2021,2,72,4750,Chicago
2021,2,73,1453,Chicago
2021,2,74,3810,Chicago
2021,2,75,2413,Chicago
2021,2,76,3602,Chicago
2021,2,77,6017,Chicago
2021,2,78,1977,Chicago
2021,2,79,8897,Chicago
2021,2,8,5544,Chicago
2021,2,80,3620,Chicago
2021,2,81,4535,Chicago
2021,2,81W,559,Chicago
2021,2,82,5416,Chicago
2021,2,84,1051,Chicago
2021,2,85,3471,Chicago
2021,2,85A,232,Chicago
2021,2,86,495,Chicago
2021,2,87,3615,Chicago
2021,2,88,403,Chicago
2021,2,8A,928,Chicago
2021,2,9,7548,Chicago
2021,2,90,1602,Chicago
2021,2,91,2088,Chicago
2021,2,92,2172,Chicago
2021,2,93,1221,Chicago
2021,2,94,3491,Chicago
2021,2,95,1879,Chicago
2021,2,96,311,Chicago
2021,2,97,1007,Chicago
2021,2,J14,2766,Chicago
2021,2,X49,1773,Chicago
2021,2,X9,2681,Chicago
2021,2,X98,12,Chicago
2021,3,1,235,Chicago
2021,3,100,221,Chicago
2021,3,1001,105,Chicago
2021,3,103,709,Chicago
2021,3,106,378,Chicago
2021,3,108,325,Chicago
2021,3,11,588,Chicago
2021,3,111,1136,Chicago
2021,3,111A,148,Chicago
2021,3,112,567,Chicago
2021,3,115,984,Chicago
2021,3,119,1565,Chicago
2021,3,12,4798,Chicago
2021,3,120,51,Chicago
2021,3,121,76,Chicago
2021,3,124,168,Chicago
2021,3,125,143,Chicago
2021,3,126,1535,Chicago
2021,3,134,171,Chicago
2021,3,135,274,Chicago
2021,3,136,283,Chicago
2021,3,143,259,Chicago
2021,3,146,4468,Chicago
2021,3,147,4634,Chicago
2021,3,148,507,Chicago
2021,3,15,2812,Chicago
2021,3,151,5295,Chicago
2021,3,152,2688,Chicago
2021,3,155,2774,Chicago
2021,3,156,793,Chicago
2021,3,157,1360,Chicago
2021,3,165,86,Chicago
2021,3,169,98,Chicago
2021,3,171,220,Chicago
2021,3,172,316,Chicago
2021,3,18,1366,Chicago
2021,3,192,194,Chicago
2021,3,2,584,Chicago
2021,3,20,6101,Chicago
2021,3,201,698,Chicago
2021,3,206,88,Chicago
2021,3,21,3676,Chicago
2021,3,22,6829,Chicago
2021,3,24,856,Chicago
2021,3,26,1540,Chicago
2021,3,28,2020,Chicago
2021,3,29,3294,Chicago
2021,3,3,6165,Chicago
2021,3,30,1027,Chicago
2021,3,31,183,Chicago
2021,3,34,1672,Chicago
2021,3,35,1471,Chicago
2021,3,36,5966,Chicago
2021,3,37,203,Chicago
2021,3,39,640,Chicago
2021,3,4,8414,Chicago
2021,3,43,564,Chicago
2021,3,44,1068,Chicago
2021,3,47,4212,Chicago
2021,3,48,281,Chicago
2021,3,49,6798,Chicago
2021,3,49B,2257,Chicago
2021,3,5,172,Chicago
2021,3,50,3351,Chicago
2021,3,51,550,Chicago
2021,3,52,3306,Chicago
2021,3,52A,1520,Chicago
2021,3,53,7530,Chicago
2021,3,53A,2417,Chicago
2021,3,54,4547,Chicago
2021,3,54A,263,Chicago
2021,3,54B,1244,Chicago
2021,3,55,3451,Chicago
2021,3,55A,75,Chicago
2021,3,55N,169,Chicago
2021,3,56,3106,Chicago
2021,3,57,793,Chicago
2021,3,59,1215,Chicago
2021,3,6,3354,Chicago
2021,3,60,3388,Chicago
2021,3,62,3350,Chicago
2021,3,62H,407,Chicago
2021,3,63,5913,Chicago
2021,3,63W,549,Chicago
2021,3,65,2160,Chicago
2021,3,66,7479,Chicago
2021,3,67,3789,Chicago
2021,3,68,378,Chicago
2021,3,7,1389,Chicago
2021,3,70,3057,Chicago
2021,3,71,3736,Chicago
2021,3,72,5588,Chicago
2021,3,73,1715,Chicago
2021,3,74,4407,Chicago
2021,3,75,2907,Chicago
2021,3,76,4254,Chicago
2021,3,77,7015,Chicago
2021,3,78,2354,Chicago
2021,3,79,10044,Chicago
2021,3,8,6541,Chicago
2021,3,80,4214,Chicago
2021,3,81,5134,Chicago
2021,3,81W,619,Chicago
2021,3,82,6315,Chicago
2021,3,84,1226,Chicago
2021,3,85,3960,Chicago
2021,3,85A,275,Chicago
2021,3,86,612,Chicago
2021,3,87,4279,Chicago
2021,3,88,421,Chicago
2021,3,8A,1224,Chicago
2021,3,9,8794,Chicago
2021,3,90,1970,Chicago
2021,3,91,2463,Chicago
2021,3,92,2494,Chicago
2021,3,93,1418,Chicago
2021,3,94,4124,Chicago
2021,3,95,2340,Chicago
2021,3,96,342,Chicago
2021,3,97,1219,Chicago
2021,3,J14,3352,Chicago
2021,3,X49,1943,Chicago
2021,3,X9,2923,Chicago
2021,3,X98,12,Chicago
2021,4,1,248,Chicago
2021,4,100,226,Chicago
2021,4,1001,140,Chicago
2021,4,103,718,Chicago
2021,4,106,372,Chicago
2021,4,108,350,Chicago
2021,4,11,595,Chicago
2021,4,111,1086,Chicago
2021,4,111A,151,Chicago
2021,4,112,492,Chicago
2021,4,115,972,Chicago
2021,4,119,1581,Chicago
2021,4,12,4782,Chicago
2021,4,120,54,Chicago
2021,4,121,70,Chicago
2021,4,124,241,Chicago
2021,4,125,129,Chicago
2021,4,126,1659,Chicago
2021,4,134,191,Chicago
2021,4,135,277,Chicago
2021,4,136,289,Chicago
2021,4,143,232,Chicago
2021,4,146,4710,Chicago
2021,4,147,4928,Chicago
2021,4,148,532,Chicago
2021,4,15,2778,Chicago
2021,4,151,5646,Chicago
2021,4,152,3008,Chicago
2021,4,155,2924,Chicago
2021,4,156,820,Chicago
2021,4,157,1445,Chicago
2021,4,165,79,Chicago
2021,4,169,89,Chicago
2021,4,171,241,Chicago
2021,4,172,322,Chicago
2021,4,18,1423,Chicago
2021,4,192,217,Chicago
2021,4,2,622,Chicago
2021,4,20,6137,Chicago
2021,4,201,756,Chicago
2021,4,206,105,Chicago
2021,4,21,3873,Chicago
2021,4,22,7280,Chicago
2021,4,24,873,Chicago
2021,4,26,1510,Chicago
2021,4,28,2042,Chicago
2021,4,29,3373,Chicago
2021,4,3,6269,Chicago
2021,4,30,1050,Chicago
2021,4,31,189,Chicago
2021,4,34,1633,Chicago
2021,4,35,1597,Chicago
2021,4,36,6241,Chicago
2021,4,37,260,Chicago
2021,4,39,672,Chicago
2021,4,4,8576,Chicago
2021,4,43,558,Chicago
2021,4,44,1063,Chicago
2021,4,47,4402,Chicago
2021,4,48,296,Chicago
2021,4,49,7037,Chicago
2021,4,49B,2317,Chicago
2021,4,5,167,Chicago
2021,4,50,3586,Chicago
2021,4,51,563,Chicago
2021,4,52,3484,Chicago
2021,4,52A,1519,Chicago
2021,4,53,7569,Chicago
2021,4,53A,2503,Chicago
2021,4,54,4599,Chicago
2021,4,54A,300,Chicago
2021,4,54B,1257,Chicago
2021,4,55,3469,Chicago
2021,4,55A,84,Chicago
2021,4,55N,174,Chicago
2021,4,56,3273,Chicago
2021,4,57,798,Chicago
2021,4,59,1278,Chicago
2021,4,6,3617,Chicago
2021,4,60,3582,Chicago
2021,4,62,3362,Chicago
2021,4,62H,441,Chicago
2021,4,63,5977,Chicago
2021,4,63W,572,Chicago
2021,4,65,2401,Chicago
2021,4,66,7635,Chicago
2021,4,67,3849,Chicago
2021,4,68,389,Chicago
2021,4,7,1464,Chicago
2021,4,70,3181,Chicago
2021,4,71,3811,Chicago
2021,4,72,5813,Chicago
2021,4,73,1766,Chicago
2021,4,74,4707,Chicago
2021,4,75,2845,Chicago
2021,4,76,4470,Chicago
2021,4,77,7325,Chicago
2021,4,78,2481,Chicago
2021,4,79,10106,Chicago
2021,4,8,6824,Chicago
2021,4,80,4508,Chicago
2021,4,81,5405,Chicago
2021,4,81W,651,Chicago
2021,4,82,6658,Chicago
2021,4,84,1249,Chicago
2021,4,85,4146,Chicago
2021,4,85A,257,Chicago
2021,4,86,702,Chicago
2021,4,87,4416,Chicago
2021,4,88,436,Chicago
2021,4,8A,1223,Chicago
2021,4,9,8804,Chicago
2021,4,90,2066,Chicago
2021,4,91,2621,Chicago
2021,4,92,2650,Chicago
2021,4,93,1510,Chicago
2021,4,94,4310,Chicago
2021,4,95,2324,Chicago
2021,4,96,357,Chicago
2021,4,97,1259,Chicago
2021,4,J14,3578,Chicago
2021,4,X49,2102,Chicago
2021,4,X9,3063,Chicago
2021,4,X98,14,Chicago
2021,5,1,285,Chicago
2021,5,10,181,Chicago
2021,5,100,244,Chicago
2021,5,1001,100,Chicago
2021,5,103,727,Chicago
2021,5,106,351,Chicago
2021,5,108,325,Chicago
2021,5,11,585,Chicago
2021,5,111,1079,Chicago
2021,5,111A,142,Chicago
2021,5,112,529,Chicago
2021,5,115,947,Chicago
2021,5,119,1522,Chicago
2021,5,12,4541,Chicago
2021,5,120,66,Chicago
2021,5,121,67,Chicago
2021,5,124,466,Chicago
2021,5,125,147,Chicago
2021,5,126,1558,Chicago
2021,5,130,186,Chicago
2021,5,134,228,Chicago
2021,5,135,349,Chicago
2021,5,136,286,Chicago
2021,5,143,251,Chicago
2021,5,146,5231,Chicago
2021,5,147,5173,Chicago
2021,5,148,548,Chicago
2021,5,15,2822,Chicago
2021,5,151,6363,Chicago
2021,5,152,3151,Chicago
2021,5,155,2914,Chicago
2021,5,156,927,Chicago
2021,5,157,1490,Chicago
2021,5,165,87,Chicago
2021,5,169,65,Chicago
2021,5,171,242,Chicago
2021,5,172,339,Chicago
2021,5,18,1394,Chicago
2021,5,19,16,Chicago
2021,5,192,223,Chicago
2021,5,2,661,Chicago
2021,5,20,5772,Chicago
2021,5,201,772,Chicago
2021,5,206,104,Chicago
2021,5,21,3872,Chicago
2021,5,22,7797,Chicago
2021,5,24,858,Chicago
2021,5,26,1734,Chicago
2021,5,28,2022,Chicago
2021,5,29,3815,Chicago
2021,5,3,6312,Chicago
2021,5,30,1005,Chicago
2021,5,31,207,Chicago
2021,5,34,1544,Chicago
2021,5,35,1576,Chicago
2021,5,36,6575,Chicago
2021,5,37,233,Chicago
2021,5,39,611,Chicago
2021,5,4,8065,Chicago
2021,5,43,542,Chicago
2021,5,44,973,Chicago
