year,month,route,ridership,city
2022,7,125,314,Chicago
2022,7,126,1995,Chicago
2022,7,130,517,Chicago
2022,7,134,706,Chicago
2022,7,135,1216,Chicago
2022,7,136,748,Chicago
2022,7,143,496,Chicago
2022,7,146,8828,Chicago
2022,7,147,7925,Chicago
2022,7,148,1209,Chicago
2022,7,15,3373,Chicago
2022,7,151,10326,Chicago
2022,7,152,4149,Chicago
2022,7,155,3922,Chicago
2022,7,156,2367,Chicago
2022,7,157,2621,Chicago
2022,7,165,107,Chicago
2022,7,169,113,Chicago
2022,7,171,159,Chicago
2022,7,172,364,Chicago
2022,7,18,1603,Chicago
2022,7,19,32,Chicago
2022,7,192,416,Chicago
2022,7,2,1370,Chicago
2022,7,20,6803,Chicago
2022,7,201,977,Chicago
2022,7,206,88,Chicago
2022,7,21,4599,Chicago
2022,7,22,10537,Chicago
2022,7,24,1219,Chicago
2022,7,26,2138,Chicago
2022,7,28,2246,Chicago
2022,7,29,4781,Chicago
2022,7,3,8004,Chicago
2022,7,30,1062,Chicago
2022,7,31,265,Chicago
2022,7,34,1806,Chicago
2022,7,35,2003,Chicago
2022,7,36,8709,Chicago
2022,7,37,561,Chicago
2022,7,39,883,Chicago
2022,7,4,8265,Chicago
2022,7,43,581,Chicago
2022,7,44,1450,Chicago
2022,7,47,4890,Chicago
2022,7,48,359,Chicago
2022,7,49,8551,Chicago
2022,7,49B,3026,Chicago
2022,7,5,280,Chicago
2022,7,50,5036,Chicago
2022,7,51,681,Chicago
2022,7,52,4226,Chicago
2022,7,52A,1790,Chicago
2022,7,53,8641,Chicago
2022,7,53A,3178,Chicago
2022,7,54,4938,Chicago
2022,7,54A,409,Chicago
2022,7,54B,1562,Chicago
2022,7,55,4000,Chicago
2022,7,55A,98,Chicago
2022,7,55N,245,Chicago
2022,7,56,3884,Chicago
2022,7,57,887,Chicago
2022,7,59,1665,Chicago
2022,7,6,4477,Chicago
2022,7,60,5178,Chicago
2022,7,62,5037,Chicago
2022,7,62H,639,Chicago
2022,7,63,6228,Chicago
2022,7,63W,780,Chicago
2022,7,65,3756,Chicago
2022,7,66,10515,Chicago
2022,7,67,4034,Chicago
2022,7,68,522,Chicago
2022,7,7,2147,Chicago
2022,7,70,3808,Chicago
2022,7,71,3566,Chicago
2022,7,72,7163,Chicago
2022,7,73,2052,Chicago
2022,7,74,6025,Chicago
2022,7,75,3109,Chicago
2022,7,76,5960,Chicago
2022,7,77,9471,Chicago
2022,7,78,3873,Chicago
2022,7,79,10653,Chicago
2022,7,8,8057,Chicago
2022,7,80,5362,Chicago
2022,7,81,6544,Chicago
2022,7,81W,815,Chicago
2022,7,82,7362,Chicago
2022,7,84,1581,Chicago
2022,7,85,5461,Chicago
2022,7,85A,342,Chicago
2022,7,86,1010,Chicago
2022,7,87,4806,Chicago
2022,7,88,545,Chicago
2022,7,8A,1343,Chicago
2022,7,9,9785,Chicago
2022,7,90,2725,Chicago
2022,7,91,3072,Chicago
2022,7,92,3454,Chicago
2022,7,93,2088,Chicago
2022,7,94,5116,Chicago
2022,7,95,2345,Chicago
2022,7,96,488,Chicago
2022,7,97,1565,Chicago
2022,7,J14,4254,Chicago
2022,7,X49,2991,Chicago
2022,7,X9,4454,Chicago
2022,7,X98,3,Chicago
2022,8,1,804,Chicago
2022,8,10,372,Chicago
2022,8,100,355,Chicago
2022,8,1001,88,Chicago
2022,8,103,897,Chicago
2022,8,106,561,Chicago
2022,8,108,470,Chicago
2022,8,11,894,Chicago
2022,8,111,1314,Chicago
2022,8,111A,164,Chicago
2022,8,112,733,Chicago
2022,8,115,1306,Chicago
2022,8,119,1810,Chicago
2022,8,12,5733,Chicago
2022,8,120,155,Chicago
2022,8,121,158,Chicago
2022,8,124,1154,Chicago
2022,8,125,315,Chicago
2022,8,126,2270,Chicago
2022,8,128,111,Chicago
2022,8,130,406,Chicago
2022,8,134,802,Chicago
2022,8,135,1311,Chicago
2022,8,136,791,Chicago
2022,8,143,463,Chicago
2022,8,146,9192,Chicago
2022,8,147,8209,Chicago
2022,8,148,1228,Chicago
2022,8,15,3532,Chicago
2022,8,151,10470,Chicago
2022,8,152,4752,Chicago
2022,8,155,4134,Chicago
2022,8,156,2432,Chicago
2022,8,157,3078,Chicago
2022,8,165,140,Chicago
2022,8,169,105,Chicago
2022,8,171,219,Chicago
2022,8,172,460,Chicago
2022,8,18,1778,Chicago
2022,8,19,92,Chicago
2022,8,192,408,Chicago
2022,8,2,1262,Chicago
2022,8,20,7745,Chicago
2022,8,201,965,Chicago
2022,8,206,200,Chicago
2022,8,21,4934,Chicago
2022,8,22,10607,Chicago
2022,8,24,1345,Chicago
2022,8,26,2389,Chicago
2022,8,28,2358,Chicago
2022,8,29,5155,Chicago
2022,8,3,8197,Chicago
2022,8,30,1162,Chicago
2022,8,31,304,Chicago
2022,8,34,2013,Chicago
2022,8,35,2193,Chicago
2022,8,36,8944,Chicago
2022,8,37,532,Chicago
2022,8,39,1007,Chicago
2022,8,4,8684,Chicago
2022,8,43,667,Chicago
2022,8,44,1627,Chicago
2022,8,47,5353,Chicago
2022,8,48,440,Chicago
2022,8,49,9172,Chicago
2022,8,49B,3314,Chicago
2022,8,5,228,Chicago
2022,8,50,5636,Chicago
2022,8,51,776,Chicago
2022,8,52,4714,Chicago
2022,8,52A,1909,Chicago
2022,8,53,9667,Chicago
2022,8,53A,3751,Chicago
2022,8,54,5503,Chicago
2022,8,54A,420,Chicago
2022,8,54B,1722,Chicago
2022,8,55,4218,Chicago
2022,8,55A,110,Chicago
2022,8,55N,216,Chicago
2022,8,56,4198,Chicago
2022,8,57,1036,Chicago
2022,8,59,1732,Chicago
2022,8,6,4759,Chicago
2022,8,60,5840,Chicago
2022,8,62,5460,Chicago
2022,8,62H,664,Chicago
2022,8,63,7007,Chicago
2022,8,63W,885,Chicago
2022,8,65,3716,Chicago
2022,8,66,11333,Chicago
2022,8,67,4321,Chicago
2022,8,68,647,Chicago
2022,8,7,2679,Chicago
2022,8,70,4339,Chicago
2022,8,71,3908,Chicago
2022,8,72,8042,Chicago
2022,8,73,2314,Chicago
2022,8,74,6654,Chicago
2022,8,75,3511,Chicago
2022,8,76,6405,Chicago
2022,8,77,10014,Chicago
2022,8,78,4106,Chicago
2022,8,79,11062,Chicago
2022,8,8,9402,Chicago
2022,8,80,5856,Chicago
2022,8,81,6861,Chicago
2022,8,81W,897,Chicago
2022,8,82,8424,Chicago
2022,8,84,1827,Chicago
2022,8,85,5810,Chicago
2022,8,85A,353,Chicago
2022,8,86,1280,Chicago
2022,8,87,5200,Chicago
2022,8,88,640,Chicago
2022,8,8A,1415,Chicago
2022,8,9,10526,Chicago
2022,8,90,2886,Chicago
2022,8,91,3381,Chicago
2022,8,92,3834,Chicago
2022,8,93,2387,Chicago
2022,8,94,6051,Chicago
2022,8,95,2628,Chicago
2022,8,96,492,Chicago
2022,8,97,1656,Chicago
2022,8,J14,4857,Chicago
2022,8,X4,1151,Chicago
2022,8,X49,3529,Chicago
2022,8,X9,4587,Chicago
2022,8,X98,3,Chicago
2022,9,1,854,Chicago
2022,9,10,160,Chicago
2022,9,100,393,Chicago
2022,9,1001,136,Chicago
2022,9,103,1032,Chicago
2022,9,106,702,Chicago
2022,9,108,522,Chicago
2022,9,11,1030,Chicago
2022,9,111,1499,Chicago
2022,9,111A,172,Chicago
2022,9,112,883,Chicago
2022,9,115,1441,Chicago
2022,9,119,1876,Chicago
2022,9,12,6241,Chicago
2022,9,120,118,Chicago
2022,9,121,193,Chicago
2022,9,124,842,Chicago
2022,9,125,358,Chicago
2022,9,126,2706,Chicago
2022,9,128,144,Chicago
2022,9,130,215,Chicago
2022,9,134,956,Chicago
2022,9,135,1291,Chicago
2022,9,136,855,Chicago
2022,9,143,497,Chicago
2022,9,146,9183,Chicago
2022,9,147,8166,Chicago
2022,9,148,1326,Chicago
2022,9,15,3922,Chicago
2022,9,151,10319,Chicago
2022,9,152,5415,Chicago
2022,9,155,4560,Chicago
2022,9,156,2572,Chicago
2022,9,157,3902,Chicago
2022,9,165,203,Chicago
2022,9,169,93,Chicago
2022,9,171,561,Chicago
2022,9,172,934,Chicago
2022,9,18,2124,Chicago
2022,9,19,95,Chicago
2022,9,192,455,Chicago
2022,9,2,1178,Chicago
2022,9,20,8524,Chicago
2022,9,201,1344,Chicago
2022,9,206,321,Chicago
2022,9,21,5375,Chicago
2022,9,22,10881,Chicago
2022,9,24,1585,Chicago
2022,9,26,2763,Chicago
2022,9,28,2534,Chicago
2022,9,29,5581,Chicago
2022,9,3,8300,Chicago
2022,9,30,1365,Chicago
2022,9,31,371,Chicago
2022,9,34,2215,Chicago
2022,9,35,2475,Chicago
2022,9,36,9348,Chicago
2022,9,37,623,Chicago
2022,9,39,1094,Chicago
2022,9,4,9080,Chicago
2022,9,43,740,Chicago
2022,9,44,1841,Chicago
2022,9,47,5528,Chicago
2022,9,48,636,Chicago
2022,9,49,10246,Chicago
2022,9,49B,3664,Chicago
2022,9,5,231,Chicago
2022,9,50,6430,Chicago
2022,9,51,920,Chicago
2022,9,52,5155,Chicago
2022,9,52A,2147,Chicago
2022,9,53,10741,Chicago
2022,9,53A,4519,Chicago
2022,9,54,5697,Chicago
2022,9,54A,473,Chicago
2022,9,54B,1732,Chicago
2022,9,55,4714,Chicago
2022,9,55A,148,Chicago
2022,9,55N,304,Chicago
2022,9,56,4284,Chicago
2022,9,57,1311,Chicago
2022,9,59,2062,Chicago
2022,9,6,5257,Chicago
2022,9,60,6794,Chicago
2022,9,62,5915,Chicago
2022,9,62H,763,Chicago
2022,9,63,7742,Chicago
2022,9,63W,1036,Chicago
2022,9,65,3896,Chicago
2022,9,66,12268,Chicago
2022,9,67,4922,Chicago
2022,9,68,763,Chicago
2022,9,7,3768,Chicago
2022,9,70,4698,Chicago
2022,9,71,4207,Chicago
2022,9,72,8299,Chicago
2022,9,73,2631,Chicago
2022,9,74,7206,Chicago
2022,9,75,4008,Chicago
2022,9,76,6792,Chicago
2022,9,77,10704,Chicago
2022,9,78,4247,Chicago
2022,9,79,11452,Chicago
2022,9,8,11114,Chicago
2022,9,80,6319,Chicago
2022,9,81,6813,Chicago
2022,9,81W,981,Chicago
2022,9,82,9100,Chicago
2022,9,84,2072,Chicago
2022,9,85,6246,Chicago
2022,9,85A,393,Chicago
2022,9,86,1857,Chicago
2022,9,87,5602,Chicago
2022,9,88,748,Chicago
2022,9,8A,1488,Chicago
2022,9,9,11645,Chicago
2022,9,90,2971,Chicago
2022,9,91,3688,Chicago
2022,9,92,4371,Chicago
2022,9,93,2710,Chicago
2022,9,94,7025,Chicago
2022,9,95,2773,Chicago
2022,9,96,599,Chicago
2022,9,97,1755,Chicago
2022,9,J14,5020,Chicago
2022,9,X4,1512,Chicago
2022,9,X49,4728,Chicago
2022,9,X9,5238,Chicago
2022,9,X98,3,Chicago
2022,10,1,812,Chicago
2022,10,100,363,Chicago
2022,10,1001,79,Chicago
2022,10,103,998,Chicago
2022,10,106,640,Chicago
2022,10,108,490,Chicago
2022,10,11,1013,Chicago
2022,10,111,1447,Chicago
2022,10,111A,168,Chicago
2022,10,112,840,Chicago
2022,10,115,1405,Chicago
2022,10,119,1865,Chicago
2022,10,12,5903,Chicago
2022,10,120,136,Chicago
2022,10,121,212,Chicago
2022,10,124,811,Chicago
2022,10,125,374,Chicago
2022,10,126,2497,Chicago
2022,10,128,1,Chicago
2022,10,134,990,Chicago
2022,10,135,1359,Chicago
2022,10,136,901,Chicago
2022,10,143,598,Chicago
2022,10,146,8673,Chicago
2022,10,147,8009,Chicago
2022,10,148,1301,Chicago
2022,10,15,3531,Chicago
2022,10,151,10018,Chicago
2022,10,152,4963,Chicago
2022,10,155,4383,Chicago
2022,10,156,2573,Chicago
2022,10,157,3956,Chicago
2022,10,165,199,Chicago
2022,10,169,134,Chicago
2022,10,171,878,Chicago
2022,10,172,1463,Chicago
2022,10,18,2019,Chicago
2022,10,19,190,Chicago
2022,10,192,473,Chicago
2022,10,2,1199,Chicago
2022,10,20,8494,Chicago
2022,10,201,1618,Chicago
2022,10,206,287,Chicago
2022,10,21,5219,Chicago
2022,10,22,10684,Chicago
2022,10,24,1487,Chicago
2022,10,26,2539,Chicago
2022,10,28,2305,Chicago
2022,10,29,5409,Chicago
2022,10,3,8498,Chicago
2022,10,30,1329,Chicago
2022,10,31,431,Chicago
2022,10,34,2088,Chicago
2022,10,35,2313,Chicago
2022,10,36,9426,Chicago
2022,10,37,607,Chicago
2022,10,39,1051,Chicago
2022,10,4,8969,Chicago
2022,10,43,722,Chicago
2022,10,44,1742,Chicago
2022,10,47,5396,Chicago
2022,10,48,597,Chicago
2022,10,49,9938,Chicago
2022,10,49B,3647,Chicago
2022,10,5,190,Chicago
2022,10,50,6385,Chicago
2022,10,51,852,Chicago
2022,10,52,4854,Chicago
2022,10,52A,2054,Chicago
2022,10,53,10441,Chicago
2022,10,53A,4296,Chicago
2022,10,54,5716,Chicago
2022,10,54A,441,Chicago
2022,10,54B,1702,Chicago
2022,10,55,4628,Chicago
2022,10,55A,140,Chicago
2022,10,55N,296,Chicago
2022,10,56,4228,Chicago
2022,10,57,1216,Chicago
2022,10,59,1954,Chicago
2022,10,6,4923,Chicago
2022,10,60,6558,Chicago
2022,10,62,5515,Chicago
2022,10,62H,724,Chicago
2022,10,63,7290,Chicago
2022,10,63W,1000,Chicago
2022,10,65,3649,Chicago
2022,10,66,12146,Chicago
2022,10,67,4732,Chicago
2022,10,68,725,Chicago
2022,10,7,3620,Chicago
2022,10,70,4512,Chicago
2022,10,71,4187,Chicago
2022,10,72,8006,Chicago
2022,10,73,2740,Chicago
2022,10,74,7180,Chicago
2022,10,75,3787,Chicago
2022,10,76,6628,Chicago
2022,10,77,10483,Chicago
2022,10,78,4304,Chicago
2022,10,79,11492,Chicago
2022,10,8,11130,Chicago
2022,10,80,6154,Chicago
2022,10,81,6773,Chicago
2022,10,81W,1021,Chicago
2022,10,82,8696,Chicago
2022,10,84,2014,Chicago
2022,10,85,6209,Chicago
2022,10,85A,395,Chicago
2022,10,86,1729,Chicago
2022,10,87,5419,Chicago
2022,10,88,732,Chicago
2022,10,8A,1452,Chicago
2022,10,9,11572,Chicago
2022,10,90,2873,Chicago
2022,10,91,3535,Chicago
2022,10,92,4267,Chicago
2022,10,93,2529,Chicago
2022,10,94,6514,Chicago
2022,10,95,2713,Chicago
2022,10,96,557,Chicago
2022,10,97,1701,Chicago
2022,10,J14,4690,Chicago
2022,10,X4,1408,Chicago
2022,10,X49,4543,Chicago
2022,10,X9,5051,Chicago
2022,10,X98,3,Chicago
2022,11,1,749,Chicago
2022,11,100,300,Chicago
2022,11,1001,84,Chicago
2022,11,103,908,Chicago
2022,11,106,614,Chicago
2022,11,108,430,Chicago
2022,11,11,985,Chicago
2022,11,111,1334,Chicago
2022,11,111A,158,Chicago
2022,11,112,797,Chicago
2022,11,115,1290,Chicago
2022,11,119,1802,Chicago
2022,11,12,5781,Chicago
2022,11,120,106,Chicago
2022,11,121,180,Chicago
2022,11,124,637,Chicago
2022,11,125,325,Chicago
2022,11,126,2249,Chicago
2022,11,128,1495,Chicago
2022,11,134,938,Chicago
2022,11,135,1263,Chicago
2022,11,136,834,Chicago
2022,11,143,494,Chicago
2022,11,146,8103,Chicago
2022,11,147,7570,Chicago
2022,11,148,1250,Chicago
2022,11,15,3517,Chicago
2022,11,151,9500,Chicago
2022,11,152,4525,Chicago
2022,11,155,4047,Chicago
2022,11,156,2416,Chicago
2022,11,157,3789,Chicago
2022,11,165,177,Chicago
2022,11,169,90,Chicago
2022,11,171,668,Chicago
2022,11,172,1069,Chicago
2022,11,18,1867,Chicago
2022,11,19,160,Chicago
2022,11,192,422,Chicago
2022,11,2,1105,Chicago
2022,11,20,7865,Chicago
2022,11,201,1573,Chicago
2022,11,206,237,Chicago
2022,11,21,4686,Chicago
2022,11,22,10056,Chicago
2022,11,24,1334,Chicago
2022,11,26,2374,Chicago
2022,11,28,2149,Chicago
2022,11,29,5015,Chicago
2022,11,3,7877,Chicago
2022,11,30,1228,Chicago
2022,11,31,404,Chicago
2022,11,34,1892,Chicago
2022,11,35,2147,Chicago
2022,11,36,8889,Chicago
2022,11,37,621,Chicago
2022,11,39,975,Chicago
2022,11,4,8671,Chicago
2022,11,43,663,Chicago
2022,11,44,1620,Chicago
2022,11,47,4955,Chicago
2022,11,48,531,Chicago
2022,11,49,9168,Chicago
2022,11,49B,3363,Chicago
2022,11,5,173,Chicago
2022,11,50,5996,Chicago
2022,11,51,759,Chicago
2022,11,52,4601,Chicago
2022,11,52A,1955,Chicago
2022,11,53,10007,Chicago
2022,11,53A,3965,Chicago
2022,11,54,5295,Chicago
2022,11,54A,420,Chicago
2022,11,54B,1519,Chicago
2022,11,55,4203,Chicago
2022,11,55A,144,Chicago
2022,11,55N,271,Chicago
2022,11,56,3934,Chicago
2022,11,57,1123,Chicago
2022,11,59,1855,Chicago
2022,11,6,4647,Chicago
2022,11,60,5903,Chicago
2022,11,62,5166,Chicago
2022,11,62H,694,Chicago
2022,11,63,6925,Chicago
2022,11,63W,928,Chicago
2022,11,65,3250,Chicago
2022,11,66,11558,Chicago
2022,11,67,4487,Chicago
2022,11,68,684,Chicago
2022,11,7,3390,Chicago
2022,11,70,4322,Chicago
2022,11,71,3978,Chicago
2022,11,72,7463,Chicago
2022,11,73,2545,Chicago
2022,11,74,6544,Chicago
2022,11,75,3557,Chicago
2022,11,76,5988,Chicago
2022,11,77,9739,Chicago
2022,11,78,3893,Chicago
2022,11,79,11145,Chicago
2022,11,8,10387,Chicago
2022,11,80,5636,Chicago
2022,11,81,6490,Chicago
2022,11,81W,963,Chicago
2022,11,82,7728,Chicago
2022,11,84,1794,Chicago
2022,11,85,5837,Chicago
2022,11,85A,357,Chicago
2022,11,86,1547,Chicago
2022,11,87,5105,Chicago
2022,11,88,696,Chicago
2022,11,8A,1378,Chicago
2022,11,9,10532,Chicago
2022,11,90,2688,Chicago
2022,11,91,3299,Chicago
2022,11,92,3932,Chicago
2022,11,93,2506,Chicago
2022,11,94,6147,Chicago
2022,11,95,2535,Chicago
2022,11,96,575,Chicago
2022,11,97,1658,Chicago
2022,11,J14,4497,Chicago
2022,11,X4,1459,Chicago
2022,11,X49,4215,Chicago
2022,11,X9,4834,Chicago
2022,11,X98,2,Chicago
2022,12,1,633,Chicago
2022,12,100,297,Chicago
2022,12,1001,95,Chicago
2022,12,103,809,Chicago
2022,12,106,578,Chicago
2022,12,108,364,Chicago
2022,12,11,840,Chicago
2022,12,111,1142,Chicago
2022,12,111A,174,Chicago
2022,12,112,692,Chicago
2022,12,115,1144,Chicago
2022,12,119,1565,Chicago
2022,12,12,5011,Chicago
2022,12,120,81,Chicago
2022,12,121,143,Chicago
2022,12,124,604,Chicago
2022,12,125,289,Chicago
2022,12,126,1967,Chicago
2022,12,128,187,Chicago
2022,12,134,699,Chicago
2022,12,135,967,Chicago
2022,12,136,663,Chicago
2022,12,143,446,Chicago
2022,12,146,7670,Chicago
2022,12,147,6626,Chicago
2022,12,148,1061,Chicago
2022,12,15,2987,Chicago
2022,12,151,8780,Chicago
2022,12,152,4004,Chicago
2022,12,155,3591,Chicago
2022,12,156,2165,Chicago
2022,12,157,2623,Chicago
2022,12,165,158,Chicago
2022,12,169,106,Chicago
2022,12,171,434,Chicago
2022,12,172,623,Chicago
2022,12,18,1699,Chicago
2022,12,19,110,Chicago
2022,12,192,317,Chicago
2022,12,2,884,Chicago
2022,12,20,7350,Chicago
2022,12,201,1055,Chicago
2022,12,206,227,Chicago
2022,12,21,4103,Chicago
2022,12,22,9286,Chicago
2022,12,24,1241,Chicago
2022,12,26,2150,Chicago
2022,12,28,1949,Chicago
2022,12,29,4613,Chicago
2022,12,3,7846,Chicago
2022,12,30,1155,Chicago
2022,12,31,316,Chicago
2022,12,34,1725,Chicago
2022,12,35,1832,Chicago
2022,12,36,8337,Chicago
2022,12,37,520,Chicago
2022,12,39,873,Chicago
2022,12,4,8036,Chicago
2022,12,43,576,Chicago
2022,12,44,1444,Chicago
2022,12,47,4449,Chicago
2022,12,48,494,Chicago
2022,12,49,8123,Chicago
2022,12,49B,2950,Chicago
2022,12,5,175,Chicago
2022,12,50,5262,Chicago
2022,12,51,701,Chicago
2022,12,52,4081,Chicago
2022,12,52A,1708,Chicago
2022,12,53,9195,Chicago
2022,12,53A,3294,Chicago
2022,12,54,4728,Chicago
2022,12,54A,379,Chicago
2022,12,54B,1295,Chicago
2022,12,55,3663,Chicago
2022,12,55A,108,Chicago
2022,12,55N,250,Chicago
2022,12,56,3578,Chicago
2022,12,57,995,Chicago
2022,12,59,1667,Chicago
2022,12,6,4088,Chicago
2022,12,60,4710,Chicago
2022,12,62,4499,Chicago
2022,12,62H,593,Chicago
2022,12,63,6015,Chicago
2022,12,63W,802,Chicago
2022,12,65,2904,Chicago
2022,12,66,10925,Chicago
2022,12,67,3882,Chicago
2022,12,68,582,Chicago
2022,12,7,2307,Chicago
2022,12,70,3886,Chicago
2022,12,71,3721,Chicago
2022,12,72,6784,Chicago
2022,12,73,2303,Chicago
2022,12,74,5861,Chicago
2022,12,75,3207,Chicago
2022,12,76,5225,Chicago
2022,12,77,8754,Chicago
2022,12,78,3481,Chicago
2022,12,79,10400,Chicago
2022,12,8,8449,Chicago
2022,12,80,5075,Chicago
2022,12,81,5810,Chicago
2022,12,81W,868,Chicago
2022,12,82,7047,Chicago
2022,12,84,1610,Chicago
2022,12,85,5329,Chicago
2022,12,85A,328,Chicago
2022,12,86,1275,Chicago
2022,12,87,4701,Chicago
2022,12,88,600,Chicago
2022,12,8A,1242,Chicago
2022,12,9,9416,Chicago
2022,12,90,2362,Chicago
2022,12,91,2891,Chicago
2022,12,92,3375,Chicago
2022,12,93,2162,Chicago
2022,12,94,5397,Chicago
2022,12,95,2388,Chicago
2022,12,96,487,Chicago
2022,12,97,1481,Chicago
2022,12,J14,4017,Chicago
2022,12,X4,1364,Chicago
2022,12,X49,3845,Chicago
2022,12,X9,4274,Chicago
2022,12,X98,2,Chicago
2023,1,1,803,Chicago
2023,1,100,321,Chicago
2023,1,1001,56,Chicago
2023,1,103,871,Chicago
2023,1,106,549,Chicago
2023,1,108,506,Chicago
2023,1,11,869,Chicago
2023,1,111,1296,Chicago
2023,1,111A,149,Chicago
2023,1,112,711,Chicago
2023,1,115,1253,Chicago
2023,1,119,1673,Chicago
2023,1,12,5327,Chicago
2023,1,120,174,Chicago
2023,1,121,253,Chicago
2023,1,124,539,Chicago
2023,1,125,414,Chicago
2023,1,126,2198,Chicago
2023,1,128,166,Chicago
2023,1,134,1041,Chicago
2023,1,135,1340,Chicago
2023,1,136,894,Chicago
2023,1,143,671,Chicago
2023,1,146,7171,Chicago
2023,1,147,6524,Chicago
2023,1,148,1154,Chicago
2023,1,15,3109,Chicago
2023,1,151,8262,Chicago
2023,1,152,4211,Chicago
2023,1,155,3830,Chicago
2023,1,156,2625,Chicago
2023,1,157,4015,Chicago
2023,1,165,167,Chicago
2023,1,169,86,Chicago
2023,1,171,736,Chicago
2023,1,172,1307,Chicago
2023,1,18,1867,Chicago
2023,1,19,117,Chicago
2023,1,192,373,Chicago
2023,1,2,1321,Chicago
2023,1,20,7489,Chicago
2023,1,201,1640,Chicago
2023,1,206,305,Chicago
2023,1,21,4421,Chicago
2023,1,22,9433,Chicago
2023,1,24,1398,Chicago
2023,1,26,2383,Chicago
2023,1,28,2135,Chicago
2023,1,29,4297,Chicago
2023,1,3,7981,Chicago
2023,1,30,1222,Chicago
2023,1,31,435,Chicago
2023,1,34,1873,Chicago
2023,1,35,2054,Chicago
2023,1,36,8324,Chicago
2023,1,37,593,Chicago
2023,1,39,867,Chicago
2023,1,4,8107,Chicago
2023,1,43,584,Chicago
2023,1,44,1504,Chicago
2023,1,47,4724,Chicago
2023,1,48,529,Chicago
2023,1,49,8879,Chicago
2023,1,49B,3194,Chicago
2023,1,5,160,Chicago
2023,1,50,5357,Chicago
2023,1,51,696,Chicago
2023,1,52,4246,Chicago
2023,1,52A,1949,Chicago
2023,1,53,9619,Chicago
2023,1,53A,3452,Chicago
2023,1,54,4813,Chicago
2023,1,54A,403,Chicago
2023,1,54B,1402,Chicago
2023,1,55,4061,Chicago
2023,1,55A,124,Chicago
2023,1,55N,265,Chicago
2023,1,56,3809,Chicago
2023,1,57,1113,Chicago
2023,1,59,1782,Chicago
2023,1,6,3959,Chicago
2023,1,60,5562,Chicago
2023,1,62,4734,Chicago
2023,1,62H,681,Chicago
2023,1,63,6594,Chicago
2023,1,63W,831,Chicago
2023,1,65,3337,Chicago
2023,1,66,11297,Chicago
2023,1,67,4027,Chicago
2023,1,68,621,Chicago
2023,1,7,3165,Chicago
2023,1,70,4245,Chicago
2023,1,71,3954,Chicago
2023,1,72,6893,Chicago
2023,1,73,2529,Chicago
2023,1,74,6258,Chicago
2023,1,75,3297,Chicago
2023,1,76,5317,Chicago
2023,1,77,9096,Chicago
2023,1,78,3522,Chicago
2023,1,79,10605,Chicago
2023,1,8,10287,Chicago
2023,1,80,5103,Chicago
2023,1,81,5967,Chicago
2023,1,81W,936,Chicago
2023,1,82,7468,Chicago
2023,1,84,1602,Chicago
2023,1,85,5353,Chicago
2023,1,85A,308,Chicago
2023,1,86,1371,Chicago
2023,1,87,4592,Chicago
2023,1,88,644,Chicago
2023,1,8A,1335,Chicago
2023,1,9,10090,Chicago
2023,1,90,2279,Chicago
2023,1,91,3078,Chicago
2023,1,92,3490,Chicago
2023,1,93,2402,Chicago
2023,1,94,5470,Chicago
2023,1,95,2563,Chicago
2023,1,96,502,Chicago
2023,1,97,1503,Chicago
2023,1,J14,3960,Chicago
2023,1,X4,1762,Chicago
2023,1,X49,3831,Chicago
2023,1,X9,4559,Chicago
2023,1,X98,1,Chicago
2023,2,1,937,Chicago
2023,2,100,332,Chicago
2023,2,1001,75,Chicago
2023,2,103,980,Chicago
2023,2,106,615,Chicago
2023,2,108,544,Chicago
2023,2,11,963,Chicago
2023,2,111,1458,Chicago
2023,2,111A,162,Chicago
2023,2,112,770,Chicago
2023,2,115,1342,Chicago
2023,2,119,1753,Chicago
2023,2,12,5877,Chicago
2023,2,120,209,Chicago
2023,2,121,283,Chicago
2023,2,124,586,Chicago
2023,2,125,434,Chicago
2023,2,126,2528,Chicago
2023,2,130,457,Chicago
2023,2,134,1074,Chicago
2023,2,135,1323,Chicago
2023,2,136,960,Chicago
2023,2,143,783,Chicago
2023,2,146,7552,Chicago
2023,2,147,6955,Chicago
2023,2,148,1246,Chicago
2023,2,15,3552,Chicago
2023,2,151,8864,Chicago
2023,2,152,4739,Chicago
2023,2,155,4207,Chicago
2023,2,156,2732,Chicago
2023,2,157,4804,Chicago
2023,2,165,188,Chicago
2023,2,169,68,Chicago
2023,2,171,704,Chicago
2023,2,172,1694,Chicago
2023,2,18,2173,Chicago
2023,2,19,150,Chicago
2023,2,192,366,Chicago
2023,2,2,1526,Chicago
2023,2,20,8160,Chicago
2023,2,201,1713,Chicago
2023,2,206,360,Chicago
2023,2,21,5061,Chicago
2023,2,22,9690,Chicago
2023,2,24,1578,Chicago
2023,2,26,2586,Chicago
2023,2,28,2546,Chicago
2023,2,29,4641,Chicago
2023,2,3,9217,Chicago
2023,2,30,1427,Chicago
2023,2,31,577,Chicago
2023,2,34,2069,Chicago
2023,2,35,2344,Chicago
2023,2,36,8429,Chicago
2023,2,37,640,Chicago
2023,2,39,991,Chicago
2023,2,4,8875,Chicago
2023,2,43,668,Chicago
2023,2,44,1717,Chicago
2023,2,47,5161,Chicago
2023,2,48,572,Chicago
2023,2,49,9628,Chicago
2023,2,49B,3386,Chicago
2023,2,5,158,Chicago
2023,2,50,5758,Chicago
2023,2,51,809,Chicago
2023,2,52,4805,Chicago
